Column1;Column10;RU 
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_M;[c:gray]...you are an ice cube... you are an ice cube...;[c:gray]...ты кубик льда... ты кубик льда...
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_F;;
GBC_NPC_WIZARDORANGEVICTORY_405_M;Hm.[w:0.3] Perhaps I will not be central to his strategy.;Хм.[w:0.3] Может, я и не стану его основной картой.
GBC_NPC_WIZARDORANGEVICTORY_405_F;;
GBC_NPC_WIZARDORANGEVICTORY_593_M;I care not,[w:0.2] he can use me as a chump blocker.[w:0.3] I have mastered disappointment.;Без разницы.[w:0.2] Пусть держит меня в колоде запасных.[w:0.3] Я привыкла его разочаровывать.
GBC_NPC_WIZARDORANGEVICTORY_593_F;;
GBC_NPC_WIZARDORANGEVICTORY_311_M;Take this pack.;Возьми этот набор.
GBC_NPC_WIZARDORANGEVICTORY_311_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_657_M;You considered one of [c:bR]The Angler[c:]'s catches as a meal, but the rank odor deterred you.;Ты захотел взять улов [c:bR]Рыболова[c:], чтобы перекусить. Но тебя отпугнул едкий запашок.
GAME_FLOW_REGIONCOMPLETEANGLER_657_F;You considered one of [c:bR]The Angler[c:]'s catches as a meal, but the rank odor deterred you.;Ты захотела взять улов [c:bR]Рыболова[c:], чтобы перекусить. Но тебя отпугнул едкий запашок.
GAME_FLOW_REGIONCOMPLETEANGLER_331_M;Dinner would have to wait.;С ужином придётся подождать.
GAME_FLOW_REGIONCOMPLETEANGLER_331_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_M;Moving past the pond, you took a deep breath of fresh air and continued on.;Когда озеро осталось позади, ты наконец смог вдохнуть глоток свежего воздуха.
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_F;Moving past the pond, you took a deep breath of fresh air and continued on.;Когда озеро осталось позади, ты наконец смогла вдохнуть глоток свежего воздуха.
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_M;[c:bR]The Angler[c:]'s foul smell slowly faded as you continued on.;Едкий запах [c:bR]Рыболова[c:] больше тебя не беспокоил.
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_M;Shaken, but with a newfound resolve, you moved past the pond where [c:bR]The Angler[c:] now lay.;Усталый, но непреклонный, ты прошёл мимо лежащего [c:bR]Рыболова[c:].
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_F;Shaken, but with a newfound resolve, you moved past the pond where [c:bR]The Angler[c:] now lay.;Усталая, но непреклонная, ты прошла мимо лежащего [c:bR]Рыболова[c:].
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_M;With the enigmatic [c:bR]Trapper and Trader[c:] now bleeding into the snow, you persisted.;Расправившись с [c:bR]Охотником и Лавочницей[c:], ты продолжил путь.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_F;With the enigmatic [c:bR]Trapper and Trader[c:] now bleeding into the snow, you persisted.;Расправившись с [c:bR]Охотником и Лавочницей[c:], ты продолжила путь.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_M;You could see a light in the distance.;Вдалеке замерцал свет.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_M;The end is near.;Конец был близок.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_M;The mystery of the [c:bR]Trapper and Trader[c:] occupied your thoughts as you wandered onwards.;Таинственный образ [c:bR]Охотника и Лавочницы[c:] не покидал твои мысли, даже когда те остались далеко позади.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_M;A light in the distance caught your eye.;Тебя привлёк свет вдалеке.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_M;You sneezed as the thick musk of pelts faded from the air.;Остатки мускуса пушнины в воздухе заставили тебя чихнуть.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_M;A sense of finality came over you as you moved toward a light in the distance.;Тебя охватило чувство завершённости, и ты пошёл навстречу свету.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_F;A sense of finality came over you as you moved toward a light in the distance.;Тебя охватило чувство завершённости, и ты пошла навстречу свету.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_M;Checking the ground for traps, you carefully stepped forth.;Осмотрев землю на предмет ловушек, ты медленно двинулся вперёд.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_F;Checking the ground for traps, you carefully stepped forth.;Осмотрев землю на предмет ловушек, ты медленно двинулась вперёд.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_M;You glimpsed what appeared to be the light of candles in the distance.;Вдалеке замерцали огоньки. Свечи?..
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_M;[e:Quiet]That wardrobe...;[e:Quiet]Этот шкаф...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_M;[e:Quiet]He almost put me in there.;[e:Quiet]Я чуть там не оказалась.
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_M;[e:Quiet][t:15]The top left drawer...;[e:Quiet][t:15]Верхний левый ящик...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_M;But the puzzle was too easy.;Но головоломка была простая.
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_M;[e:Quiet]I can't stop thinking;[e:Quiet]Я всё думаю
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_M;[e:Quiet]about that wardrobe...;[e:Quiet]об этом шкафе...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_M;[e:Quiet]The metal sliders... They're;[e:Quiet]Эти железные бегунки... Они...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_M;[e:Quiet][t:15]They're a bit like cards.;[e:Quiet][t:15]Они похожи на карты.
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_M;Aren't they?;Ты заметил?
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_F;Aren't they?;Ты заметила?
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_M;[e:Quiet]Wardrobe...;[e:Quiet]Шкаф...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_964_M;Sliders...;Задвижки...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_964_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_189_M;[e:Quiet]Hmm...;[e:Quiet]Хм-м...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_189_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_121_M;[e:Quiet]Are the sliders;[e:Quiet]Разве эти задвижки
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_121_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_618_M;[e:Quiet]on that wardrobe...;[e:Quiet]в шкафу...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_618_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_783_M;A bit like cards?;не похожи на карты?
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_783_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_543_M;[e:Quiet]But how to win...;[e:Quiet]Но как же открыть...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_543_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#4_330_M;[e:Quiet]The wardrobe...;[e:Quiet]этот шкаф...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#4_330_F;;
GBC_NPC_WIZARDBLUEGREETING_682_M;[t:1]At last![w:0.3] [c:R][w:1][shake:1]STIM[w:0.3][shake:1]U[w:0.3][shake:1]LA[w:0.3][shake:1]TION![w:0.4][t:0][c:];[t:1]Наконец-то![w:0.3] [c:R][w:1][shake:1]СТИ[w:0.3][shake:1]МУ[w:0.3][shake:1]ЛЯ[w:0.3][shake:1]ЦИЯ![w:0.4][t:0][c:]
GBC_NPC_WIZARDBLUEGREETING_682_F;;
GBC_NPC_WIZARDBLUEGREETING_196_M;[t:1]My test has been sensory deprivation you see.;[t:1]Моё испытание - сенсорная депривация, если что.
GBC_NPC_WIZARDBLUEGREETING_196_F;;
GBC_NPC_WIZARDBLUEGREETING_887_M;[t:1]To unlock the full potential of my mind you see.;[t:1]Чтобы раскрыть мой истинный потенциал, если что.
GBC_NPC_WIZARDBLUEGREETING_887_F;;
GBC_NPC_WIZARDBLUEGREETING_190;[t:1]It's unlocked now![w:0.3] Hear me Magnificus?[w:0.3] [c:R][shake:1]I'M [w:0.2][shake:1]READY![c:];[t:1]Теперь он раскрыт![w:0.3] Слышишь, Магнификус?[w:0.3] [c:R][shake:1]Я [w:0.2][shake:1]ГОТОВ![c:]
GBC_NPC_WIZARDBLUEGREETING_369_M;[t:1]We have to battle?[w:0.3] OK!;[t:1]Надо сразиться?[w:0.3] Да пожалуйста!
GBC_NPC_WIZARDBLUEGREETING_369_F;;
GBC_NPC_WIZARDBLUEGREETING_REPEAT_#1_503_M;[t:1][shake:1]I'M [w:0.2][shake:1]READY!;[t:1][shake:1]Я [w:0.2][shake:1]ГОТОВ!
GBC_NPC_WIZARDBLUEGREETING_REPEAT_#1_503_F;;
GBC_NPC_WIZARDBLUEDEFEAT_749_M;[t:1]AHAHAHAHA[shake:1][end];[t:1]А-ХА-ХА-ХА[shake:1][end]
GBC_NPC_WIZARDBLUEDEFEAT_749_F;;
GBC_NPC_WIZARDBLUEDEFEAT_754_M;[t:1]This means we get to play another!;[t:1]Значит, сыграем ещё раз!
GBC_NPC_WIZARDBLUEDEFEAT_754_F;;
GBC_NPC_WIZARDBLUEDEFEAT_REPEAT_#1_065_M;[t:1]Again![w:0.3] Again![w:0.3];[t:1]Ещё![w:0.3] Ещё![w:0.3]
GBC_NPC_WIZARDBLUEDEFEAT_REPEAT_#1_065_F;;
GBC_NPC_WIZARDBLUEVICTORY_647_M;[t:1]THAT WAS [w:0.3][shake:1][c:R]INCREDIBLY[c:][w:0.3][shake:1] STIMULATING!;[t:1]ЭТА [w:0.3][shake:1][c:R]СТИМУЛЯЦИЯ[c:][w:0.3][shake:1] ПРОСТО НЕЧТО!
GBC_NPC_WIZARDBLUEVICTORY_647_F;;
GBC_NPC_WIZARDBLUEVICTORY_568_M;[t:1]We-[w:0.3] we aren't done here right?;[t:1]Мы...[w:0.3] мы же ещё не закончили, верно?
GBC_NPC_WIZARDBLUEVICTORY_568_F;;
GBC_NPC_WIZARDBLUEVICTORY_909_M;[t:1]You wouldn't [w:0.3][shake:1][c:R]LEAVE[c:][w:0.3] would you?;[t:1]Ты же не собираешься [w:0.3][shake:1][c:R]ВОТ ТАК[c:][w:0.3] уйти?
GBC_NPC_WIZARDBLUEVICTORY_909_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_052_M;[t:1]Yes, keep talking.;[t:1]Ты говори, говори.
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_052_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_947_M;[t:1]Anything but being left here alone again.;[t:1]Лишь бы не оставаться здесь в одиночестве.
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_947_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#2_267_M;[t:1]Ah yes, idle conversation.;[t:1]Ах да, праздная беседа.
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#2_267_F;;
GBC_NPC_WIZARDBLUEOPENDOOR_350_M;[t:1]If I open the door...[w:0.3] you'll stop by on the way back and let me out...;[t:1]Если я открою дверь...[w:0.3] ты же потом заскочишь ко мне и поможешь мне выбраться?..
GBC_NPC_WIZARDBLUEOPENDOOR_350_F;;
GBC_NPC_WIZARDBLUEOPENDOOR_190_M;[t:1][c:R][shake:1]RIGHT?[c:];[t:1][c:R][shake:1]ВЕДЬ ТАК?[c:]
GBC_NPC_WIZARDBLUEOPENDOOR_190_F;;
GBC_NPC_DUMMYNPCGREETING_606_M;The dummy stares lifelessly back at you.;Манекен смотрит на вас безжизненным взглядом.
GBC_NPC_DUMMYNPCGREETING_606_F;;
GBC_NPC_DUMMYNPCGREETING_855_M;Then, suddenly, it springs into motion!;Внезапно он начинает шевелиться!
GBC_NPC_DUMMYNPCGREETING_855_F;;
GBC_NPC_DUMMYNPCPOSTBATTLE_586_M;The dummy's hinges creak back into position, and it returns to its lifeless stare.;Шарниры встают в прежнее положение, и манекен снова обретает безжизненный вид.
GBC_NPC_DUMMYNPCPOSTBATTLE_586_F;;
GBC_NPC_MAGNIFICUSGREETING_167_M;Ah,[w:0.4] you are here at last.[w:0.3] How do my pupils fare?;А,[w:0.4] ты наконец добрался до меня.[w:0.3] Как сражались мои ученики?
GBC_NPC_MAGNIFICUSGREETING_167_F;Ah,[w:0.4] you are here at last.[w:0.3] How do my pupils fare?;А,[w:0.4] ты наконец добралась до меня.[w:0.3] Как сражались мои ученики?
GBC_NPC_MAGNIFICUSGREETING_550_M;No matter.[w:0.4] There are [t:20]far[t:0][w:0.3] more concerning issues at hand...;Хотя это неважно.[w:0.4] У нас есть проблемы [t:20]гораздо[t:0][w:0.3] серьёзнее...
GBC_NPC_MAGNIFICUSGREETING_550_F;;
GBC_NPC_MAGNIFICUSGREETING_238_M;Do you understand the canvas[w:0.2] that you have been woven into?;Ты хоть осознаешь,[w:0.2] частью какого холста являешься?
GBC_NPC_MAGNIFICUSGREETING_238_F;;
GBC_NPC_MAGNIFICUSGREETING_708_M;Nay,[w:0.3] you are the brush.[w:0.4] And the artist moves you with a terrifying mastery.;Нет,[w:0.3] ты всего лишь кисть.[w:0.4] Всего лишь инструмент гениального художника.
GBC_NPC_MAGNIFICUSGREETING_708_F;;
GBC_NPC_MAGNIFICUSGREETING_927_M;[shake:1]My eye[w:0.4] aches[w:0.4] with premonition.;[shake:1]Предвидение[w:0.4] жжёт[w:0.4] моё око.
GBC_NPC_MAGNIFICUSGREETING_927_F;;
GBC_NPC_MAGNIFICUSGREETING_734_M;[shake:1]The future is very[w:0.3] very[w:0.2] grim.;[shake:1]Будущее обещает быть очень,[w:0.3] очень[w:0.2] мрачным.
GBC_NPC_MAGNIFICUSGREETING_734_F;;
GBC_NPC_MAGNIFICUSGREETING_979_M;[shake:1]And I see that your ambition is to take my title...[w:0.3] How sad.;[shake:1]К тому же ты собираешься занять моё место...[w:0.3] Печально.
GBC_NPC_MAGNIFICUSGREETING_979_F;;
GBC_NPC_MAGNIFICUSGREETING_709_M;It will never happen you see.[w:0.3] Even [shake:0.7]if[w:0.2] you defeat me.;Этому не бывать.[w:0.3] Даже [shake:0.7]если[w:0.2] ты сможешь меня победить.
GBC_NPC_MAGNIFICUSGREETING_709_F;;
GBC_NPC_MAGNIFICUSGREETING_610_M;But I am bound by certain rules.;Однако я всё ещё обязан соблюдать правила.
GBC_NPC_MAGNIFICUSGREETING_610_F;;
GBC_NPC_MAGNIFICUSGREETING_096_M;First,[w:0.3] we must battle.;Сперва[w:0.3] мы должны сразиться.
GBC_NPC_MAGNIFICUSGREETING_096_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_072_M;You are still a mere pupil to me.;Твои навыки не лучше, чем у моих учеников.
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_072_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_488_M;Perhaps I can teach you something.;Возможно, я смогу тебя чему-то научить.
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_488_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#2_575_M;You wish to try again?;Хочешь попробовать ещё раз?
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#2_575_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#3_084_M;I pray you have learned from your past failures.;Надеюсь, ты научился на своих ошибках.
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#3_084_F;I pray you have learned from your past failures.;Надеюсь, ты научилась на своих ошибках.
GBC_BATTLE_GRIMORABOSSINTRO_014_M;My minions never truly die you know.;На самом деле мои прислужники не умирают по-настоящему.
GBC_BATTLE_GRIMORABOSSINTRO_014_F;;
GBC_BATTLE_GRIMORABOSSINTRO_357_M;[e:Anger]Let's see how you fare!;[e:Anger]Посмотрим, как ты справишься!
GBC_BATTLE_GRIMORABOSSINTRO_357_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_602_M;Minions,[w:0.3][e:Anger] prepare for death!;Прислужники,[w:0.3][e:Anger] готовьтесь к смерти!
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_602_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_506_M;But then...[w:0.3][e:Anger] life again!;А после...[w:0.3][e:Anger] снова к жизни!
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_506_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#2_786_M;Let's see how you fare!;Посмотрим, как ты справишься!
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#2_786_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_752_M;Life,[w:0.3] death,[w:0.3] life,[w:0.3] death...;Жизнь,[w:0.3] смерть,[w:0.3] жизнь,[w:0.3] смерть...
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_752_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_783_M;The cycle continues!;Круговорот не прекращается!
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_783_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_965_M;You're [shake:0.75]half[w:0.2][shake:0.75]way[w:0.2] there!;Ты [shake:0.75]поч[w:0.2][shake:0.75]ти[w:0.2] справился!
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_965_F;You're [shake:0.75]half[w:0.2][shake:0.75]way[w:0.2] there!;Ты [shake:0.75]поч[w:0.2][shake:0.75]ти[w:0.2] справилась!
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_282_M;Though[w:0.4][e:Anger] you may not like what comes next...;Но[w:0.4][e:Anger] следующий этап тебе не понравится...
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_282_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_868_M;Do you miss them?[w:0.3] Fear not![w:0.3] I'll give them back of course.;Ты скучаешь по ним?[w:0.3] Не волнуйся![w:0.3] Конечно же, ты получишь их обратно.
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_868_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_280_M;[e:Anger]As corpses!;[e:Anger]В виде трупов!
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_280_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_841_M;You may have them back...;Я верну их тебе...
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_841_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_016_M;Though they may not be [w:0.2]exactly[w:0.2] the same...;Только [w:0.2]не совсем[w:0.2] в том же виде...
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_016_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#2_312_M;You may decide how to use the corpses...;Тебе решать, как поступить с трупами...
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#2_312_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE1_784_M;Marvelous![w:0.3] An opportunity to use my Quill.;Чудесно![w:0.3] Настал момент для моего Пера.
GBC_BATTLE_GRIMORABOSSREANIMATE1_784_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE1_REPEAT_#1_742_M;No matter![w:0.3] Death is never final.;Не страшно![w:0.3] Смерть - это ещё не конец.
GBC_BATTLE_GRIMORABOSSREANIMATE1_REPEAT_#1_742_F;;
