Column1;Column10;CH S 
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_M;Give these to [c:bR]The Trapper[c:].;把这些东西给[c:bR]猎人[c:]吧。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_M;Bring me pelts.;带给我毛皮吧。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_M;Use these on pelts.;拿这些换毛皮吧。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_M;Do not return until you do.;等你有毛皮了再回来吧。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_M;This is not in the spirit of charity.;这可不是做慈善。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_M;Next time you will repay me in pelts.;下次你要用毛皮来报答我。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_F;;
GBC_NPC_WIZARDORANGEGREETING_895_M;[c:gray]...just imagine you are an ice cube,[w:0.3] slowly melting on a hot pan...;[c:gray]……想象你是一个冰块，[w:0.3]在热锅上慢慢融化……
GBC_NPC_WIZARDORANGEGREETING_895_F;;
GBC_NPC_WIZARDORANGEGREETING_754_M;[shake:1]Oh![w:0.4][t:0] I was only talking to myself.[w:0.3] The pain of being a head impaled on a spear is...;[shake:1]喔！[w:0.4][t:0]我只是在自言自语。[w:0.3]头颅被钉在矛上的痛苦……
GBC_NPC_WIZARDORANGEGREETING_754_F;;
GBC_NPC_WIZARDORANGEGREETING_716_M;Well it is worth it[w:0.3] of course.[w:0.3] Magnificus will award me the highest honor.;当然[w:0.3]是值得的。[w:0.3]蔓尼菲科将授予我最高荣誉。
GBC_NPC_WIZARDORANGEGREETING_716_F;;
GBC_NPC_WIZARDORANGEGREETING_343_M;[t:3]I will be the [shake:0.5]centerpiece of his deck!;[t:3]我会成为[shake:0.5]他牌组里的亮点！
GBC_NPC_WIZARDORANGEGREETING_343_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_755_M;[c:gray]...just imagine you are a cloud,[w:0.3] floating above a volcano...;[c:gray]……想象你是一朵云，[w:0.3]漂浮在火山之上……
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_755_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_721_M;[shake:1]Oh![w:0.4][t:0] You want a rematch?;[shake:1]喔！[w:0.4][t:0]你想再来一次吗？
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_721_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#2_507_M;[shake:1]Oh![w:0.4][t:0] Back again?;[shake:1]喔！[w:0.4][t:0]又来了？
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#2_507_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#3_640_M;You will never defeat me.;你永远无法打败我。
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#3_640_F;;
GBC_NPC_WIZARDORANGEOPENDOOR_345_M;Go.;来吧。
GBC_NPC_WIZARDORANGEOPENDOOR_345_F;;
GBC_NPC_WIZARDORANGEDEFEAT_767_M;Magnificus was watching...[w:0.3] right?;蔓尼菲科在看着呢……[w:0.3]对吧？
GBC_NPC_WIZARDORANGEDEFEAT_767_F;;
GBC_NPC_WIZARDORANGEDEFEAT_433_M;Surely I am only to wait a bit longer.;当然，我只是还要再等等。
GBC_NPC_WIZARDORANGEDEFEAT_433_F;;
GBC_NPC_WIZARDORANGEDEFEAT_282_M;Back to my mantras...;说回我的颂文……
GBC_NPC_WIZARDORANGEDEFEAT_282_F;;
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_437_M;That must have done it.;肯定是奏效了。
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_437_F;;
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_904;Magnificus?[w:0.3] Are we done here?;蔓尼菲科？[w:0.3]咱们完事了没有？
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_M;[c:gray]...you are an ice cube... you are an ice cube...;[c:gray]……你是个冰块……你是个冰块……
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_F;;
GBC_NPC_WIZARDORANGEVICTORY_405_M;Hm.[w:0.3] Perhaps I will not be central to his strategy.;唔。[w:0.3]我大概不会是他的关键卡牌吧。
GBC_NPC_WIZARDORANGEVICTORY_405_F;;
GBC_NPC_WIZARDORANGEVICTORY_593_M;I care not,[w:0.2] he can use me as a chump blocker.[w:0.3] I have mastered disappointment.;我也不在乎，[w:0.2]他可以把我当成挡箭牌。[w:0.3]我早已尝透了失望的滋味。
GBC_NPC_WIZARDORANGEVICTORY_593_F;;
GBC_NPC_WIZARDORANGEVICTORY_311_M;Take this pack.;拿上这个卡包吧。
GBC_NPC_WIZARDORANGEVICTORY_311_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_657_M;You considered one of [c:bR]The Angler[c:]'s catches as a meal, but the rank odor deterred you.;你也考虑过拿一条[c:bR]钓鱼人[c:]捕获的鱼当作晚餐，但那股恶臭让你望而却步。
GAME_FLOW_REGIONCOMPLETEANGLER_657_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_331_M;Dinner would have to wait.;晚餐得稍等一会了。
GAME_FLOW_REGIONCOMPLETEANGLER_331_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_M;Moving past the pond, you took a deep breath of fresh air and continued on.;路过池塘后，你深吸一口新鲜空气，继续前进。
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_M;[c:bR]The Angler[c:]'s foul smell slowly faded as you continued on.;你继续前进，[c:bR]钓鱼人[c:]的恶臭味慢慢消失。
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_M;Shaken, but with a newfound resolve, you moved past the pond where [c:bR]The Angler[c:] now lay.;你有所动摇，还是再次下决心走过[c:bR]钓鱼人[c:]现在所在的池塘。
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_M;With the enigmatic [c:bR]Trapper and Trader[c:] now bleeding into the snow, you persisted.;神秘的[c:bR]猎人兼毛皮商[c:]血流成河，而你坚持了下来。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_M;You could see a light in the distance.;你看到远处有灯光。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_M;The end is near.;终点快到了。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_M;The mystery of the [c:bR]Trapper and Trader[c:] occupied your thoughts as you wandered onwards.;你向前游荡，满脑子都在想着那神秘的[c:bR]猎人兼毛皮商[c:]。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_M;A light in the distance caught your eye.;远处的灯光吸引了你的注意。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_M;You sneezed as the thick musk of pelts faded from the air.;随着毛皮的浓郁麝香味从空气中褪去，你不禁打了个喷嚏。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_M;A sense of finality came over you as you moved toward a light in the distance.;你走向远处的灯光，一种终结感涌上心头。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_M;Checking the ground for traps, you carefully stepped forth.;你提防着地上是否有陷阱，小心翼翼地向前走着。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_M;You glimpsed what appeared to be the light of candles in the distance.;你瞥见了远处的灯光，似乎是几盏蜡烛。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_M;[e:Quiet]That wardrobe...;[e:Quiet]那个衣橱……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_M;[e:Quiet]He almost put me in there.;[e:Quiet]他差点把我关在里面。
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_M;[e:Quiet][t:15]The top left drawer...;[e:Quiet][t:15]左上角的抽屉……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_M;But the puzzle was too easy.;但那谜题太容易了。
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_M;[e:Quiet]I can't stop thinking;[e:Quiet]我总是想到
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_M;[e:Quiet]about that wardrobe...;[e:Quiet]那个衣橱……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_M;[e:Quiet]The metal sliders... They're;[e:Quiet]那些金属滑块……它们
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_M;[e:Quiet][t:15]They're a bit like cards.;[e:Quiet][t:15]它们有点像卡牌。
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_M;Aren't they?;对吧？
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_M;[e:Quiet]Wardrobe...;[e:Quiet]衣橱……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_964_M;Sliders...;滑块……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_964_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_189_M;[e:Quiet]Hmm...;[e:Quiet]唔……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_189_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_121_M;[e:Quiet]Are the sliders;[e:Quiet]衣橱上的
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_121_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_618_M;[e:Quiet]on that wardrobe...;[e:Quiet]滑块是不是……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_618_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_783_M;A bit like cards?;有点像卡牌？
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_783_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_543_M;[e:Quiet]But how to win...;[e:Quiet]但要怎么赢呢……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_543_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#4_330_M;[e:Quiet]The wardrobe...;[e:Quiet]衣橱……
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#4_330_F;;
GBC_NPC_WIZARDBLUEGREETING_682_M;[t:1]At last![w:0.3] [c:R][w:1][shake:1]STIM[w:0.3][shake:1]U[w:0.3][shake:1]LA[w:0.3][shake:1]TION![w:0.4][t:0][c:];[t:1]终于！来了[w:0.3][c:R][w:1][shake:1]刺[w:0.3][shake:1]激！[w:0.4][t:0][c:]
GBC_NPC_WIZARDBLUEGREETING_682_F;;
GBC_NPC_WIZARDBLUEGREETING_196_M;[t:1]My test has been sensory deprivation you see.;[t:1]我要经受的考验是感官剥夺，你懂吧。
GBC_NPC_WIZARDBLUEGREETING_196_F;;
GBC_NPC_WIZARDBLUEGREETING_887_M;[t:1]To unlock the full potential of my mind you see.;[t:1]得充分释放思想潜能，你懂吧。
GBC_NPC_WIZARDBLUEGREETING_887_F;;
GBC_NPC_WIZARDBLUEGREETING_190;[t:1]It's unlocked now![w:0.3] Hear me Magnificus?[w:0.3] [c:R][shake:1]I'M [w:0.2][shake:1]READY![c:];[t:1]现在已经全都释放了！[w:0.3]听到了没蔓尼菲科？[w:0.3][c:R][shake:1]我[w:0.2][shake:1]准[w:0.2][shake:1]备[w:0.2][shake:1]好[w:0.2][shake:1]了！[c:]
GBC_NPC_WIZARDBLUEGREETING_369_M;[t:1]We have to battle?[w:0.3] OK!;[t:1]我们要战斗？[w:0.3]没问题！
GBC_NPC_WIZARDBLUEGREETING_369_F;;
GBC_NPC_WIZARDBLUEGREETING_REPEAT_#1_503_M;[t:1][shake:1]I'M [w:0.2][shake:1]READY!;[t:1][shake:1]我[w:0.2][shake:1]准[w:0.2][shake:1]备[w:0.2][shake:1]好[w:0.2][shake:1]了！
GBC_NPC_WIZARDBLUEGREETING_REPEAT_#1_503_F;;
GBC_NPC_WIZARDBLUEDEFEAT_749_M;[t:1]AHAHAHAHA[shake:1][end];[t:1]啊哈哈哈哈！[shake:1][end]
GBC_NPC_WIZARDBLUEDEFEAT_749_F;;
GBC_NPC_WIZARDBLUEDEFEAT_754_M;[t:1]This means we get to play another!;[t:1]也就是说我们可以再来一把！
GBC_NPC_WIZARDBLUEDEFEAT_754_F;;
GBC_NPC_WIZARDBLUEDEFEAT_REPEAT_#1_065_M;[t:1]Again![w:0.3] Again![w:0.3];[t:1]来吧！[w:0.3]来吧！[w:0.3]
GBC_NPC_WIZARDBLUEDEFEAT_REPEAT_#1_065_F;;
GBC_NPC_WIZARDBLUEVICTORY_647_M;[t:1]THAT WAS [w:0.3][shake:1][c:R]INCREDIBLY[c:][w:0.3][shake:1] STIMULATING!;[t:1]这[c:][w:0.3][shake:1]刺激[w:0.3][shake:1][c:R]简直让人难以置信！
GBC_NPC_WIZARDBLUEVICTORY_647_F;;
GBC_NPC_WIZARDBLUEVICTORY_568_M;[t:1]We-[w:0.3] we aren't done here right?;[t:1]我们……[w:0.3]我们还没完吧？
GBC_NPC_WIZARDBLUEVICTORY_568_F;;
GBC_NPC_WIZARDBLUEVICTORY_909_M;[t:1]You wouldn't [w:0.3][shake:1][c:R]LEAVE[c:][w:0.3] would you?;[t:1]你不会[w:0.3][shake:1][c:R]离开[c:][w:0.3]的吧？
GBC_NPC_WIZARDBLUEVICTORY_909_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_052_M;[t:1]Yes, keep talking.;[t:1]很好，继续说。
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_052_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_947_M;[t:1]Anything but being left here alone again.;[t:1]只要别再让我一个人留在这里，什么都好说。
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_947_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#2_267_M;[t:1]Ah yes, idle conversation.;[t:1]是啊，闲聊而已。
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#2_267_F;;
GBC_NPC_WIZARDBLUEOPENDOOR_350_M;[t:1]If I open the door...[w:0.3] you'll stop by on the way back and let me out...;[t:1]如果我给你开门……[w:0.3]你回来的路上就会停下来放我出去……
GBC_NPC_WIZARDBLUEOPENDOOR_350_F;;
GBC_NPC_WIZARDBLUEOPENDOOR_190_M;[t:1][c:R][shake:1]RIGHT?[c:];[t:1][c:R][shake:1]对吧？[c:]
GBC_NPC_WIZARDBLUEOPENDOOR_190_F;;
GBC_NPC_DUMMYNPCGREETING_606_M;The dummy stares lifelessly back at you.;假人毫无生气地回瞪着你。
GBC_NPC_DUMMYNPCGREETING_606_F;;
GBC_NPC_DUMMYNPCGREETING_855_M;Then, suddenly, it springs into motion!;然后，它突然动了起来！
GBC_NPC_DUMMYNPCGREETING_855_F;;
GBC_NPC_DUMMYNPCPOSTBATTLE_586_M;The dummy's hinges creak back into position, and it returns to its lifeless stare.;假人的铰链吱吱嘎嘎地回归原位，恢复了毫无生气的茫然凝视状态。
GBC_NPC_DUMMYNPCPOSTBATTLE_586_F;;
GBC_NPC_MAGNIFICUSGREETING_167_M;Ah,[w:0.4] you are here at last.[w:0.3] How do my pupils fare?;啊，[w:0.4]你终于来了。[w:0.3]我的学生们表现如何？
GBC_NPC_MAGNIFICUSGREETING_167_F;;
GBC_NPC_MAGNIFICUSGREETING_550_M;No matter.[w:0.4] There are [t:20]far[t:0][w:0.3] more concerning issues at hand...;不要紧。[w:0.4]现在手头上还有[t:20]非常[t:0][w:0.3]多问题需要解决……
GBC_NPC_MAGNIFICUSGREETING_550_F;;
GBC_NPC_MAGNIFICUSGREETING_238_M;Do you understand the canvas[w:0.2] that you have been woven into?;你了解[w:0.2]你被编织其中的那张画布吗？
GBC_NPC_MAGNIFICUSGREETING_238_F;;
GBC_NPC_MAGNIFICUSGREETING_708_M;Nay,[w:0.3] you are the brush.[w:0.4] And the artist moves you with a terrifying mastery.;不，[w:0.3]你是那只画笔。[w:0.4]艺术家以惊人的高超技艺挥舞着你。
GBC_NPC_MAGNIFICUSGREETING_708_F;;
GBC_NPC_MAGNIFICUSGREETING_927_M;[shake:1]My eye[w:0.4] aches[w:0.4] with premonition.;[shake:1]我的眼睛[w:0.4]由于预感[w:0.4]而感到疼痛。
GBC_NPC_MAGNIFICUSGREETING_927_F;;
GBC_NPC_MAGNIFICUSGREETING_734_M;[shake:1]The future is very[w:0.3] very[w:0.2] grim.;[shake:1]未来真的[w:0.3]十分[w:0.2]黯淡。
GBC_NPC_MAGNIFICUSGREETING_734_F;;
GBC_NPC_MAGNIFICUSGREETING_979_M;[shake:1]And I see that your ambition is to take my title...[w:0.3] How sad.;[shake:1]看来你妄想夺得我的头衔……[w:0.3]太让人伤心了。
GBC_NPC_MAGNIFICUSGREETING_979_F;;
GBC_NPC_MAGNIFICUSGREETING_709_M;It will never happen you see.[w:0.3] Even [shake:0.7]if[w:0.2] you defeat me.;这是永远不可能发生的。[w:0.3][shake:0.7]就算[w:0.2]你打败我也不可能。
GBC_NPC_MAGNIFICUSGREETING_709_F;;
GBC_NPC_MAGNIFICUSGREETING_610_M;But I am bound by certain rules.;但我也受到某些规则的约束。
GBC_NPC_MAGNIFICUSGREETING_610_F;;
GBC_NPC_MAGNIFICUSGREETING_096_M;First,[w:0.3] we must battle.;首先，[w:0.3]我们必须战斗。
GBC_NPC_MAGNIFICUSGREETING_096_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_072_M;You are still a mere pupil to me.;对我来说你依然只是个学徒而已。
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_072_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_488_M;Perhaps I can teach you something.;或许我可以教你点别的东西。
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_488_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#2_575_M;You wish to try again?;你想再试一次吗？
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#2_575_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#3_084_M;I pray you have learned from your past failures.;我祈祷你能从过去的失败中吸取教训。
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#3_084_F;;
GBC_BATTLE_GRIMORABOSSINTRO_014_M;My minions never truly die you know.;我的喽啰们可永远不会死去。
GBC_BATTLE_GRIMORABOSSINTRO_014_F;;
GBC_BATTLE_GRIMORABOSSINTRO_357_M;[e:Anger]Let's see how you fare!;[e:Anger]那就看看你的表现如何吧！
GBC_BATTLE_GRIMORABOSSINTRO_357_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_602_M;Minions,[w:0.3][e:Anger] prepare for death!;小的们，[w:0.3][e:Anger]准备好迎接死亡吧！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_602_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_506_M;But then...[w:0.3][e:Anger] life again!;然后……[w:0.3][e:Anger]再次迎接新生！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_506_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#2_786_M;Let's see how you fare!;看看你的表现如何吧！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#2_786_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_752_M;Life,[w:0.3] death,[w:0.3] life,[w:0.3] death...;生、[w:0.3]死、[w:0.3]生、[w:0.3]死……
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_752_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_783_M;The cycle continues!;循环不止！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_783_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_965_M;You're [shake:0.75]half[w:0.2][shake:0.75]way[w:0.2] there!;你已经[shake:0.75][w:0.2]成功了[shake:0.75][w:0.2]一半！
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_965_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_282_M;Though[w:0.4][e:Anger] you may not like what comes next...;虽然[w:0.4][e:Anger]你可能会不喜欢接下来发生的事……
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_282_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_868_M;Do you miss them?[w:0.3] Fear not![w:0.3] I'll give them back of course.;想念它们吗？[w:0.3]别怕！[w:0.3]我肯定会还给你的。
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_868_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_280_M;[e:Anger]As corpses!;[e:Anger]以尸体的形式！
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_280_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_841_M;You may have them back...;你可以拿回它们……
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_841_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_016_M;Though they may not be [w:0.2]exactly[w:0.2] the same...;不过它们可不一定[w:0.2]还是[w:0.2]原来的样子……
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_016_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#2_312_M;You may decide how to use the corpses...;你可以决定如何使用这些尸体……
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#2_312_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE1_784_M;Marvelous![w:0.3] An opportunity to use my Quill.;太棒了！[w:0.3]有机会用我的羽毛笔了。
GBC_BATTLE_GRIMORABOSSREANIMATE1_784_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE1_REPEAT_#1_742_M;No matter![w:0.3] Death is never final.;没关系！[w:0.3]死亡永远不是终结。
GBC_BATTLE_GRIMORABOSSREANIMATE1_REPEAT_#1_742_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE1_REPEAT_#2_541_M;Ah![w:0.3] Let me inscribe this one...;啊！[w:0.3]我来铭刻吧……
GBC_BATTLE_GRIMORABOSSREANIMATE1_REPEAT_#2_541_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE2_456_M;This one will be back.;这张牌还会回来的。
GBC_BATTLE_GRIMORABOSSREANIMATE2_456_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE2_REPEAT_#1_952_M;That one will be back in no time.;这张牌很快会回来的。
GBC_BATTLE_GRIMORABOSSREANIMATE2_REPEAT_#1_952_F;;
GBC_BATTLE_GRIMORABOSSREANIMATE2_REPEAT_#2_205_M;Live again!;重生！
GBC_BATTLE_GRIMORABOSSREANIMATE2_REPEAT_#2_205_F;;
TUTORIAL_TUTORIALTRADEPELTSCARDS_816_M;I can trade you any of these... Take your time.;我可以和你交易其中任意一个……慢慢来吧。
TUTORIAL_TUTORIALTRADEPELTSCARDS_816_F;;
PART_1_FINALE_FINALECABINNODE_158_M;Your eyes affixed themselves on the small cabin...;你的双眼紧紧盯着小木屋……
PART_1_FINALE_FINALECABINNODE_158_F;;
PART_1_FINALE_FINALECABINNODE_207_M;...its warm light a beacon in the oppressive darkness of the night.;……那温暖的光，便是压抑的黑夜中一盏明灯。
PART_1_FINALE_FINALECABINNODE_207_F;;
PART_1_FINALE_FINALECABINNODE_660_M;Surely... Surely this cabin marked the end of your travails.;当然……当然了，这个小木屋标志着你的苦难到此就结束了。
PART_1_FINALE_FINALECABINNODE_660_F;;
PART_1_FINALE_FINALECABINNODE_REPEAT_#1_743_M;The warm light of the cabin cut through the thick fog...;小木屋里的暖光划破了浓浓的雾气……
PART_1_FINALE_FINALECABINNODE_REPEAT_#1_743_F;;
PART_1_FINALE_FINALECABINNODE_REPEAT_#1_662_M;Surely your tribulations ended here.;当然，你的苦难到此就结束了。
PART_1_FINALE_FINALECABINNODE_REPEAT_#1_662_F;;
PART_1_FINALE_FINALECABINNODE_REPEAT_#2_290_M;Surely this cabin marked the end of your travails.;当然了，这个小木屋标志着你的苦难到此就结束了。
PART_1_FINALE_FINALECABINNODE_REPEAT_#2_290_F;;
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_199_M;This one needs some bleach.;这张牌需要漂白。
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_199_F;;
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_REPEAT_#1_847_M;Those sigils... so colorless.;那些印记……都没什么颜色。
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_REPEAT_#1_847_F;;
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_REPEAT_#2_626_M;Those sigils... devoid of color.;那些印记……都没有颜色。
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_REPEAT_#2_626_F;;
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_REPEAT_#3_447_M;A touch of bleach...;来点漂白剂……
GBC_BATTLE_MAGNIFICUSBOSSBLEACH_REPEAT_#3_447_F;;
