Column1;Column10;KOR 
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#3_421_F;;
GBC_NPC_LESHYGBCDEFEATED_795_M;How utterly disappointing.[w:0.3] I was hoping for a greater challenge.;이토록 실망스러울수가.[w:0.3] 더 나은 도전을 기대했거늘.
GBC_NPC_LESHYGBCDEFEATED_795_F;;
GBC_NPC_LESHYGBCDEFEATED_114_M;It was all over so quickly.[w:0.3] Oh,[w:0.3] if I could extend the struggle.;참 빨리도 끝났군.[w:0.3] 아아,[w:0.3] 사투를 늘릴 수만 있더라면.
GBC_NPC_LESHYGBCDEFEATED_114_F;;
GBC_NPC_LESHYGBCDEFEATED_374_M;For the kill[w:0.2] is only as satisfying as the struggle that precedes it.;살인은[w:0.2] 그 전의 사투만큼만 만족스러운 법이지.
GBC_NPC_LESHYGBCDEFEATED_374_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_409_M;Hm.[w:0.3] I had hoped for more of a struggle.;흠.[w:0.3] 더 격한 사투를 기대했건만.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_409_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_511_M;You may wish to modify your deck.[w:0.3] Or find some better cards.;덱을 바꿔보는 게 낫겠다.[w:0.3] 더 나은 카드를 찾던지.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_511_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_660_M;Do you roll over this easily for the other Scrybes?;다른 필경자들에게도 이렇게 쉽게 항복했던가?
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_660_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_028_M;Perhaps you would fare better against P03.;P03과의 전투에선 더 잘할지도 모르겠군.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_028_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_054_M;Return to me with a more powerful deck.;더 강력한 덱을 만들어서 돌아와라.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_054_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_132_M;[c:F]You had failed,[w:0.3] bested by[w:0.2] the [c:R]Scrybe of Beasts[c:F].;[c:F]너는 실패했다,[c:R]짐승의 필경자[c:F]에게[w:0.3] 패배했다.[w:0.2]
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_132_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_699_M;You may want to reorganize your deck.[w:0.3] It is not equal to the challenge that my beasts present.;덱을 재정비하는 편이 낫겠다.[w:0.3] 나의 짐승들과 동등하지 못한 전력이다.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_699_F;;
GBC_NPC_P03GBCTEMPLEINTRO_236_M;Challenge me?[w:0.3] Let's see your deck.;내게 도전을?[w:0.3] 어디 덱을 보자.
GBC_NPC_P03GBCTEMPLEINTRO_236_F;;
GBC_NPC_P03GBCTEMPLEINTRO_180_M;[shake:0.8]Weak cards.[w:0.3] Total lack of synergy.[w:0.3] This[w:0.3] pile[w:0.3] really doesn't stand a chance against me.;[shake:0.8]나약한 카드군.[w:0.3] 시너지란 게 없어.[w:0.3] 이 [w:0.3]카드 더미[w:0.3]론 내게 상대가 안 된다.
GBC_NPC_P03GBCTEMPLEINTRO_180_F;;
GBC_NPC_P03GBCTEMPLEINTRO_529_M;Look,[w:0.3] I'm trying to finish up my conduit control list here.[w:0.3] But the[w:0.2][e:Anger][shake:0.8] bots[w:0.3] they're sending down the line are trash.;이봐,[w:0.3] 여기 전선 제어 목록을 마무리하려는데 말야.[w:0.3]저놈들이 내려보내는 [w:0.2][e:Anger][shake:0.8]봇[w:0.3]들은 쓰레기라고.
GBC_NPC_P03GBCTEMPLEINTRO_529_F;;
GBC_NPC_P03GBCTEMPLEINTRO_102_M;Get those workers to send me something[e:Anger][shake:0.8][w:0.3] good.[w:0.3] Tell them to throw themselves on the line if necessary.;저 직원들한테 좀 [e:Anger][shake:0.8][w:0.3]좋은 걸[w:0.3]보내라고 해. [w:0.3]필요하면 지들이 관 타고 내려오라고.
GBC_NPC_P03GBCTEMPLEINTRO_102_F;;
GBC_NPC_P03GBCTEMPLEINTRO_138_M;And,[w:0.3] please,[w:0.3] have a decent deck by the time you're done.;아,[w:0.3] 부탁인데,[w:0.3] 그거 마칠 때까지 좋은 덱 좀 갖추라고.
GBC_NPC_P03GBCTEMPLEINTRO_138_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_651_M;[e:Anger][shake:0.8]Did[w:0.6][shake:0.8] I[w:0.6][shake:0.8] lag?;[e:Anger][shake:0.8]내 말에[w:0.6][shake:0.8]렉이라도[w:0.6][shake:0.8]걸렸나?
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_651_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_300_M;Figure out why they're sending me trash bots to scan.;왜 나한테 쓰레기 봇들을 스캔하게 하는지 알아와.
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_300_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#2_440_M;[e:Anger][shake:0.8]Did I lag?;[e:Anger][shake:0.8]내 말에 렉이라도 걸렸나?
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#2_440_F;;
GBC_NPC_INSPECTORGREETING_900_M;[t:0.5]What is it.[w:0.5] What do you want?;[t:0.5]뭐야.[w:0.5] 원하는 게 뭔데?
GBC_NPC_INSPECTORGREETING_900_F;;
GBC_NPC_INSPECTORGREETING_171_M;[t:0.5]Can't you see that I'm very very very very very very very very very very[shake:1][end];[t:0.5]나 지금 아주 아주 아주 아주 아주 아주 아주[shake:1][end]
GBC_NPC_INSPECTORGREETING_171_F;;
GBC_NPC_INSPECTORGREETING_986_M;[t:0.5]I'm[w:0.3] very busy here.;[t:0.5]아주[w:0.3] 바쁘거든.
GBC_NPC_INSPECTORGREETING_986_F;;
GBC_NPC_INSPECTORGREETING_233_M;[t:0.5]What?[w:0.4] P03 isn't happy with my output?[w:0.5] But[w:0.3] I am merely the inspector.;[t:0.5]뭐라고?[w:0.4] P03이 내 생산품이 별로라셔?[w:0.5] 그치만[w:0.3] 난 고작 검사원인걸.
GBC_NPC_INSPECTORGREETING_233_F;;
GBC_NPC_INSPECTORGREETING_744_M;[t:0.5]To put better bots on the line I would need to...;[t:0.5] 더 나은 봇들을 내놓으려면 필요한 건...
GBC_NPC_INSPECTORGREETING_744_F;;
GBC_NPC_INSPECTORGREETING_802_M;[t:0.5]Just who are you?[w:0.3] To be carrying orders from P03?;[t:0.5]애시당초 넌 누구지? [w:0.3] P03의 명령을 전달하다니?
GBC_NPC_INSPECTORGREETING_802_F;;
GBC_NPC_INSPECTORGREETING_597_M;[t:0.5]P03 would only trust someone with some semblance of card game skill.;[t:0.5]P03께선 카드 게임 실력이랄 게 없는 사람은 믿지 않으시지.
GBC_NPC_INSPECTORGREETING_597_F;;
GBC_NPC_INSPECTORGREETING_383_M;[t:0.5]I am very busy.[w:0.3] But[w:0.4] I must know if you are qualified to give me orders.;[t:0.5]난 아주 바빠. [w:0.3]하지만[w:0.4] 네가 명령을 내릴 자격이 있는진 알아야겠어.
GBC_NPC_INSPECTORGREETING_383_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_663_M;[t:0.5]Your qualifications appear dubious.;[t:0.5] 네 자격이 미심쩍으니까 말야.
GBC_NPC_INSPECTORGREETING_REPEAT_#1_663_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_283_M;[t:0.5]But to disobey an order straight from P03's mic...;[t:0.5] 하지만 P03의 마이크에서 나온 직접 명령을 거부할 수는...
GBC_NPC_INSPECTORGREETING_REPEAT_#1_283_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_660_M;[t:0.5]Very well.[w:0.3] Here we go again.;[t:0.5] 아주 좋아.[w:0.3] 또 시작이군.
GBC_NPC_INSPECTORGREETING_REPEAT_#1_660_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#2_422_M;[t:0.5]I suppose I must know if you are[w:0.2] truly[w:0.2] qualified.;[t:0.5]네가 [w:0.2]정말[w:0.2] 자격이 있는지 알아내야겠네.
GBC_NPC_INSPECTORGREETING_REPEAT_#2_422_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#3_328_M;[t:0.5]This distraction is becoming troublesome...;[t:0.5]정말 신경 거슬리기 시작하는군...
GBC_NPC_INSPECTORGREETING_REPEAT_#3_328_F;;
GBC_NPC_INSPECTORDEFEAT_805_M;[t:0.5]P03 would never trust you with direct orders.[w:0.3] I should have known.;[t:0.5]P03께서 네게 직접 명령을 내리실 리 없지. [w:0.3]진작에 알았어야 했는데.
GBC_NPC_INSPECTORDEFEAT_805_F;;
GBC_NPC_INSPECTORDEFEAT_152_M;[t:0.5]You have wasted my time.;[t:0.5]내 시간만 낭비했잖아.
GBC_NPC_INSPECTORDEFEAT_152_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_232_M;[t:0.5]Again[w:0.3] you have pulled me from my work.;[t:0.5]또[w:0.3] 내 일을 방해하는군.
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_232_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_139_M;[t:0.5]Many bots have now passed uninspected.;[t:0.5]이제 수많은 봇들이 검사 없이 통과해버렸어.
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_139_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_312_M;[t:0.5]I fear P03 will[w:0.3] actually[w:0.3] have something to complain about now.;[t:0.5]P03께서[w:0.3]정말로[w:0.3] 불평할 거리가 생길까 걱정되네.
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_312_F;;
GBC_NPC_INSPECTORVICTORY_039_M;[t:0.5]Oh dear.[w:0.3] Your message from P03 must indeed be genuine.;[t:0.5]세상에.[w:0.3] 네가 말한 P03의 명령이 진짜인 게 틀림없어.
GBC_NPC_INSPECTORVICTORY_039_F;;
GBC_NPC_INSPECTORVICTORY_006_M;[t:0.5]As I mentioned,[w:0.3] I am a mere inspector.[w:0.3] Not an engineer,[w:0.3] not a designer.;[t:0.5]말했듯이,[w:0.3] 난 검사원에 불과해.[w:0.3] 공학자도, [w:0.3]디자이너도 아니지.
GBC_NPC_INSPECTORVICTORY_006_F;;
GBC_NPC_INSPECTORVICTORY_220_M;[t:0.5]I cannot send new bots down the line.[w:0.3] But I...[w:0.3] I can send myself.;[t:0.5]새 봇들을 내려보낼 순 없어.[w:0.3] 하지만... [w:0.3]내가 갈 순 있겠지.
GBC_NPC_INSPECTORVICTORY_220_F;;
GBC_NPC_INSPECTORVICTORY_002_M;[t:0.5]I am proud to have served P03 faithfully.[w:0.3] Well met,[w:0.3] stranger.;[t:0.5]여태껏 P03님께 충성해서 영광이었어.[w:0.3] 반가웠다,[w:0.3] 낯선 이.
GBC_NPC_INSPECTORVICTORY_002_F;;
GBC_NPC_SMELTERGREETING_659_M;[t:0.5][e:Surprise][c:R]LET ME OUT[shake:1][end];[t:0.5][e:Surprise][c:R]나를 보내줘[shake:1][end]
GBC_NPC_SMELTERGREETING_659_F;;
GBC_NPC_SMELTERGREETING_468_M;HA[w:0.2] HA[w:0.3] HAAAA[w:0.2]A[w:0.2]A[w:0.4]a...[w:0.4] What was that?;하[w:0.2]하[w:0.3]하아아[w:0.2]아[w:0.2]아[w:0.4]아... [w:0.4]그거 뭐였지?
GBC_NPC_SMELTERGREETING_468_F;;
GBC_NPC_SMELTERGREETING_537_M;We are-[w:0.3][shake:0.8] I[w:0.3] am The Melter.[w:0.3] They send me raw materials and[w:0.3] I-[w:0.3] well,[w:0.2] you can see how it works.;우리는 -[w:0.3][shake:0.8]나는[w:0.3] 용해자.[w:0.3] 원재료를 받은 다음[w:0.3] 나는-[w:0.3] 뭐냐,[w:0.2] 대충 알겠지.
GBC_NPC_SMELTERGREETING_537_F;;
GBC_NPC_SMELTERGREETING_781_M;Not another[w:0.3] WORD[w:0.3] out of you![w:0.3] We[w:0.3][shake:0.8] must[w:0.2] have a card battle.;너 [w:0.3]찍 소리도[w:0.3] 내지 마![w:0.3] 우린[w:0.3][shake:0.8]카드 전투를[w:0.2] 해야만 해.
GBC_NPC_SMELTERGREETING_781_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#1_304_M;[t:0.5][e:Surprise][c:R]LET ME O-[shake:1][end];[t:0.5][e:Surprise][c:R]나를 보-[shake:1][end]
GBC_NPC_SMELTERGREETING_REPEAT_#1_304_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#1_932_M;Yes,[w:0.3] yes,[w:0.3] again!;그래,[w:0.3] 그래,[w:0.3] 다시!
GBC_NPC_SMELTERGREETING_REPEAT_#1_932_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#2_325_M;Are we almost done?[w:0.3] You'll keep trying?;거의 끝나가나?[w:0.3] 계속 그럴 거야?
GBC_NPC_SMELTERGREETING_REPEAT_#2_325_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#2_084_M;Yes,[w:0.3] very well.;그래,[w:0.3] 아주 좋아.
GBC_NPC_SMELTERGREETING_REPEAT_#2_084_F;;
GBC_NPC_SMELTERDEFEAT_969_M;[t:0.5][e:Surprise][c:R]HELP M[shake:1][end];[t:0.5][e:Surprise][c:R]나를 도[shake:1][end]
GBC_NPC_SMELTERDEFEAT_969_F;;
GBC_NPC_SMELTERDEFEAT_080_M;Oh,[w:0.3] too bad![w:0.3] You lost!;아,[w:0.3] 안 됐네![w:0.3] 네 패배야!
GBC_NPC_SMELTERDEFEAT_080_F;;
GBC_NPC_SMELTERDEFEAT_050_M;[t:0.5][e:Surprise][c:R]PLEASE HELP[shake:1][end];[t:0.5][e:Surprise][c:R]제발 도와줘[shake:1][end]
GBC_NPC_SMELTERDEFEAT_050_F;;
GBC_NPC_SMELTERDEFEAT_112_M;Now please,[w:0.3] leave us-[w:0.2] leave [w:0.2][shake:0.8]me[w:0.3] to my work.;이제 제발,[w:0.3] 우리를-[w:0.2] [w:0.2][shake:0.8]나를[w:0.3] 일하게 내버려 둬.
GBC_NPC_SMELTERDEFEAT_112_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#1_884_M;Too bad,[w:0.3] so sad.[w:0.3] Off with you now.;안 됐고,[w:0.3] 또 딱하군.[w:0.3] 이제 가라고.
GBC_NPC_SMELTERDEFEAT_REPEAT_#1_884_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_068_M;Off with you now.;이제 가라고.
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_068_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_441_M;I have work to attend to.;난 일하러 가야 해.
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_441_F;;
GBC_NPC_SMELTERVICTORY_933_M;[t:0.5][e:Surprise][c:R]HELP ME[shake:1][end];[t:0.5][e:Surprise][c:R]나를 도와줘[shake:1][end]
GBC_NPC_SMELTERVICTORY_933_F;;
GBC_NPC_SMELTERVICTORY_934_M;Excellent battle.[w:0.3] Now,[w:0.2] with that aside,[w:0.3] what did you come to tell me? ;대단한 전투였어.[w:0.3]이제,[w:0.2] 그건 제쳐두고,[w:0.3] 무슨 말하러 온 거지? 
GBC_NPC_SMELTERVICTORY_934_F;;
GBC_NPC_SMELTERVICTORY_619_M;P03 wishes for better bots for his scanner...[w:0.3] That is difficult.[w:0.3] You see...[w:0.3] I melt the metal.[w:0.3] But I cannot reprogram the stamping machine.;P03님께서 스캐너에 더 나은 봇들을 바라신다고...[w:0.3] 어렵네.[w:0.3] 그게...[w:0.3] 난 금속을 녹이지, [w:0.3]타형 기계를 재프로그램하진 않는다고.
GBC_NPC_SMELTERVICTORY_619_F;;
GBC_NPC_SMELTERVICTORY_859_M;[t:0.5][e:Surprise][c:R]NO[shake:1][end];[t:0.5][e:Surprise][c:R]안 돼[shake:1][end]
GBC_NPC_SMELTERVICTORY_859_F;;
GBC_NPC_SMELTERVICTORY_808_M;...[w:0.3]there is a way to send at least[w:0.3][shake:0.8] one[w:0.3] new bot down the line.;...[w:0.3]최소한 새 봇을 [w:0.3][shake:0.8]하나[w:0.3]는 내려보낼 방도가 있어.
GBC_NPC_SMELTERVICTORY_808_F;;
GBC_NPC_SMELTERVICTORY_992_M;[t:0.5][e:Surprise][c:R]NO NO NO NO[shake:1][end];[t:0.5][e:Surprise][c:R]안 돼 안 돼 안 돼[shake:1][end]
GBC_NPC_SMELTERVICTORY_992_F;;
GBC_NPC_SMELTERVICTORY_379_M;[t:0.5]HAHAHAHA![t:1][w:0.5][shake:1] YES![w:0.3] FOR P03!;[t:0.5]하하하하![t:1][w:0.5][shake:1] 그래![w:0.3] P03님을 위하여! 
GBC_NPC_SMELTERVICTORY_379_F;;
GBC_NPC_DREDGERGREETING_650_M;Oy,[w:0.3] mate.[w:0.3] I know what yer 'ere for.;어이,[w:0.3] 마. [w:0.3] 뭐 찾으러 와뿐지 안다.
GBC_NPC_DREDGERGREETING_650_F;;
GBC_NPC_DREDGERGREETING_162_M;Yer askin' me to take a dive.[w:0.3];내보꼬 따이빙하라 이기제.[w:0.3]
GBC_NPC_DREDGERGREETING_162_F;;
GBC_NPC_DREDGERGREETING_993_M;But I can't accommodate ye, mate.[w:0.3];기건 못 들어주긋다, 마.[w:0.3]
GBC_NPC_DREDGERGREETING_993_F;;
GBC_NPC_DREDGERGREETING_481_M;Got special orders,[w:0.3] innit?[w:0.3] Lookin' to dredge somefin' special.;특수 명령 받았제,[w:0.3] 그제? [w:0.3] 턱별한 걸 건져 올리라꼬.
GBC_NPC_DREDGERGREETING_481_F;;
GBC_NPC_DREDGERGREETING_785_M;We can duel.[w:0.3] Aye.[w:0.3] Maybe even give ye somefin' if ye win.;듀얼해뿌자. [w:0.3]이? [w:0.3] 이기믄 머라도 줄텡게.
GBC_NPC_DREDGERGREETING_785_F;;
GBC_NPC_DREDGERGREETING_706_M;But I can't be takin' a dive.[w:0.3] P03 will unnerstan'.;기치만은 따이빙은 안 혀.[w:0.3] P03님도 이해해뿌실겨.
GBC_NPC_DREDGERGREETING_706_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#1_168_M;Oy,[w:0.3] ye wan't a rematch?;어이, [w:0.3] 재대결 하실랑가?
GBC_NPC_DREDGERGREETING_REPEAT_#1_168_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#1_213_M;I unnerstan'.;이해한다 아이가.
GBC_NPC_DREDGERGREETING_REPEAT_#1_213_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#2_016_M;Yer not thinkin' ye can get me to jump?;나 뛰어들게 할 생각은 없는기제?
GBC_NPC_DREDGERGREETING_REPEAT_#2_016_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#2_467_M;Nofin' you say or do can change me mind.;무신 말을 허건 내 맴은 안 바뀌어야.
GBC_NPC_DREDGERGREETING_REPEAT_#2_467_F;;
GBC_NPC_DREDGERDEFEAT_891_M;Right,[w:0.3] right.[w:0.3] Off with ye now.;기래,[w:0.3] 기래.[w:0.3] 이제 가봐야. 
GBC_NPC_DREDGERDEFEAT_891_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#1_522_M;Off with ye now.;이제 가봐야.
GBC_NPC_DREDGERDEFEAT_REPEAT_#1_522_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#2_644_M;Enough of this now,[w:0.3] mate.;적당히 좀 해싸,[w:0.3] 마.
GBC_NPC_DREDGERDEFEAT_REPEAT_#2_644_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_460_M;Lotta distractions,[w:0.3] eh mate?;정신 사나삐네,[w:0.3] 안 기나, 마?
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_460_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_688_M;Nofin' against yer deck but,[w:0.3] might not be up to the task.;니 덱 갖꼬 머라카는 건 아인디,[w:0.3] 그걸론 모잘라.
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_688_F;;
GBC_NPC_DREDGERVICTORY_108_M;'ere.[w:0.3] Take yer pack.;여기. [w:0.3] 여 팩 가지가라.
GBC_NPC_DREDGERVICTORY_108_F;;
GBC_NPC_DREDGERVICTORY_REPEAT_#2_709_M;Still somefin' yer after?[w:0.3] I gave ye yer pack.;아직도 찾는 거 있나?[w:0.3] 팩 줬잖여.
GBC_NPC_DREDGERVICTORY_REPEAT_#2_709_F;;
GBC_NPC_DREDGERVICTORY_REPEAT_#3_843_M;Geroff.;끄지라.
GBC_NPC_DREDGERVICTORY_REPEAT_#3_843_F;;
GBC_NPC_P03GBCGREETING_080_M;The bots haven't gotten much better...[w:0.3] But you battled all of my workers?[w:0.3] And you actually won?;봇들이 나아지질 않았어...[w:0.3] 내 전 직원들하고 싸웠다고? [w:0.3] 이기기까지 했고?
GBC_NPC_P03GBCGREETING_080_F;;
GBC_NPC_P03GBCGREETING_523_M;Gimme that deck again.;그 덱 다시 줘봐.
GBC_NPC_P03GBCGREETING_523_F;;
GBC_NPC_P03GBCGREETING_412_M;Wow...[w:0.3] you beat them with[w:0.4] that?[w:0.3] Alright.;와...[w:0.3] 이걸 가지고 [w:0.4] 이겼다고?[w:0.3] 그래.
GBC_NPC_P03GBCGREETING_412_F;;
GBC_NPC_P03GBCGREETING_478_M;Maybe there are some synergies that I missed.[w:0.3] Let's go then.;내가 놓친 시너지가 있을지도 모르겠네.[w:0.3] 그럼 가자고.
GBC_NPC_P03GBCGREETING_478_F;;
GBC_NPC_P03GBCGREETING_REPEAT_#1_969_M;The old Dredger wouldn't hop on the line?;준설자 녀석이 줄을 타질 않던가? 
GBC_NPC_P03GBCGREETING_REPEAT_#1_969_F;;
GBC_NPC_P03GBCGREETING_REPEAT_#1_169_M;[shake:0.8][e:Quiet]Do not worry. That is acceptable.;[shake:0.8][e:Quiet]걱정은 말라구. 그럴 만도 하니까.
GBC_NPC_P03GBCGREETING_REPEAT_#1_169_F;;
GBC_NPC_P03GBCGREETING_REPEAT_#1_840_M;Another battle?;전투를 또?
GBC_NPC_P03GBCGREETING_REPEAT_#1_840_F;;
GBC_NPC_P03GBCGREETING_REPEAT_#2_257_M;Again?;다시?
GBC_NPC_P03GBCGREETING_REPEAT_#2_257_F;;
GBC_NPC_P03GBCDEFEAT_243_M;You opened the crates around the temple right?;사원 근처에 궤짝들 열었지?
GBC_NPC_P03GBCDEFEAT_243_F;;
GBC_NPC_P03GBCDEFEAT_739_M;You need better cards.;이 정도 카드론 안 돼.
GBC_NPC_P03GBCDEFEAT_739_F;;
GBC_NPC_P03GBCDEFEAT_REPEAT_#1_270_M;A bad deck[w:0.3] with a bad pilot.;시시한 덱에[w:0.3] 시시한 플레이어야.
GBC_NPC_P03GBCDEFEAT_REPEAT_#1_270_F;;
GBC_NPC_P03GBCDEFEAT_REPEAT_#1_655_M;You don't expect to win that way,[w:0.3] do you?;그런 식으로 이기려던 건 아니지,[w:0.3] 그렇지?
GBC_NPC_P03GBCDEFEAT_REPEAT_#1_655_F;;
GBC_NPC_P03GBCDEFEAT_REPEAT_#2_738_M;You made a huge misplay on turn 2 that cost you the game.;네가 두 번째 턴에 둔 수가 크나큰 패착이었어.
GBC_NPC_P03GBCDEFEAT_REPEAT_#2_738_F;;
GBC_NPC_P03GBCDEFEAT_REPEAT_#3_593_M;I think it's your poor resource economy that's killing you.;네 한심한 자원 관리가 게임을 망치는 거야.
GBC_NPC_P03GBCDEFEAT_REPEAT_#3_593_F;;
GBC_NPC_P03GBCDEFEAT_REPEAT_#4_023_M;Just...[w:0.3] get better cards.;그냥...[w:0.3] 더 좋은 카드 가져와.
GBC_NPC_P03GBCDEFEAT_REPEAT_#4_023_F;;
GBC_BATTLE_DREDGERSURRENDER_830_M;Know what,[w:0.3] mate,[w:0.3] can't take me eyes off me work 'ere.;니 모르나,[w:0.3] 마,[w:0.3] 일에서 눈 떼믄 안 된다.
GBC_BATTLE_DREDGERSURRENDER_830_F;;
GBC_BATTLE_DREDGERSURRENDER_939_M;I'll give ye this 'un.;마, 내 이거 주꾸마.
GBC_BATTLE_DREDGERSURRENDER_939_F;;
GBC_NPC_DREDGERVICTORY2_701_M;Now off with ye.[w:0.2] I need'a concentrate.;이제 가봐야.[w:0.2] 나 집중해야칸다.
GBC_NPC_DREDGERVICTORY2_701_F;;
GBC_NPC_DREDGERVICTORY2_982_M;[c:R][shake:1]OY![w:1][c:][w:0.3] is that[w:0.3]...?;[c:R][shake:1]마![w:1][c:][w:0.3] 그기[w:0.3]...?
GBC_NPC_DREDGERVICTORY2_982_F;;
GBC_NPC_DREDGERVICTORY2_192_M;[c:F][t:1]P03's gonna reward me BIG for this 'un.;[c:F][t:1]P03 님께서 겁나 크기 보상해주실기라.
GBC_NPC_DREDGERVICTORY2_192_F;;
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_746_M;Oh.[w:0.4] Scanner's online.[w:0.4] Which card to scan...;아.[w:0.4] 스캐너 작동 중.[w:0.4] 어떤 카드를 스캔할까...
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_746_F;;
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_915_M;[t:1]Just kidding.[w:0.3][t:5] Obviously the one with the best stats.;[t:1]농담이야.[w:0.3][t:5] 당연히 능력치 높은 순으로 해야지.
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_915_F;;
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_REPEAT_#1_741_M;Scanning time.[w:0.4] Show me your biggest creature.;스캔할 시간이다.[w:0.4] 네가 가진 최고의 피조물을 보여줘.
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_REPEAT_#1_741_F;;
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_REPEAT_#2_082_M;Scanner's online.[w:0.3] Let's see...[w:0.3] what has the best stats.;스캐너 작동 중.[w:0.3] 어디 보자...[w:0.3] 능력치 제일 좋은 게 뭐냐.
GBC_BATTLE_P03BOSSPRESCANNERCHOOSE_REPEAT_#2_082_F;;
GBC_BATTLE_P03BOSSSCAN1_088_M;The stat line could be better.;능력치 표가 아주 최고는 아니네.
GBC_BATTLE_P03BOSSSCAN1_088_F;;
GBC_BATTLE_P03BOSSSCAN1_REPEAT_#1_305_M;Looks like this is the one...;이거인 것 같은데...
GBC_BATTLE_P03BOSSSCAN1_REPEAT_#1_305_F;;
GBC_BATTLE_P03BOSSSCAN1_REPEAT_#2_013_M;Not too bad of a stat line I suppose.;능력치 표가 아주 나쁘진 않네.
GBC_BATTLE_P03BOSSSCAN1_REPEAT_#2_013_F;;
GBC_BATTLE_P03BOSSSCAN1_REPEAT_#3_551_M;I hoped you would have played something better...;네가 더 잘 했으면 좋았을 걸...
GBC_BATTLE_P03BOSSSCAN1_REPEAT_#3_551_F;;
GBC_BATTLE_P03BOSSSCAN2_472_M;Your move.;네 차례야.
GBC_BATTLE_P03BOSSSCAN2_472_F;;
GBC_BATTLE_P03BOSSSCAN2_REPEAT_#1_303_M;This could work.;먹힐 것 같은데.
GBC_BATTLE_P03BOSSSCAN2_REPEAT_#1_303_F;;
GBC_BATTLE_P03BOSSSCAN2_REPEAT_#2_238_M;Your go.;네 차례.
GBC_BATTLE_P03BOSSSCAN2_REPEAT_#2_238_F;;
GBC_BATTLE_P03BOSSPRESCANNERNOCHOICE_177_M;[t:1]Oh.[w:0.3] [t:5]You've only given me one choice...;[t:1]아.[w:0.3] [t:5]내게 선택의 여지를 주질 않네...
GBC_BATTLE_P03BOSSPRESCANNERNOCHOICE_177_F;;
