Column1;Column10;CH T 
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#2_212_M;You can draw a new card once per turn. You have already drawn one.;每回合你可以抽一張新卡。你已經抽了一張。
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#2_212_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#3_695_M;Do you understand? Only one.;懂了嗎？只能一張。
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#3_695_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#4_807_M;You have drawn a card this turn.;你在這回合已經抽了一張卡。
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#4_807_F;;
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_794_M;There are no cards of mine that you can cut. Not yet.;我這邊沒卡能讓你剪開。還沒有。
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_794_F;;
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#1_310_M;Hold off. Wait until I have something to cut.;慢點。等到我有東西可以剪開。
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#1_310_F;;
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#2_993_M;You may cut one of my cards with those... when I have any that are cuttable.;當我有任何可以剪的卡片時…你就可以用那玩意剪開一張我的卡片。
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#2_993_F;;
SPECIAL_NODES_TRADERNOPELTS1_836_M;You have none.;你什麼都沒有。
SPECIAL_NODES_TRADERNOPELTS1_836_F;;
SPECIAL_NODES_TRADERNOPELTS1_421_M;Do you understand how disappointing that is?;你明白這有多麼令人失望嗎？
SPECIAL_NODES_TRADERNOPELTS1_421_F;;
SPECIAL_NODES_TRADERNOPELTS1_867_M;I must give you this.;我得給你這個。
SPECIAL_NODES_TRADERNOPELTS1_867_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_075_M;None?;什麼都沒有？
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_075_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_550_M;You have no pelts at all?;你一張皮草都沒有？
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_550_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_018_M;I was under the impression that you were carrying pelts.;我還想說你會帶著皮草過來。
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_018_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_654_M;This...;這…
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_654_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_852_M;This is profoundly disappointing.;這令人非常失望。
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_852_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#3_173_M;You didn't bring any?;你沒有帶任何皮草？
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#3_173_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_956_M;You must not be serious.;你不是認真的吧。
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_956_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_347_M;To come to me empty-handed...;兩手空空來到我這…
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_347_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_752_M;It is unbelievable.;不敢置信。
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_752_F;;
SPECIAL_NODES_TRADERNOPELTS2_544_M;Use that to buy some pelts.;用這個來買些皮草。
SPECIAL_NODES_TRADERNOPELTS2_544_F;;
SPECIAL_NODES_TRADERNOPELTS2_640_M;Do not return empty-handed again.;別再空手而來。
SPECIAL_NODES_TRADERNOPELTS2_640_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_028_M;Give these to m-;把這些給-
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_028_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_M;Give these to [c:bR]The Trapper[c:].;把這些給 [c:bR]捕獸者[c:]。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_M;Bring me pelts.;把皮草帶給我。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_M;Use these on pelts.;把這些花在皮草上。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_M;Do not return until you do.;辦好之前別回來。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_M;This is not in the spirit of charity.;這可不是在做慈善。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_M;Next time you will repay me in pelts.;你下次得用皮草報答我。
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_F;;
GBC_NPC_WIZARDORANGEGREETING_895_M;[c:gray]...just imagine you are an ice cube,[w:0.3] slowly melting on a hot pan...;[c:gray]…想像你是顆冰塊[w:0.3] 在熱鍋裡慢慢融化…
GBC_NPC_WIZARDORANGEGREETING_895_F;;
GBC_NPC_WIZARDORANGEGREETING_754_M;[shake:1]Oh![w:0.4][t:0] I was only talking to myself.[w:0.3] The pain of being a head impaled on a spear is...;[shake:1]喔！[w:0.4][t:0] 我只是在自言自語。[w:0.3] 宛如一顆腦袋被串在槍矛上的痛苦…
GBC_NPC_WIZARDORANGEGREETING_754_F;;
GBC_NPC_WIZARDORANGEGREETING_716_M;Well it is worth it[w:0.3] of course.[w:0.3] Magnificus will award me the highest honor.;當然[w:0.3] 值得。[w:0.3] 麥尼菲庫斯將會賞賜我最高的榮譽。
GBC_NPC_WIZARDORANGEGREETING_716_F;;
GBC_NPC_WIZARDORANGEGREETING_343_M;[t:3]I will be the [shake:0.5]centerpiece of his deck!;[t:3]我將成為 [shake:0.5]他牌組的核心！
GBC_NPC_WIZARDORANGEGREETING_343_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_755_M;[c:gray]...just imagine you are a cloud,[w:0.3] floating above a volcano...;[c:gray]…想像你是一朵雲，[w:0.3] 飄在火山上方…
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_755_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_721_M;[shake:1]Oh![w:0.4][t:0] You want a rematch?;[shake:1]喔！[w:0.4][t:0] 你想要再比一次？
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_721_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#2_507_M;[shake:1]Oh![w:0.4][t:0] Back again?;[shake:1]喔！[w:0.4][t:0] 又回來啦？
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#2_507_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#3_640_M;You will never defeat me.;你無法打敗我的。
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#3_640_F;;
GBC_NPC_WIZARDORANGEOPENDOOR_345_M;Go.;去吧。
GBC_NPC_WIZARDORANGEOPENDOOR_345_F;;
GBC_NPC_WIZARDORANGEDEFEAT_767_M;Magnificus was watching...[w:0.3] right?;麥尼菲庫斯正在觀看…[w:0.3] 對吧？
GBC_NPC_WIZARDORANGEDEFEAT_767_F;;
GBC_NPC_WIZARDORANGEDEFEAT_433_M;Surely I am only to wait a bit longer.;當然、只要我多等一會。
GBC_NPC_WIZARDORANGEDEFEAT_433_F;;
GBC_NPC_WIZARDORANGEDEFEAT_282_M;Back to my mantras...;回到我的冥想…
GBC_NPC_WIZARDORANGEDEFEAT_282_F;;
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_437_M;That must have done it.;那樣就可以了。
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_437_F;;
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_904;Magnificus?[w:0.3] Are we done here?;麥尼菲庫斯？[w:0.3] 我們這裡沒事了吧？
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_M;[c:gray]...you are an ice cube... you are an ice cube...;[c:gray]…妳是顆冰塊…妳是顆冰塊…
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_F;;
GBC_NPC_WIZARDORANGEVICTORY_405_M;Hm.[w:0.3] Perhaps I will not be central to his strategy.;嗯。[w:0.3] 或許我不會是他策略的核心。
GBC_NPC_WIZARDORANGEVICTORY_405_F;;
GBC_NPC_WIZARDORANGEVICTORY_593_M;I care not,[w:0.2] he can use me as a chump blocker.[w:0.3] I have mastered disappointment.;我不在乎了，[w:0.2] 他可以拿我來當棄子。[w:0.3] 我早就習慣失望了。
GBC_NPC_WIZARDORANGEVICTORY_593_F;;
GBC_NPC_WIZARDORANGEVICTORY_311_M;Take this pack.;收下這卡包。
GBC_NPC_WIZARDORANGEVICTORY_311_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_657_M;You considered one of [c:bR]The Angler[c:]'s catches as a meal, but the rank odor deterred you.;你想把 [c:bR]釣客[c:]的漁獲當成餐點，但那臭味令人卻步。
GAME_FLOW_REGIONCOMPLETEANGLER_657_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_331_M;Dinner would have to wait.;晚餐得延後了。
GAME_FLOW_REGIONCOMPLETEANGLER_331_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_M;Moving past the pond, you took a deep breath of fresh air and continued on.;通過池塘後，你深吸一口新鮮空氣然後繼續前進。
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_M;[c:bR]The Angler[c:]'s foul smell slowly faded as you continued on.;隨著你的前進，[c:bR]釣客[c:]的臭味慢慢褪去。
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_M;Shaken, but with a newfound resolve, you moved past the pond where [c:bR]The Angler[c:] now lay.;雖然驚魂未定，但伴隨著新的決心，你通過 [c:bR]釣客[c:] 所在的池塘。
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_M;With the enigmatic [c:bR]Trapper and Trader[c:] now bleeding into the snow, you persisted.;隨著神秘的 [c:bR]捕獸者和商人[c:] 將雪地染紅，你堅定地繼續前進。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_M;You could see a light in the distance.;你可以看見遠方有道光芒。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_M;The end is near.;終點快到了。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_M;The mystery of the [c:bR]Trapper and Trader[c:] occupied your thoughts as you wandered onwards.;在你繼續前進之際，神秘的 [c:bR]捕獸者和商人[c:] 仍盤踞在你的思緒中。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_M;A light in the distance caught your eye.;你注意到遠方有道光芒。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_M;You sneezed as the thick musk of pelts faded from the air.;隨著皮草氣味的褪去，你不禁打了個噴嚏。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_M;A sense of finality came over you as you moved toward a light in the distance.;當你朝向遠方的光芒而行，你感到結局將要到來。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_M;Checking the ground for traps, you carefully stepped forth.;檢查著地面尋找陷阱，你小心地向前邁進。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_M;You glimpsed what appeared to be the light of candles in the distance.;你瞥見的似乎是遠方的燭光。
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_M;[e:Quiet]That wardrobe...;[e:Quiet]那個衣櫃…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_M;[e:Quiet]He almost put me in there.;[e:Quiet]他幾乎把我關了進去。
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_M;[e:Quiet][t:15]The top left drawer...;[e:Quiet][t:15]左上的抽屜…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_M;But the puzzle was too easy.;但是謎題太簡單了。
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_M;[e:Quiet]I can't stop thinking;[e:Quiet]我無法停止想著
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_M;[e:Quiet]about that wardrobe...;[e:Quiet]那衣櫃的事…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_M;[e:Quiet]The metal sliders... They're;[e:Quiet]金屬的滑軌…它們
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_M;[e:Quiet][t:15]They're a bit like cards.;[e:Quiet][t:15]它們有點像卡片。
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_M;Aren't they?;不是嗎？
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_M;[e:Quiet]Wardrobe...;[e:Quiet]衣櫃…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_964_M;Sliders...;滑軌…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_964_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_189_M;[e:Quiet]Hmm...;[e:Quiet]哼嗯…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_189_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_121_M;[e:Quiet]Are the sliders;[e:Quiet]那些滑軌
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_121_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_618_M;[e:Quiet]on that wardrobe...;[e:Quiet]在那衣櫃上…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_618_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_783_M;A bit like cards?;有點像卡片？
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_783_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_543_M;[e:Quiet]But how to win...;[e:Quiet]但要怎麼贏過…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#3_543_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#4_330_M;[e:Quiet]The wardrobe...;[e:Quiet]那衣櫃…
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#4_330_F;;
GBC_NPC_WIZARDBLUEGREETING_682_M;[t:1]At last![w:0.3] [c:R][w:1][shake:1]STIM[w:0.3][shake:1]U[w:0.3][shake:1]LA[w:0.3][shake:1]TION![w:0.4][t:0][c:];[t:1]終於！[w:0.3] [c:R][w:1][shake:1]太[w:0.3][shake:1]刺[w:0.3][shake:1]激[w:0.3][shake:1]啦！[w:0.4][t:0][c:]
GBC_NPC_WIZARDBLUEGREETING_682_F;;
GBC_NPC_WIZARDBLUEGREETING_196_M;[t:1]My test has been sensory deprivation you see.;[t:1]你瞭吧、我的測驗是感官剝奪。
GBC_NPC_WIZARDBLUEGREETING_196_F;;
GBC_NPC_WIZARDBLUEGREETING_887_M;[t:1]To unlock the full potential of my mind you see.;[t:1]你瞭吧、為了解放我心靈的潛力。
GBC_NPC_WIZARDBLUEGREETING_887_F;;
GBC_NPC_WIZARDBLUEGREETING_190;[t:1]It's unlocked now![w:0.3] Hear me Magnificus?[w:0.3] [c:R][shake:1]I'M [w:0.2][shake:1]READY![c:];[t:1]現在解放啦！[w:0.3] 聽見沒、麥尼菲庫斯？[w:0.3] [c:R][shake:1]我 [w:0.2][shake:1]準備好啦！[c:]
GBC_NPC_WIZARDBLUEGREETING_369_M;[t:1]We have to battle?[w:0.3] OK!;[t:1]我們得對戰？[w:0.3] 好啊！
GBC_NPC_WIZARDBLUEGREETING_369_F;;
GBC_NPC_WIZARDBLUEGREETING_REPEAT_#1_503_M;[t:1][shake:1]I'M [w:0.2][shake:1]READY!;[t:1][shake:1]我 [w:0.2][shake:1]準備好啦！
GBC_NPC_WIZARDBLUEGREETING_REPEAT_#1_503_F;;
GBC_NPC_WIZARDBLUEDEFEAT_749_M;[t:1]AHAHAHAHA[shake:1][end];[t:1]啊哈哈哈[shake:1][end]
GBC_NPC_WIZARDBLUEDEFEAT_749_F;;
GBC_NPC_WIZARDBLUEDEFEAT_754_M;[t:1]This means we get to play another!;[t:1]這代表我們得再玩一次！
GBC_NPC_WIZARDBLUEDEFEAT_754_F;;
GBC_NPC_WIZARDBLUEDEFEAT_REPEAT_#1_065_M;[t:1]Again![w:0.3] Again![w:0.3];[t:1]再一次！[w:0.3] 再一次！[w:0.3]
GBC_NPC_WIZARDBLUEDEFEAT_REPEAT_#1_065_F;;
GBC_NPC_WIZARDBLUEVICTORY_647_M;[t:1]THAT WAS [w:0.3][shake:1][c:R]INCREDIBLY[c:][w:0.3][shake:1] STIMULATING!;[t:1]那真是 [w:0.3][shake:1][c:R]難以置信地[c:][w:0.3][shake:1] 刺激啊！
GBC_NPC_WIZARDBLUEVICTORY_647_F;;
GBC_NPC_WIZARDBLUEVICTORY_568_M;[t:1]We-[w:0.3] we aren't done here right?;[t:1]我們-[w:0.3] 我們還沒完沒了對吧？
GBC_NPC_WIZARDBLUEVICTORY_568_F;;
GBC_NPC_WIZARDBLUEVICTORY_909_M;[t:1]You wouldn't [w:0.3][shake:1][c:R]LEAVE[c:][w:0.3] would you?;[t:1]你不會 [w:0.3][shake:1][c:R]離開[c:][w:0.3] 對吧？
GBC_NPC_WIZARDBLUEVICTORY_909_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_052_M;[t:1]Yes, keep talking.;[t:1]對，繼續說話。
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_052_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_947_M;[t:1]Anything but being left here alone again.;[t:1]什麼都好過獨自一人再被留下。
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#1_947_F;;
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#2_267_M;[t:1]Ah yes, idle conversation.;[t:1]啊對，打屁聊天。
GBC_NPC_WIZARDBLUEVICTORY_REPEAT_#2_267_F;;
GBC_NPC_WIZARDBLUEOPENDOOR_350_M;[t:1]If I open the door...[w:0.3] you'll stop by on the way back and let me out...;[t:1]如果我打開門...[w:0.3] 你會在回程時駐足放我出來...
GBC_NPC_WIZARDBLUEOPENDOOR_350_F;;
GBC_NPC_WIZARDBLUEOPENDOOR_190_M;[t:1][c:R][shake:1]RIGHT?[c:];[t:1][c:R][shake:1]對吧？[c:]
GBC_NPC_WIZARDBLUEOPENDOOR_190_F;;
GBC_NPC_DUMMYNPCGREETING_606_M;The dummy stares lifelessly back at you.;人偶無神的眼睛回瞪著你。
GBC_NPC_DUMMYNPCGREETING_606_F;;
GBC_NPC_DUMMYNPCGREETING_855_M;Then, suddenly, it springs into motion!;忽然，它開始動了起來！
GBC_NPC_DUMMYNPCGREETING_855_F;;
GBC_NPC_DUMMYNPCPOSTBATTLE_586_M;The dummy's hinges creak back into position, and it returns to its lifeless stare.;人偶的鉸鍊嘎吱作響，然後又回到無神瞪視的姿態。
GBC_NPC_DUMMYNPCPOSTBATTLE_586_F;;
GBC_NPC_MAGNIFICUSGREETING_167_M;Ah,[w:0.4] you are here at last.[w:0.3] How do my pupils fare?;啊，[w:0.4] 你終於到了。.[w:0.3] 我的弟子表現如何？
GBC_NPC_MAGNIFICUSGREETING_167_F;;
GBC_NPC_MAGNIFICUSGREETING_550_M;No matter.[w:0.4] There are [t:20]far[t:0][w:0.3] more concerning issues at hand...;無論如何。[w:0.4] 目前有 [t:20]更重要[t:0][w:0.3] 的問題…
GBC_NPC_MAGNIFICUSGREETING_550_F;;
GBC_NPC_MAGNIFICUSGREETING_238_M;Do you understand the canvas[w:0.2] that you have been woven into?;你了解自己被織進了[w:0.2] 什麼樣的畫布中嗎？
GBC_NPC_MAGNIFICUSGREETING_238_F;;
GBC_NPC_MAGNIFICUSGREETING_708_M;Nay,[w:0.3] you are the brush.[w:0.4] And the artist moves you with a terrifying mastery.;不對，[w:0.3] 你是筆刷。[w:0.4] 掌握你的藝術家有著可怕的技藝。
GBC_NPC_MAGNIFICUSGREETING_708_F;;
GBC_NPC_MAGNIFICUSGREETING_927_M;[shake:1]My eye[w:0.4] aches[w:0.4] with premonition.;[shake:1]我的眼睛[w:0.4] 因為預感[w:0.4] 而疼痛著。
GBC_NPC_MAGNIFICUSGREETING_927_F;;
GBC_NPC_MAGNIFICUSGREETING_734_M;[shake:1]The future is very[w:0.3] very[w:0.2] grim.;[shake:1]未來是非常[w:0.3] 非常[w:0.2] 嚴峻地。
GBC_NPC_MAGNIFICUSGREETING_734_F;;
GBC_NPC_MAGNIFICUSGREETING_979_M;[shake:1]And I see that your ambition is to take my title...[w:0.3] How sad.;[shake:1]我明白你的野心就是要奪取我的名號…[w:0.3] 真可悲。
GBC_NPC_MAGNIFICUSGREETING_979_F;;
GBC_NPC_MAGNIFICUSGREETING_709_M;It will never happen you see.[w:0.3] Even [shake:0.7]if[w:0.2] you defeat me.;這是不可能的、懂嗎。[w:0.3] 就算 [shake:0.7]你[w:0.2] 真的擊敗了我。
GBC_NPC_MAGNIFICUSGREETING_709_F;;
GBC_NPC_MAGNIFICUSGREETING_610_M;But I am bound by certain rules.;但我也受到某些規則束縛。
GBC_NPC_MAGNIFICUSGREETING_610_F;;
GBC_NPC_MAGNIFICUSGREETING_096_M;First,[w:0.3] we must battle.;首先，[w:0.3] 我們得對戰。
GBC_NPC_MAGNIFICUSGREETING_096_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_072_M;You are still a mere pupil to me.;對我來說，你不過學童程度。
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_072_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_488_M;Perhaps I can teach you something.;或許我可以教你一兩招。
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#1_488_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#2_575_M;You wish to try again?;你想再試看看？
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#2_575_F;;
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#3_084_M;I pray you have learned from your past failures.;我祈禱你能從先前的失敗中學習。
GBC_NPC_MAGNIFICUSGREETING_REPEAT_#3_084_F;;
GBC_BATTLE_GRIMORABOSSINTRO_014_M;My minions never truly die you know.;要知道、我的手下並不會真正死去。
GBC_BATTLE_GRIMORABOSSINTRO_014_F;;
GBC_BATTLE_GRIMORABOSSINTRO_357_M;[e:Anger]Let's see how you fare!;[e:Anger]來看看你的表現如何！
GBC_BATTLE_GRIMORABOSSINTRO_357_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_602_M;Minions,[w:0.3][e:Anger] prepare for death!;手下們，[w:0.3][e:Anger] 準備受死吧！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_602_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_506_M;But then...[w:0.3][e:Anger] life again!;但接著…[w:0.3][e:Anger] 再度復活吧！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#1_506_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#2_786_M;Let's see how you fare!;來看看你的表現如何！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#2_786_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_752_M;Life,[w:0.3] death,[w:0.3] life,[w:0.3] death...;活，[w:0.3] 死，[w:0.3] 活，[w:0.3] 死…
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_752_F;;
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_783_M;The cycle continues!;讓循環持續吧！
GBC_BATTLE_GRIMORABOSSINTRO_REPEAT_#3_783_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_965_M;You're [shake:0.75]half[w:0.2][shake:0.75]way[w:0.2] there!;你 [shake:0.75]通[w:0.2][shake:0.75]過[w:0.2] 一半了！
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_965_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_282_M;Though[w:0.4][e:Anger] you may not like what comes next...;不過[w:0.4][e:Anger] 你恐怕不喜歡接下來的情況。
GBC_BATTLE_GRIMORABOSSBOARDWIPE1_282_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_868_M;Do you miss them?[w:0.3] Fear not![w:0.3] I'll give them back of course.;你想念它們吧？[w:0.3] 別害怕！[w:0.3] 我當然會把它們還給你。
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_868_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_280_M;[e:Anger]As corpses!;[e:Anger]以屍體的姿態！
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_280_F;;
GBC_BATTLE_GRIMORABOSSBOARDWIPE2_REPEAT_#1_841_M;You may have them back...;你可以取回它們…
