Column1;Column10;ITA 
GBC_NPC_P03GBCVICTORY_642_M;[e:Quiet]As if you have a choice...;[e:Quiet]Come se potessi scegliere...
GBC_NPC_P03GBCVICTORY_642_F;;
GBC_NPC_MECHANICBROKENBRIDGE_616_M;Woof.[w:0.3] I was just about to call it quits out here.;Bau.[w:0.3] Stavo giusto per fare bagagli.
GBC_NPC_MECHANICBROKENBRIDGE_616_F;;
GBC_NPC_MECHANICBROKENBRIDGE_139_M;But now that there's a[w:0.3][c:R] Challenger[c:][w:0.2] in our midst[w:0.2] it's back to work for me.;Ma ora che c'è uno[w:0.3][c:R] Sfidante[c:][w:0.2] tra di noi,[w:0.2] si torna al lavoro.
GBC_NPC_MECHANICBROKENBRIDGE_139_F;But now that there's a[w:0.3][c:R] Challenger[c:][w:0.2] in our midst[w:0.2] it's back to work for me.;Ma ora che c'è una[w:0.3][c:R] Sfidante[c:][w:0.2] tra di noi,[w:0.2] si torna al lavoro.
GBC_NPC_MECHANICBROKENBRIDGE_426_M;I should be able to get this bridge fixed in[w:0.2].[w:0.2].[w:0.2].;Dovrei riuscire a mettere a posto questo ponte in[w:0.2].[w:0.2].[w:0.2].
GBC_NPC_MECHANICBROKENBRIDGE_426_F;;
GBC_NPC_MECHANICBROKENBRIDGE_683_M;[t:1]Full disclosure:[w:0.3] it'll take me exactly as long as it takes you to defeat one of those Scrybes.;[t:1]Massima trasparenza:[w:0.3] ci metterò esattamente il tempo che tu ci metterai a sconfiggere uno degli Scribi.
GBC_NPC_MECHANICBROKENBRIDGE_683_F;;
GBC_NPC_MECHANICBROKENBRIDGE_104_M;So,[w:0.3] uh,[w:0.3] come back later!;Perciò,[w:0.3] uhm,[w:0.3] ripassa più tardi!
GBC_NPC_MECHANICBROKENBRIDGE_104_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_867_M;Woof.[w:0.3] It's hard to get back into the swing of things after a long break.;Bau.[w:0.3] È dura riprendere il ritmo dopo una lunga pausa.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_867_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_595_M;Gotta gather that momentum.;Bisogna riacquistare lo slancio.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_595_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_634_M;Look,[w:0.3] you seem like a fine enough Player.[w:0.3] So I'll fill you in a bit.;Senti,[w:0.3] mi sembri un Giocatore abbastanza decente.[w:0.3] Perciò ti metterò un po' al corrente della situazione.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_634_F;Look,[w:0.3] you seem like a fine enough Player.[w:0.3] So I'll fill you in a bit.;Senti,[w:0.3] mi sembri una Giocatrice abbastanza decente.[w:0.3] Perciò ti metterò un po' al corrente della situazione.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_560_M;These Scrybes are crazy out here.[w:0.3] Always at each others' necks.[w:0.3] Desperate struggle for power.[w:0.2] You know?;Quegli Scribi sono pazzi.[w:0.3] Si mettono sempre l'uno contro l'altro.[w:0.3] Una disperata lotta per il potere.[w:0.2] Hai presente?
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_560_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_929_M;Just stay out of it.[w:0.3] You don't want to end up like them.;Stanne fuori.[w:0.3] Non vuoi finire come loro.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_929_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_754_M;Woof.[w:0.3] It's time to get back to work!;Bau.[w:0.3] È ora di tornare al lavoro!
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_754_F;;
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#4_376_M;Woof.;Bau.
GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#4_376_F;;
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_622_M;Please, do not be foolish. There is no film in there.;Per favore, non essere sciocco. Non c'è dentro un rullino.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_622_F;Please, do not be foolish. There is no film in there.;Per favore, non essere sciocca. Non c'è dentro un rullino.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_376_M;I will need that.;Ne avrò bisogno.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_376_F;;
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_794_M;Yes, that is my legendary camera.;Già, quella è la mia leggendaria macchina fotografica.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_794_F;;
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_915_M;And no, it does not function without a loaded film roll.;E no, senza un rullino inserito non funziona.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_915_F;;
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#2_320_M;Give that here. It's useless without the film.;Dammi qua. È inutile senza il rullino.
PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#2_320_F;;
PART_1_SANCTUM_SANCTUMVICTORYINTRO_382_M;Stand right there.;Stai fermo lì.
PART_1_SANCTUM_SANCTUMVICTORYINTRO_382_F;;
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#1_549_M;Stand there.;Stai lì.
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#1_549_F;;
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#2_541_M;Right through here.;Dritto qua dentro.
PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#2_541_F;;
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_731_M;You, Challenger, are a champion. And I wish to commemorate your victory.;Tu, Sfidante, sei un campione. E io voglio commemorare la tua vittoria.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_731_F;You, Challenger, are a champion. And I wish to commemorate your victory.;Tu, Sfidante, sei una campionessa. E io voglio commemorare la tua vittoria.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#1_397_M;You are a champion. And I wish to memorialize you.;Sei un campione. E io voglio commemorarti.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#1_397_F;You are a champion. And I wish to memorialize you.;Sei una campionessa. E io voglio commemorarti.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#2_596_M;I do not wish to forget your victory. And so I would like to prepare a monument to it.;Non voglio dimenticare la tua vittoria. E per questo vorrei erigere un monumento.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#2_596_F;;
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#3_064_M;You are worthy of a memorial. I will endeavor to fulfill this.;Sei degno di un memoriale. Mi impegnerò a realizzarlo.
PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#3_064_F;You are worthy of a memorial. I will endeavor to fulfill this.;Sei degna di un memoriale. Mi impegnerò a realizzarlo.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_870_M;Shhh. Do not despair.;Sst. Non disperare.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_870_F;;
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_405_M;You are a winner.;Sei un vincitore.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_405_F;You are a winner.;Sei una vincitrice.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_377_M;Be still now.;Stai fermo, ora.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_377_F;Be still now.;Stai ferma, ora.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_082_M;You won.;Hai vinto.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_082_F;;
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_975_M;Stay still for me.;Stai fermo, mi raccomando.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_975_F;Stay still for me.;Stai ferma, mi raccomando.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_639_M;You should be very proud of yourself.;Dovresti essere molto fiero di te.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_639_F;You should be very proud of yourself.;Dovresti essere molto fiera di te.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#3_661_M;Do not despair.;Non disperare.
PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#3_661_F;;
PART_1_FINALE_VICTORYFEAST1_220_M;You had won the respect of the strange cabin's inhabitant.;Ti sei guadagnato il rispetto dello strano abitante di una casetta.
PART_1_FINALE_VICTORYFEAST1_220_F;You had won the respect of the strange cabin's inhabitant.;Ti sei guadagnata il rispetto dello strano abitante di una casetta.
PART_1_FINALE_VICTORYFEAST1_437_M;Your body quaked as the adrenaline of the battle subsided...;Il tuo corpo ha tremato mentre l'adrenalina della battaglia diminuiva...
PART_1_FINALE_VICTORYFEAST1_437_F;;
PART_1_FINALE_VICTORYFEAST1_783_M;...leaving you with a gnawing hunger. You had not eaten for days.;...lasciandoti con una fame feroce. Non mangiavi da giorni.
PART_1_FINALE_VICTORYFEAST1_783_F;;
PART_1_FINALE_VICTORYFEAST1_265_M;Is it not so?;Non è così?
PART_1_FINALE_VICTORYFEAST1_265_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_024_M;Having bested the cabin's inhabitant, you were invited to sit.;Avendo sconfitto l'abitante della casetta, sei stato invitato a sederti.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_024_F;Having bested the cabin's inhabitant, you were invited to sit.;Avendo sconfitto l'abitante della casetta, sei stata invitata a sederti.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_427_M;The great [c:bR]Scrybe[c:] regaled you with his stories.;Il grande [c:bR]Scriba[c:] ti ha intrattenuto con le sue storie.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_427_F;The great [c:bR]Scrybe[c:] regaled you with his stories.;Il grande [c:bR]Scriba[c:] ti ha intrattenuta con le sue storie.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_684_M;He told you of a world long passed. And of how he had conquered it.;Ti ha parlato di un mondo ormai scomparso nel lontano passato. E di come lo avesse conquistato.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_684_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_705_M;Of how... pure his true intentions were.;Di come... fossero pure le sue intenzioni.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_705_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_006_M;How... he only wished...;Di come... desiderasse solo...
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_006_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_390_M;Enough.;Basta.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_390_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_716_M;Eat.;Mangia.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_716_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_176_M;After the great battle, your troupe of creatures was disbanded.;Dopo la grande battaglia, la tua compagnia di creature si è sciolta.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_176_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_181_M;You had no further need for them.;Non ne avevi più bisogno.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_181_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_364_M;You were now in the company of a friend.;Ora ti trovavi in compagnia di un amico.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_364_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_438_M;I did this all for you, you know.;Ho fatto tutto questo per te, sai?
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_438_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_231_M;To breathe, to slumber... to eat. This is not life.;Respirare, dormire... mangiare. Questa non è vita.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_231_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_430_M;Life is the thrill of the kill and the woe of the vanquished.;La vita è il brivido dell'uccisione e il dolore dei vinti.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_430_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_168_M;You have now lived. Truly.;Ora tu hai vissuto. Genuinamente.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_168_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_203_M;So now you may eat.;Perciò, adesso puoi mangiare.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_203_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_532_M;Another challenger had bested [c:bR]Leshy, Great Scrybe of Beasts[c:].;Un altro sfidante ha sconfitto [c:bR]Leshy, grande Scriba delle Bestie[c:].
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_532_F;Another challenger had bested [c:bR]Leshy, Great Scrybe of Beasts[c:].;Un'altra sfidante ha sconfitto [c:bR]Leshy, grande Scriba delle Bestie[c:].
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_506_M;And I fear our time may be drawing to a close.;E temo che il nostro tempo insieme stia per concludersi.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_506_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_109_M;It seems nothing I do can prolong my reign here...;Sembra che nulla di ciò che faccio possa prolungare il mio regno qui...
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_109_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_024_M;Since [c:bR]you[c:] got involved.;Da quando [c:bR]tu[c:] sei stato coinvolto.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_024_F;Since [c:bR]you[c:] got involved.;Da quando [c:bR]tu[c:] sei stata coinvolta.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_597_M;Oh, you will see in time.;Oh, col tempo capirai.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_597_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_814_M;That you should have simply let things be.;Che avresti dovuto semplicemente lasciare tutto così com'era.
PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_814_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_403_M;Here we are once again...;Eccoci di nuovo qui...
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_403_F;;
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_741_M;How many more do you have in you?;Quante forze hai ancora in te?
PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_741_F;;
PART_1_FINALE_VICTORYFEAST2_471_M;I do not celebrate often and I seldom give gifts.;Non festeggio spesso, e raramente concedo doni.
PART_1_FINALE_VICTORYFEAST2_471_F;;
PART_1_FINALE_VICTORYFEAST2_232_M;But you, Challenger, you are worthy.;Ma tu, Sfidante, tu sei degno.
PART_1_FINALE_VICTORYFEAST2_232_F;But you, Challenger, you are worthy.;Ma tu, Sfidante, tu sei degna.
PART_1_FINALE_VICTORYFEAST2_774_M;Please, do not be polite. Dig in.;Ti prego, non trattenerti. Dacci dentro.
PART_1_FINALE_VICTORYFEAST2_774_F;;
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_742_M;Surely this food will please you.;Di certo questo cibo ti soddisferà.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_742_F;;
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_255_M;I took extra care in preparing it.;Ci ho messo una cura particolare nel prepararlo.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_255_F;;
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_231_M;Are you pleased?;Sei soddisfatto?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_231_F;Are you pleased?;Sei soddisfatta?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_464_M;Eat it.;Mangialo.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_464_F;;
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_235_M;Is there something wrong with it?;Ha qualcosa che non va?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_235_F;;
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_480_M;Enlighten me. What would make it better?;Illuminami. Cosa lo renderebbe migliore?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_480_F;;
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_695_M;Is it not what you are used to?;Non è qualcosa a cui sei abituato?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_695_F;Is it not what you are used to?;Non è qualcosa a cui sei abituata?
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_345_M;Around here this is considered a delicacy.;Da queste parti è considerato una prelibatezza.
PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_345_F;;
PART_1_FINALE_VICTORYFEAST3_059_M;Is there something wrong?;C'è qualcosa che non va?
PART_1_FINALE_VICTORYFEAST3_059_F;;
PART_1_FINALE_VICTORYFEAST3_821_M;Your prize awaits.;Il tuo premio attende.
PART_1_FINALE_VICTORYFEAST3_821_F;;
PART_1_FINALE_VICTORYFEAST3_986_M;Come with me.;Vieni con me.
PART_1_FINALE_VICTORYFEAST3_986_F;;
PART_1_FINALE_VICTORYFEAST3_REPEAT_#1_550_M;Really? This does not meet your standards?;Davvero? Non soddisfa le tue aspettative?
PART_1_FINALE_VICTORYFEAST3_REPEAT_#1_550_F;;
PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_243_M;If you do not appreciate it, we can move on.;Se non lo gradisci, possiamo pensare ad altro.
PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_243_F;;
PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_448_M;I will not dwell on a rejected gift.;Non rimuginerò su un dono rifiutato.
PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_448_F;;
PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_347_M;I have come to expect nothing from your kind.;Non mi aspetto nulla di più dalla tua specie.
PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_347_F;;
PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_992_M;If you do not want it, then come with me.;Se non lo vuoi, allora vieni con me.
PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_992_F;;
PART_1_FINALE_VICTORYFEAST3_REPEAT_#4_234_M;You've done me a great disrespect.;Mi hai mancato enormemente di rispetto.
PART_1_FINALE_VICTORYFEAST3_REPEAT_#4_234_F;;
PART_3_GAME_FLOW_PART3INTRO1_970_M;You done gawking?;Hai finito di startene lì, come inebetito?
PART_3_GAME_FLOW_PART3INTRO1_970_F;You done gawking?;Hai finito di startene lì, come inebetita?
PART_3_GAME_FLOW_PART3INTRO1_733_M;We can start?;Possiamo cominciare?
PART_3_GAME_FLOW_PART3INTRO1_733_F;;
PART_3_GAME_FLOW_PART3INTRO1_395_M;Good.;Bene.
PART_3_GAME_FLOW_PART3INTRO1_395_F;;
PART_3_MAP_P03TRADER_859_M;Found any CYBER pelts around here?;Hai trovato qualche pelle CIBERNETICA da queste parti?
PART_3_MAP_P03TRADER_859_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_158_M;You made it to the first waypoint.;Hai raggiunto la prima tappa.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_158_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_989_M;Cool.;Fico.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_989_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_720_M;Your items are recharged.;I tuoi oggetti sono ricaricati.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_720_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_768_M;Bots that you've destroyed in the area will stay that way.;I bot distrutti nell'area resteranno tali.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_768_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_524_M;If and when you do perish... You'll be brought back here.;Se e quando perirai... Verrai riportato qui.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_524_F;If and when you do perish... You'll be brought back here.;Se e quando perirai... Verrai riportata qui.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_095_M;It's an elegant system.;È un sistema elegante.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_095_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_843_M;Items 100% charged.;Oggetti carichi al 100%.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_843_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_108_M;Bot spawners 100% offline.;Generatori di bot offline al 100%.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_108_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_013_M;Your items are recharged.;I tuoi oggetti sono ricaricati.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_013_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_826_M;And those bots back there are permanently offline.;E quei robot più indietro sono offline in modo permanente.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_826_F;;
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#3_462_M;Any items are back online. Bots spawners offline.;Tutti gli oggetti sono di nuovo online. Generatori di bot offline.
PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#3_462_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_509_M;Now. Do recommend an exemplary file to me.;Bene. Ora consigliami un file ideale.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_509_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_279_M;And do take into account its [c:bR]size.[c:];E tieni conto delle sue [c:bR]dimensioni[c:].
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_279_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_838_M;Its [c:bR]magnitude[c:]... its- its [c:bR]bulk[c:].;La sua [c:bR]grandezza[c:]... i-il suo [c:bR]volume[c:].
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_838_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#1_206_M;Again, do choose a file.;Forza, scegli un file.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#1_206_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#1_613_M;Its filesize will be paramount.;La dimensione sarà essenziale.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#1_613_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#2_443_M;Now, go along and select a file.;Ora, procedi a selezionare un file.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#2_443_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#2_060_M;Recall that its... [c:bR]vastness[c:]... is your object.;Ricorda che la sua... [c:bR]vastità[c:]... è il tuo fine.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#2_060_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_841_M;Choose a file, dear.;Scegli un file, caro.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_841_F;Choose a file, dear.;Scegli un file, cara.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_358_M;I will judge it based on its- its [c:bR]girth[c:].;Lo giudicherò in base alla s-sua [c:bR]corpulenza[c:].
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_358_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_654_M;This?;Questo?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_654_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_453_M;Do enlighten me, what was [c:bR]this[c:] doing on your Hard Disk?;Illuminami, cosa ci faceva [c:bR]questo[c:] nel tuo Hard Disk?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_453_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_957_M;Think not of it. Let us continue.;Non ci pensare. Continuiamo.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_957_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_392_M;Hmm?;Mmh?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_392_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_751_M;What's this?;Cos'è questo?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_751_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_288_M;Let us not dwell on it.;Non soffermiamoci.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_288_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_661_M;A strange visage to be certain.;Certo che ha proprio un aspetto curioso.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_661_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_320_M;Let us move on past it.;Ma passiamo oltre.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_320_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#3_268_M;An odd visage... to be certain.;Un volto insolito... che bizzarro.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#3_268_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_654_M;So you've chosen to subject me to this racket?;Perciò hai scelto di sottopormi a questo trambusto?
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_654_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_059_M;[c:bB]Enough.[c:];[c:bB]Basta[c:].
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_059_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#1_485_M;Could you not have chosen... a more agreeable sound?;Non avresti potuto scegliere... un suono più gradevole?
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#1_485_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#2_695_M;This one... is not pleasant.;Questo... non è piacevole.
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#2_695_F;;
