Column1;Column10;SP 
PART_1_RUN_START_NEWRUNDEFAULT_623_F;;
PART_1_RUN_START_NEWRUNDEFAULT_144_M;Why do I bother trying to teach you.;No sé por qué me molesto en intentar enseñarte.
PART_1_RUN_START_NEWRUNDEFAULT_144_F;;
PART_1_RUN_START_NEWRUNDEFAULT_001_M;You... you will learn as we go.;Ya... aprenderás sobre la marcha.
PART_1_RUN_START_NEWRUNDEFAULT_001_F;;
PART_1_RUN_START_NEWRUNDEFAULT_334_M;Or you will die.;O morirás.
PART_1_RUN_START_NEWRUNDEFAULT_334_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_985_M;Another challenger approaches.;Se acerca otro contendiente.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_985_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_954_M;You will prove your worth in short order.;En breve demostrarás tu valía.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_954_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_161_M;Sometimes I wish I hadn't done away with Grimora...;A veces desearía no haberme deshecho de Grimora...
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_161_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_119_M;She, at least, was a worthy opponent.;Al menos era una digna rival.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_119_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_749_M;Ah, welcome.;Ah, bienvenido.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_749_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_350_M;I will not be explaining the rules this time.;Esta vez no voy a explicar las reglas.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_350_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_672_M;If you do not intuit them, you will be slain.;Si no las intuyes, morirás.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_672_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_027_M;This is your dilemma.;Ese es tu dilema.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_027_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#4_008_M;Stop shaking.;Deja de temblar.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#4_008_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_542_M;Your starting deck...;Tu mazo inicial...
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_542_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_299_M;Here is your deck.;Aquí tienes tu mazo.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_299_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_712_M;Study it.;Estúdialo.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_712_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#2_164_M;Your pitiful deck.;Tu patético mazo.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#2_164_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_521_M;I've dealt you your deck.;Te he dado tu mazo.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_521_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_060_M;Now we may begin.;Ya podemos empezar.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_060_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#4_496_M;Your deck...;Tu mazo...
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#4_496_F;;
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_071_M;It seems the lowly [c:bR]Stinkbug[c:] has made its way in.;Parece que la humilde [c:bR]chinche apestosa[c:] ha conseguido entrar.
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_071_F;;
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_957_M;But it is dealt. So it stands.;Pero está hecho. Así se queda.
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_957_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_724_M;That foul [c:bR]Stunted Wolf[c:]?;¿Ese asqueroso [c:bR]lobo atrofiado[c:]?
PART_1_RUN_START_NEWRUNDEALTWOLF_724_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_247_M;You really want such a creature in your deck?;¿En serio quieres a una criatura como esa en tu mazo?
PART_1_RUN_START_NEWRUNDEALTWOLF_247_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_377_M;The sight of it does try my temper...;Solo verlo ya me pone de los nervios...
PART_1_RUN_START_NEWRUNDEALTWOLF_377_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_910_M;But it has been dealt.;Pero está hecho.
PART_1_RUN_START_NEWRUNDEALTWOLF_910_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_118_M;So it stands.;Así se queda.
PART_1_RUN_START_NEWRUNDEALTWOLF_118_F;;
TUTORIAL_TUTORIALBUYPELTSCURRENCY_778_M;The trapper dealt in [c:bR]teeth[c:]. The type collected from battle.;El trampero comerciaba con [c:bR]dientes[c:]. De los que se recogen en la batalla.
TUTORIAL_TUTORIALBUYPELTSCURRENCY_778_F;;
TUTORIAL_TUTORIALBUYPELTSCURRENCY_222_M;They are gained by dealing damage greater than what is needed to win a match.;Se obtienen al infligir más daño del necesario para ganar una partida.
TUTORIAL_TUTORIALBUYPELTSCURRENCY_222_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_357_M;You want that [c:bR]Caged Wolf[c:] in your deck?;¿Quieres ese [c:bR]Lobo enjaulado[c:] en tu mazo?
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_357_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_746_M;Suit yourself.;Tú sabrás.
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_746_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_203_M;What good do you think that [c:bR]Caged Wolf[c:] will do you?;¿De qué crees que te servirá ese [c:bR]Lobo enjaulado[c:]?
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_203_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_163_M;It's a terrible card.;Es una carta malísima.
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_163_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_564_M;Your menagerie included a... [c:bR]Wolf in a Cage[c:]...;Tu colección de animales incluía un... [c:bR]lobo en una jaula[c:]...
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_564_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_928_M;Apparently.;Según parece.
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_928_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_504_M;You are lacking sacrifices. Your [c:bR][v:0][c:] can't be sacrificed.;Te faltan sacrificios. No puedes sacrificar [c:bR][v:0][c:].
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_504_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#1_363_M;You can't draw blood from a [c:bR][v:0][c:]. You'll need something else.;No se puede extraer sangre de [c:bR][v:0][c:]. Necesitarás otra cosa.
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#1_363_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#2_319_M;You can't sacrifice a [c:bR][v:0][c:]. So you're short.;No puedes sacrificar [c:bR][v:0][c:]. Así que te quedas corto.
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#2_319_F;You can't sacrifice a [c:bR][v:0][c:]. So you're short.;No puedes sacrificar [c:bR][v:0][c:]. Así que te quedas corta.
SPECIAL_NODES_DUPLICATEMERGEINTRO_903_M;You found yourself among a grove of thick and pungent mushrooms.;Te encontraste en mitad de un bosquecillo de gruesas setas de olor penetrante.
SPECIAL_NODES_DUPLICATEMERGEINTRO_903_F;;
SPECIAL_NODES_DUPLICATEMERGEINTRO_830_M;You squinted to see a figure through a thick cloud of spores.;Entrecerraste los ojos para ver una figura a través de una espesa nube de esporas.
SPECIAL_NODES_DUPLICATEMERGEINTRO_830_F;;
SPECIAL_NODES_DOCTORINTRO_700;We are [c:bR]The Mycologists[c:], yes?;Somos [c:bR]los micólogos[c:], ¿sí?
SPECIAL_NODES_DOCTORINTRO_145;[size:3]Yes.[size:];[size:3]Sí.[size:]
SPECIAL_NODES_DOCTORINTRO_590;A-and we are performing our experiments far from- from-;Y-y llevamos a cabo nuestros experimentos lejos de... de...
SPECIAL_NODES_DOCTORINTRO_717;[size:3]We are not welcome elsewhere.[size:];[size:3]No somos bienvenidos en ningún otro lugar.[size:]
SPECIAL_NODES_DOCTORINTRO_414_M;We will experiment on your flock, yes?;Experimentaremos con tu rebaño, ¿sí?
SPECIAL_NODES_DOCTORINTRO_414_F;;
SPECIAL_NODES_DOCTORINTRO_940_M;We- we will need [c:bR]2 of the same[c:] creatures?;Ne-necesitaremos [c:bR]2 ejemplares de la misma[c:] criatura.
SPECIAL_NODES_DOCTORINTRO_940_F;;
SPECIAL_NODES_DOCTORINTRO_073_M;[size:3]One for each of us.[size:];[size:3]Una para cada uno.[size:]
SPECIAL_NODES_DOCTORINTRO_073_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_391_M;D- did you bring us... [c:bR]2 of the same[c:]?;¿N-nos has traído... [c:bR]2 iguales[c:]?
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_391_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_699_M;[size:3]We would like to experiment.[size:];[size:3]Queremos experimentar.[size:]
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_699_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#2_654_M;We need... duplicates?;Necesitamos... ¿duplicados?
SPECIAL_NODES_DOCTORINTRO_REPEAT_#2_654_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_301_M;D- do you have v- v-;¿T-tienes v-v...?
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_301_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_467;[size:3]They are not victims.[size:];[size:3]No son víctimas.[size:]
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_407_M;Which fish? Hard choose.;¿Qué pescado? Difícil elección.
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_407_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#1_346_M;Hm. Stale fish. Hard choose.;Mmm. Pescado pasado. Difícil elección.
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#1_346_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#2_800_M;All stale. Hard choose.;Todo pasado. Difícil elección.
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#2_800_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_837_M;Fresher fish. Easy choose.;Pescado más fresco. Fácil elección.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_837_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#1_083_M;New fish. Easy choose.;Pescado nuevo. Fácil elección.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#1_083_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#2_179_M;Take new fish. Easy.;Toma pescado nuevo. Fácil.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#2_179_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#3_237_M;Mm. Fresh. Choose.;Mmm. Fresco. Elige.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#3_237_F;;
BOSS_DIALOGUE_TEACHFISHHOOKPULL_057_M;Mine now. Go fish.;Ahora es mío. Vete a pescar.
BOSS_DIALOGUE_TEACHFISHHOOKPULL_057_F;;
BOSS_DIALOGUE_TEACHFISHHOOKPULL_REPEAT_#1_314_M;Take fish. Go fish.;Toma pescado. Vete a pescar.
BOSS_DIALOGUE_TEACHFISHHOOKPULL_REPEAT_#1_314_F;;
GBC_NPC_GHOULROYALGAINPIECE_577_M;An' because ye bested me...[w:0.4] with ye,[w:0.3] I'll share me secret.;Y como me has vencido...,[w:0.4] compartiré[w:0.3] mi secreto contigo.
GBC_NPC_GHOULROYALGAINPIECE_577_F;;
GBC_NPC_GHOULROYALGAINPIECE_772_M;Me name's Royal.[w:0.3] I's the far right tomb.[w:0.3] Here's the head piece.;Me llamo Royal.[w:0.3] Mi tumba es la que está más a la derecha.[w:0.3] Esta es la cabeza.
GBC_NPC_GHOULROYALGAINPIECE_772_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_700_M;Like I said: Me name's Royal.[w:0.3] I's the far right tomb.;Como he dicho: me llamo Royal.[w:0.3] Mi tumba es la que está más a la derecha.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_700_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_170_M;Yar,[w:0.3] life didn't give me lemons...[w:0.3] So I died.;Ah,[w:0.3] la vida no me dio limones...[w:0.3] Así que morí.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_170_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_954_M;I were once the finest pirate on th' seas.;En tiempos fui el mejor pirata de los mares.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_954_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_327_M;Lookit me now...[w:0.3] Buried under the far right tomb...;Mírame ahora...[w:0.3] Enterrado en la tumba más a la derecha...
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_327_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_174_M;They say when life gives ye lemons...[w:0.3] Ye make somethin' of it.;Dicen que cuando la vida te da limones...[w:0.3] Se hace algo con ellos.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_174_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_481_M;Life were not so kind to give me lemons...[w:0.3] It left me buried under the tomb on the right.;La vida no tuvo la amabilidad de darme limones...[w:0.3] Me dejó enterrado en la tumba más a la derecha.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_481_F;;
GBC_NPC_GHOULBRIARGREETING_361_M;B[w:0.2][shake:1]rrrr![w:0.4] Did someone leave the AC on?;¡B[w:0.2][shake:1]rrrr![w:0.4] ¿Alguien se ha dejado encendido el aire acondicionado?
GBC_NPC_GHOULBRIARGREETING_361_F;;
GBC_NPC_GHOULBRIARGREETING_341_M;Oh, [w:0.1][t:0.5]come[w:0.25] on,[w:0.15][t:0] dude![w:0.3] It's[w:0.2][t:1] freezing[w:0.2][t:0] in here!;¡Oh, [w:0.1][t:0.5]venga[w:0.25] ya,[w:0.15][t:0] tío![w:0.3] ¡Me[w:0.2][t:1] estoy[w:0.2][t:0] congelando!
GBC_NPC_GHOULBRIARGREETING_341_F;Oh, [w:0.1][t:0.5]come[w:0.25] on,[w:0.15][t:0] dude![w:0.3] It's[w:0.2][t:1] freezing[w:0.2][t:0] in here!;¡Oh, [w:0.1][t:0.5]venga[w:0.25] ya,[w:0.15][t:0] tía![w:0.3] ¡Me[w:0.2][t:1] estoy[w:0.2][t:0] congelando!
GBC_NPC_GHOULBRIARGREETING_486_M;Maybe a[w:0.2] heated battle[w:0.2] will help. ;Tal vez una[w:0.2] batalla acalorada[w:0.2] me ayude. 
GBC_NPC_GHOULBRIARGREETING_486_F;;
GBC_NPC_GHOULBRIARGREETING_REPEAT_#1_473_M;B[w:0.2][shake:1]rrrr!;¡B[w:0.2][shake:1]rrrr!
GBC_NPC_GHOULBRIARGREETING_REPEAT_#1_473_F;;
GBC_NPC_GHOULBRIARGAINPIECE_322_M;You did beat me.[w:0.3] So I guess I've gotta fess up.;Me has vencido.[w:0.3] Supongo que tengo que confesar.
GBC_NPC_GHOULBRIARGAINPIECE_322_F;;
GBC_NPC_GHOULBRIARGAINPIECE_616_M;The name's K- [w:0.2][shake:1]Kaycee.[w:0.4] Kaycee Hobbes.;Me llamo K- [w:0.2][shake:1]Kaycee.[w:0.4] Kaycee Hobbes.
GBC_NPC_GHOULBRIARGAINPIECE_616_F;;
GBC_NPC_GHOULBRIARGAINPIECE_921_M;I'm from the tombstone on the left.;Soy la de la lápida de la izquierda.
GBC_NPC_GHOULBRIARGAINPIECE_921_F;;
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_208_M;K- [w:0.2][shake:1]Kaycee.[w:0.4] Kaycee Hobbes is the name.;K- [w:0.2][shake:1]Kaycee.[w:0.4] Kaycee Hobbes, así me llamo.
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_208_F;;
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_230_M;Tombstone on the left.;La lápida de la izquierda.
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_230_F;;
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#3_375_M;Is there a draft in here?[w:0.3] It's freezing!;¿Hay corriente?[w:0.3] ¡Estoy helada!
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#3_375_F;;
GBC_NPC_GHOULBRIARVICTORY_690_M;You won,[w:0.3] but now I'm a bit less cold.;Has ganado,[w:0.3] pero ahora tengo menos frío.
GBC_NPC_GHOULBRIARVICTORY_690_F;;
GBC_NPC_GHOULBRIARVICTORY_978_M;Take a pack.[w:0.3] On the house.;Toma un paquete.[w:0.3] Invita la casa.
GBC_NPC_GHOULBRIARVICTORY_978_F;;
GBC_NPC_GHOULBRIARDEFEAT_363_M;B[w:0.2][shake:1]rrrr![w:0.4] Nope.[w:0.3] I'm still cold.;¡B[w:0.2][shake:1]rrrr![w:0.4] No.[w:0.3] Sigo teniendo frío.
GBC_NPC_GHOULBRIARDEFEAT_363_F;;
GBC_NPC_GHOULBRIARDEFEAT_REPEAT_#1_706_M;B[w:0.2][shake:1]rrrr![w:0.4] Come on.[w:0.3] Try a bit harder!;¡B[w:0.2][shake:1]rrrr![w:0.4] Venga ya.[w:0.3] ¡Esfuérzate un poco más!
GBC_NPC_GHOULBRIARDEFEAT_REPEAT_#1_706_F;;
GBC_NPC_GHOULSAWYERGREETING_394_M;[t:2]Oh no.[w:0.5] Oh no.[w:0.5][t:0] Do not look upon me.;[t:2]Oh, no.[w:0.5] Oh, no.[w:0.5][t:0] A mí no me mires.
GBC_NPC_GHOULSAWYERGREETING_394_F;;
GBC_NPC_GHOULSAWYERGREETING_030_M;Do not snarl or sniff.[w:0.3] I beg you.;No gruñas ni olisquees.[w:0.3] Te lo suplico.
GBC_NPC_GHOULSAWYERGREETING_030_F;;
GBC_NPC_GHOULSAWYERGREETING_180_M;If you wish to battle,[w:0.3] please,[w:0.3] let us get it over with!;Si quieres una batalla,[w:0.3] por favor,[w:0.3] ¡acabemos cuanto antes!
GBC_NPC_GHOULSAWYERGREETING_180_F;;
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_659_M;[t:2]Oh no.[w:0.5] You are back.;[t:2]Oh, no.[w:0.5] Has vuelto.
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_659_F;;
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_158_M;Please.[w:0.3] Let this be swift.;Por favor.[w:0.3] Que sea rápido.
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_158_F;;
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#2_951_M;[t:2]Oh no.[w:0.5] You are back...[w:0.5] again.;[t:2]Oh, no.[w:0.5] Has vuelto...[w:0.5] otra vez.
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#2_951_F;;
GBC_NPC_GHOULSAWYERGAINPIECE_782_M;I am called Sawyer.[w:0.3] The middle stone marks my grave.;Me llamo Sawyer.[w:0.3] La lápida del centro señala mi tumba.
GBC_NPC_GHOULSAWYERGAINPIECE_782_F;;
GBC_NPC_GHOULSAWYERGAINPIECE_656_M;Please,[w:0.3] do not go digging up my bones!;¡Por favor,[w:0.3] no desentierres mis huesos!
GBC_NPC_GHOULSAWYERGAINPIECE_656_F;;
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#1_748_M;Do not sniff or snarl!;¡No gruñas ni olisquees!
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#1_748_F;;
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_521_M;Please,[w:0.3] do not bark or beg!;¡Por favor,[w:0.3] no ladres ni me pidas nada!
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_521_F;;
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_628_M;The middle stone marks my grave.;La lápida del centro señala mi tumba.
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_628_F;;
GBC_NPC_GHOULSAWYERVICTORY_750_M;It is over.[w:0.3] You chewed me out.;Se acabó.[w:0.3] Me has roído a base de bien.
GBC_NPC_GHOULSAWYERVICTORY_750_F;;
GBC_NPC_GHOULSAWYERVICTORY_015_M;Now,[w:0.3] please,[w:0.3] look away!;Ahora,[w:0.3] por favor,[w:0.3] ¡no me mires!
GBC_NPC_GHOULSAWYERVICTORY_015_F;;
GBC_NPC_GHOULSAWYERVICTORY_331_M;Turn your eyes to this card pack instead.;Mira mejor este paquete de cartas.
GBC_NPC_GHOULSAWYERVICTORY_331_F;;
GBC_NPC_GHOULSAWYERDEFEAT_291_M;Oh dear.[w:0.3] Does this mean you will try again?;Ay, madre.[w:0.3] ¿Esto significa que volverás a intentarlo?
GBC_NPC_GHOULSAWYERDEFEAT_291_F;;
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#1_477_M;Agony![w:0.3] Please leave me be.;¡Qué agonía![w:0.3] Por favor, déjame en paz.
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#1_477_F;;
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#2_124_M;No...[w:0.3] Not again...;No...[w:0.3] Otra vez no...
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#2_124_F;;
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#3_071_M;Avert your eyes!;¡Aparta la mirada!
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#3_071_F;;
GBC_NPC_GBCTRADERINTRO_881_M;You wish to trade?;¿Quieres comerciar?
GBC_NPC_GBCTRADERINTRO_881_F;;
GBC_NPC_GRIMORATEMPLEINTRO_820_M;!DELETED!; 
GBC_NPC_GRIMORATEMPLEINTRO_820_F;;
GBC_NPC_GRIMORATEMPLEINTRO_811_M;!DELETED!; 
GBC_NPC_GRIMORATEMPLEINTRO_811_F;;
GBC_NPC_GRIMORATEMPLEINTRO_409_M;[t:3]If you wish to test your skills against me,[w:0.5][t:0][e:Anger] you must first prove your wits.[w:0.2].[w:0.2].[w:0.2];[t:3]Si quieres poner a prueba tus habilidades contra mí,[w:0.5][t:0][e:Anger] primero tendrás que demostrar tu inteligencia.[w:0.2].[w:0.2].[w:0.2]
GBC_NPC_GRIMORATEMPLEINTRO_409_F;;
GBC_NPC_GRIMORATEMPLEINTRO_081_M;[t:3]You must discern which tomb marks the final resting places of[w:0.2] my[w:0.2][shake:0.5][t:20] lovely[w:0.2][t:2] Ghouls.;[t:3]Debes discernir qué tumba marca los lugares de descanso eterno de[w:0.2] mis[w:0.2][shake:0.5][t:20] adorables[w:0.2][t:2] necrófagos.
GBC_NPC_GRIMORATEMPLEINTRO_081_F;;
GBC_NPC_GRIMORAPUZZLESOLVED_429_M;[t:3]Marvelous![w:0.4] I believe you have proven your wits adequately.;[t:3]¡Maravilloso![w:0.4] Creo que tu inteligencia está más que demostrada.
GBC_NPC_GRIMORAPUZZLESOLVED_429_F;;
GBC_NPC_GRIMORAPUZZLESOLVED_676_M;Are you prepared?;¿Estás preparado?
GBC_NPC_GRIMORAPUZZLESOLVED_676_F;Are you prepared?;¿Estás preparada?
GBC_NPC_GRIMORAPUZZLESOLVED_157_M;[t:12][e:Anger]You will not defeat me.;[t:12][e:Anger]No me vencerás.
GBC_NPC_GRIMORAPUZZLESOLVED_157_F;;
_OPPONENTSURRENDER_449_M;I see the way this is going.;Veo hacia dónde va esto.
_OPPONENTSURRENDER_449_F;;
_OPPONENTSURRENDER_439_M;I concede.;Me rindo.
_OPPONENTSURRENDER_439_F;;
_OPPONENTSURRENDER_031_M;You may accept my surrender...;Puedes aceptar mi rendición...
_OPPONENTSURRENDER_031_F;;
_OPPONENTSURRENDER_877_M;...or you may finish this match the slow way.;... o acabar este enfrentamiento de manera lenta.
_OPPONENTSURRENDER_877_F;;
_OPPONENTSURRENDER_REPEAT_#1_853_M;You have me here. I surrender.;Aquí me tienes. Me rindo.
_OPPONENTSURRENDER_REPEAT_#1_853_F;;
_OPPONENTSURRENDER_REPEAT_#3_923_M;Yes. I think you've got me this time.;Sí. Creo que esta vez has podido conmigo.
_OPPONENTSURRENDER_REPEAT_#3_923_F;;
_OPPONENTSURRENDER_REPEAT_#4_247_M;Scoop.;He perdido.
_OPPONENTSURRENDER_REPEAT_#4_247_F;;
_OPPONENTSURRENDER_REPEAT_#5_710_M;I'll surrender.;Voy a rendirme.
_OPPONENTSURRENDER_REPEAT_#5_710_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_953_M;I- I think this could get messy.;C-creo que esto puede ser desagradable.
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_953_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_087_M;[size:3]Look away.[size:];[size:3]No mires.[size:]
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_087_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_016_M;Y- you may want to...;T-tal vez quieras...
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_016_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_862_M;[size:3]Avert your eyes.[size:];[size:3]Apartar la mirada.[size:]
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_862_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_602_M;Y- you should...;D-deberías...
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_602_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_474_M;[size:3]You don't want to see this.[size:];[size:3]Es mejor que no veas esto.[size:]
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_474_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#3_490_M;This procedure... it is grisly?;Este procedimiento... ¿es horrible?
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#3_490_F;;
SPECIAL_NODES_DUPLICATEMERGERESULT_542_M;Th- the [c:bR][v:0][c:]... it is now one?;[c:bR][v:0][c:]... ¿Ahora hay un solo ejemplar?
