Column1;Column10;FR 
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#2_192_M;Are these Amalgams[w:0.3] satisfactory?;Ces hyperhybrides[w:0.3] te conviennent ?
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#2_192_F;;
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#3_559_M;Let us put them to the test.[w:0.3] My beasts enjoy a varied diet.;Mettons-les à l'épreuve.[w:0.3] Mes créatures aiment les repas variés.
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#3_559_F;;
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_981_M;You won't be needing those.[w:0.3] I have something better.;Tu n'as pas besoin de ça.[w:0.3] J'ai mieux.
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_981_F;;
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#1_537_M;These are inferior cards.[w:0.3] Let's replace them.;Ce sont des cartes médiocres.[w:0.3] Remplaçons-les.
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#1_537_F;;
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#2_820_M;I have something better.;J'ai mieux.
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#2_820_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_939_M;Hm.[w:0.3] We never did finish your deathcard...[w:0.6] There wasn't enough death.;Hm.[w:0.3] Nous n'avons toujours pas terminé ta carte de mort...[w:0.6] Tu n'es pas mort suffisamment.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_939_F;Hm.[w:0.3] We never did finish your deathcard...[w:0.6] There wasn't enough death.;Hm.[w:0.3] Nous n'avons toujours pas terminé ta carte de mort...[w:0.6] Tu n'es pas morte suffisamment.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_919_M;I hope you don't mind my filling in the blanks.;J'espère que ça ne te dérange pas si je complète ce qu'il manque.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_919_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#1_245_M;I had to take some liberties with this one.[w:0.3] There wasn't enough death.;J'ai dû prendre quelques libertés pour celle-là.[w:0.3] Tu n'es pas mort assez souvent.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#1_245_F;I had to take some liberties with this one.[w:0.3] There wasn't enough death.;J'ai dû prendre quelques libertés pour celle-là.[w:0.3] Tu n'es pas morte assez souvent.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#2_139_M;The Amalgams will have a bit of my own cards thrown in.[w:0.3] Not enough of yours perished.;Les hyperhybrides vont prendre quelques-unes de mes cartes.[w:0.3] Tes créatures à toi ne sont pas mortes assez souvent.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#2_139_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#3_052_M;We never did finish your deathcard...[w:0.6] There wasn't enough death.;Nous n'avons toujours pas terminé ta carte de mort...[w:0.6] Tu n'es pas mort assez souvent.
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#3_052_F;We never did finish your deathcard...[w:0.6] There wasn't enough death.;Nous n'avons toujours pas terminé ta carte de mort...[w:0.6] Tu n'es pas morte assez souvent.
GBC_BATTLE_LESHYGBCBOSSPHASE1_390_M;Do not spare your creatures.[w:0.3] My camera is waiting to capture them at the moment of their demise.;N'épargne pas tes créatures.[w:0.3] Mon appareil est prêt à les prendre en photo à leur mort.
GBC_BATTLE_LESHYGBCBOSSPHASE1_390_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_385_M;And my beasts are famished.;Et mes créatures sont affamées.
GBC_BATTLE_LESHYGBCBOSSPHASE1_385_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#1_310_M;My camera is poised.[w:0.3] Show me something worthwhile.;Mon appareil photo est prêt.[w:0.3] Montre-moi une belle carte à photographier.
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#1_310_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#2_920_M;Fresh meat for my beasts.;De la viande fraîche pour mes créatures.
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#2_920_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#3_421_M;Think of the deathcard we can create this time.;Imagine la carte de mort que l'on peut créer, cette fois.
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#3_421_F;;
GBC_NPC_LESHYGBCDEFEATED_795_M;How utterly disappointing.[w:0.3] I was hoping for a greater challenge.;Quelle déception.[w:0.3] J'espérais bien plus de toi.
GBC_NPC_LESHYGBCDEFEATED_795_F;;
GBC_NPC_LESHYGBCDEFEATED_114_M;It was all over so quickly.[w:0.3] Oh,[w:0.3] if I could extend the struggle.;C'est déjà fini...[w:0.3] Oh,[w:0.3] si seulement j'avais pu faire durer le combat...
GBC_NPC_LESHYGBCDEFEATED_114_F;;
GBC_NPC_LESHYGBCDEFEATED_374_M;For the kill[w:0.2] is only as satisfying as the struggle that precedes it.;Car l'euphorie de la victoire[w:0.2] est à la hauteur du combat qui la précède.
GBC_NPC_LESHYGBCDEFEATED_374_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_409_M;Hm.[w:0.3] I had hoped for more of a struggle.;Hm.[w:0.3] J'attendais plus de ce combat.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_409_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_511_M;You may wish to modify your deck.[w:0.3] Or find some better cards.;Tu devrais peut-être modifier ton deck.[w:0.3] Ou trouver de meilleures cartes.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_511_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_660_M;Do you roll over this easily for the other Scrybes?;Tu t'écrases si facilement devant les autres scrybes ?
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_660_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_028_M;Perhaps you would fare better against P03.;Tu t'en sortirais peut-être mieux contre J03.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_028_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_054_M;Return to me with a more powerful deck.;Reviens me voir une fois ton deck amélioré.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_054_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_132_M;[c:F]You had failed,[w:0.3] bested by[w:0.2] the [c:R]Scrybe of Beasts[c:F].;[c:F]Tu as échoué,[w:0.3] vaincu par [w:0.2] le [c:R]scrybe des créatures[c:F].
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_132_F;[c:F]You had failed,[w:0.3] bested by[w:0.2] the [c:R]Scrybe of Beasts[c:F].;[c:F]Tu as échoué,[w:0.3] vaincue par [w:0.2] le [c:R]scrybe des créatures[c:F].
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_699_M;You may want to reorganize your deck.[w:0.3] It is not equal to the challenge that my beasts present.;Tu devrais peut-être réarranger ton deck.[w:0.3] Il ne vaut rien face au défi qu'imposent mes créatures.
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_699_F;;
GBC_NPC_P03GBCTEMPLEINTRO_236_M;Challenge me?[w:0.3] Let's see your deck.;Tu veux me défier ?[w:0.3] Voyons un peu ton jeu.
GBC_NPC_P03GBCTEMPLEINTRO_236_F;;
GBC_NPC_P03GBCTEMPLEINTRO_180_M;[shake:0.8]Weak cards.[w:0.3] Total lack of synergy.[w:0.3] This[w:0.3] pile[w:0.3] really doesn't stand a chance against me.;[shake:0.8]Que des cartes faibles.[w:0.3] Pas la moindre synergie.[w:0.3] Ce[w:0.3] tas de cartes[w:0.3] n'a aucune chance contre moi.
GBC_NPC_P03GBCTEMPLEINTRO_180_F;;
GBC_NPC_P03GBCTEMPLEINTRO_529_M;Look,[w:0.3] I'm trying to finish up my conduit control list here.[w:0.3] But the[w:0.2][e:Anger][shake:0.8] bots[w:0.3] they're sending down the line are trash.;Écoute,[w:0.3] j'essaye de terminer ma liste de contrôle de cyborgs.[w:0.3] Mais les[w:0.2][e:Anger][shake:0.8] robots[w:0.3] qu'on m'envoie sont médiocres.
GBC_NPC_P03GBCTEMPLEINTRO_529_F;;
GBC_NPC_P03GBCTEMPLEINTRO_102_M;Get those workers to send me something[e:Anger][shake:0.8][w:0.3] good.[w:0.3] Tell them to throw themselves on the line if necessary.;Dis à la main-d'œuvre de m'envoyer quelque chose de[e:Anger][shake:0.8][w:0.3] bien.[w:0.3] Même de se jeter sur la chaîne de montage s'il le faut.
GBC_NPC_P03GBCTEMPLEINTRO_102_F;;
GBC_NPC_P03GBCTEMPLEINTRO_138_M;And,[w:0.3] please,[w:0.3] have a decent deck by the time you're done.;Et[w:0.3] je t'en prie,[w:0.3] quand tu auras fini, reviens avec un deck potable.
GBC_NPC_P03GBCTEMPLEINTRO_138_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_651_M;[e:Anger][shake:0.8]Did[w:0.6][shake:0.8] I[w:0.6][shake:0.8] lag?;[e:Anger][shake:0.8]Il y a[w:0.6][shake:0.8] du lag[w:0.6][shake:0.8] ou quoi ?
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_651_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_300_M;Figure out why they're sending me trash bots to scan.;Essaye de savoir pourquoi on m'envoie des robots minables à scanner.
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_300_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#2_440_M;[e:Anger][shake:0.8]Did I lag?;[e:Anger][shake:0.8]Il y a du lag, ou quoi ?
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#2_440_F;;
GBC_NPC_INSPECTORGREETING_900_M;[t:0.5]What is it.[w:0.5] What do you want?;[t:0.5]Quoi ?[w:0.5] Qu'est-ce que tu veux ?
GBC_NPC_INSPECTORGREETING_900_F;;
GBC_NPC_INSPECTORGREETING_171_M;[t:0.5]Can't you see that I'm very very very very very very very very very very[shake:1][end];[t:0.5]Tu ne vois pas que je suis très très très très très très très très très très[shake:1][end]
GBC_NPC_INSPECTORGREETING_171_F;;
GBC_NPC_INSPECTORGREETING_986_M;[t:0.5]I'm[w:0.3] very busy here.;[t:0.5]Je suis[w:0.3] très occupée.
GBC_NPC_INSPECTORGREETING_986_F;;
GBC_NPC_INSPECTORGREETING_233_M;[t:0.5]What?[w:0.4] P03 isn't happy with my output?[w:0.5] But[w:0.3] I am merely the inspector.;[t:0.5]Quoi ?[w:0.4] J03 n'est pas content de ma productivité ?[w:0.5] Mais[w:0.3] je ne suis qu'une inspectrice.
GBC_NPC_INSPECTORGREETING_233_F;;
GBC_NPC_INSPECTORGREETING_744_M;[t:0.5]To put better bots on the line I would need to...;[t:0.5]Pour embaucher de meilleurs robots, j'aurais besoin de...
GBC_NPC_INSPECTORGREETING_744_F;;
GBC_NPC_INSPECTORGREETING_802_M;[t:0.5]Just who are you?[w:0.3] To be carrying orders from P03?;[t:0.5]Mais qui es-tu, au juste,[w:0.3] pour jouer le messager de J03 ?
GBC_NPC_INSPECTORGREETING_802_F;[t:0.5]Just who are you?[w:0.3] To be carrying orders from P03?;[t:0.5]Mais qui es-tu, au juste,[w:0.3] pour jouer la messagère de J03 ?
GBC_NPC_INSPECTORGREETING_597_M;[t:0.5]P03 would only trust someone with some semblance of card game skill.;[t:0.5]J03 ne ferait confiance qu'à une personne qui sait à peu près jouer aux cartes.
GBC_NPC_INSPECTORGREETING_597_F;;
GBC_NPC_INSPECTORGREETING_383_M;[t:0.5]I am very busy.[w:0.3] But[w:0.4] I must know if you are qualified to give me orders.;[t:0.5]Je suis très occupée.[w:0.3] Mais[w:0.4] je dois savoir si tu as les qualifications requises pour me donner des ordres.
GBC_NPC_INSPECTORGREETING_383_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_663_M;[t:0.5]Your qualifications appear dubious.;[t:0.5]Je doute fortement de tes compétences.
GBC_NPC_INSPECTORGREETING_REPEAT_#1_663_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_283_M;[t:0.5]But to disobey an order straight from P03's mic...;[t:0.5]Mais désobéir à un ordre donné par J03...
GBC_NPC_INSPECTORGREETING_REPEAT_#1_283_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_660_M;[t:0.5]Very well.[w:0.3] Here we go again.;[t:0.5]Très bien.[w:0.3] C'est reparti pour un tour.
GBC_NPC_INSPECTORGREETING_REPEAT_#1_660_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#2_422_M;[t:0.5]I suppose I must know if you are[w:0.2] truly[w:0.2] qualified.;[t:0.5]Il faut que je sache si tu es[w:0.2] vraiment[w:0.2] qualifié.
GBC_NPC_INSPECTORGREETING_REPEAT_#2_422_F;[t:0.5]I suppose I must know if you are[w:0.2] truly[w:0.2] qualified.;[t:0.5]Il faut que je sache si tu es[w:0.2] vraiment[w:0.2] qualifiée.
GBC_NPC_INSPECTORGREETING_REPEAT_#3_328_M;[t:0.5]This distraction is becoming troublesome...;[t:0.5]Ça commence à me taper sur les nerfs...
GBC_NPC_INSPECTORGREETING_REPEAT_#3_328_F;;
GBC_NPC_INSPECTORDEFEAT_805_M;[t:0.5]P03 would never trust you with direct orders.[w:0.3] I should have known.;[t:0.5]J03 ne te chargerait jamais d'exécuter ses ordres.[w:0.3] J'aurais dû m'en douter.
GBC_NPC_INSPECTORDEFEAT_805_F;;
GBC_NPC_INSPECTORDEFEAT_152_M;[t:0.5]You have wasted my time.;[t:0.5]Tu m'as fait perdre mon temps.
GBC_NPC_INSPECTORDEFEAT_152_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_232_M;[t:0.5]Again[w:0.3] you have pulled me from my work.;Tu m'as [t:0.5]encore[w:0.3] retardée dans mon travail.
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_232_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_139_M;[t:0.5]Many bots have now passed uninspected.;[t:0.5]Beaucoup de robots sont passés sans contrôle qualité.
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_139_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_312_M;[t:0.5]I fear P03 will[w:0.3] actually[w:0.3] have something to complain about now.;[t:0.5]J'ai peur que J03 se plaigne pour une[w:0.3] bonne[w:0.3] raison, cette fois.
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_312_F;;
GBC_NPC_INSPECTORVICTORY_039_M;[t:0.5]Oh dear.[w:0.3] Your message from P03 must indeed be genuine.;[t:0.5]Oh là là.[w:0.3] Le message de J03 doit être vrai, alors.
GBC_NPC_INSPECTORVICTORY_039_F;;
GBC_NPC_INSPECTORVICTORY_006_M;[t:0.5]As I mentioned,[w:0.3] I am a mere inspector.[w:0.3] Not an engineer,[w:0.3] not a designer.;[t:0.5]Comme je te l'ai dit,[w:0.3] je ne suis qu'une inspectrice.[w:0.3] Pas une ingénieure[w:0.3] ni une conceptrice.
GBC_NPC_INSPECTORVICTORY_006_F;;
GBC_NPC_INSPECTORVICTORY_220_M;[t:0.5]I cannot send new bots down the line.[w:0.3] But I...[w:0.3] I can send myself.;[t:0.5]Je ne peux pas envoyer d'autres robots.[w:0.3] Mais je...[w:0.3] peux y aller moi-même.
GBC_NPC_INSPECTORVICTORY_220_F;;
GBC_NPC_INSPECTORVICTORY_002_M;[t:0.5]I am proud to have served P03 faithfully.[w:0.3] Well met,[w:0.3] stranger.;[t:0.5]Je suis fière d'avoir servi J03 avec loyauté.[w:0.3] Mes respects,[w:0.3] étranger.
GBC_NPC_INSPECTORVICTORY_002_F;[t:0.5]I am proud to have served P03 faithfully.[w:0.3] Well met,[w:0.3] stranger.;[t:0.5]Je suis fière d'avoir servi J03 avec loyauté.[w:0.3] Mes respects,[w:0.3] étrangère.
GBC_NPC_SMELTERGREETING_659_M;[t:0.5][e:Surprise][c:R]LET ME OUT[shake:1][end];[t:0.5][e:Surprise][c:R]LAISSE-MOI SORTIR[shake:1][end]
GBC_NPC_SMELTERGREETING_659_F;;
GBC_NPC_SMELTERGREETING_468_M;HA[w:0.2] HA[w:0.3] HAAAA[w:0.2]A[w:0.2]A[w:0.4]a...[w:0.4] What was that?;HA[w:0.2] HA[w:0.3] HAAAA[w:0.2]A[w:0.2]A[w:0.4]a...[w:0.4] Qu'est-ce que c'était que ça ?
GBC_NPC_SMELTERGREETING_468_F;;
GBC_NPC_SMELTERGREETING_537_M;We are-[w:0.3][shake:0.8] I[w:0.3] am The Melter.[w:0.3] They send me raw materials and[w:0.3] I-[w:0.3] well,[w:0.2] you can see how it works.;Nous sommes...[w:0.3][shake:0.8] Je[w:0.3] suis la fondeuse.[w:0.3] On m'envoie des matériaux bruts et[w:0.3] je...[w:0.3] Eh bien,[w:0.2] tu peux voir la machine en action.
GBC_NPC_SMELTERGREETING_537_F;;
GBC_NPC_SMELTERGREETING_781_M;Not another[w:0.3] WORD[w:0.3] out of you![w:0.3] We[w:0.3][shake:0.8] must[w:0.2] have a card battle.;Ne dis plus[w:0.3] UN MOT[w:0.3] ![w:0.3] Nous[w:0.3][shake:0.8] devons[w:0.2] faire une partie de cartes.
GBC_NPC_SMELTERGREETING_781_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#1_304_M;[t:0.5][e:Surprise][c:R]LET ME O-[shake:1][end];[t:0.5][e:Surprise][c:R]LAISSE-MOI S-[shake:1][end]
GBC_NPC_SMELTERGREETING_REPEAT_#1_304_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#1_932_M;Yes,[w:0.3] yes,[w:0.3] again!;Oui,[w:0.3] oui,[w:0.3] encore !
GBC_NPC_SMELTERGREETING_REPEAT_#1_932_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#2_325_M;Are we almost done?[w:0.3] You'll keep trying?;Bientôt fini ?[w:0.3] Tu vas continuer d'essayer ?
GBC_NPC_SMELTERGREETING_REPEAT_#2_325_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#2_084_M;Yes,[w:0.3] very well.;Oui,[w:0.3] parfait.
GBC_NPC_SMELTERGREETING_REPEAT_#2_084_F;;
GBC_NPC_SMELTERDEFEAT_969_M;[t:0.5][e:Surprise][c:R]HELP M[shake:1][end];[t:0.5][e:Surprise][c:R]À L'AI[shake:1][end]
GBC_NPC_SMELTERDEFEAT_969_F;;
GBC_NPC_SMELTERDEFEAT_080_M;Oh,[w:0.3] too bad![w:0.3] You lost!;Oh,[w:0.3] quel dommage ![w:0.3] Tu as perdu !
GBC_NPC_SMELTERDEFEAT_080_F;;
GBC_NPC_SMELTERDEFEAT_050_M;[t:0.5][e:Surprise][c:R]PLEASE HELP[shake:1][end];[t:0.5][e:Surprise][c:R]À L'AIDE[shake:1][end]
GBC_NPC_SMELTERDEFEAT_050_F;;
GBC_NPC_SMELTERDEFEAT_112_M;Now please,[w:0.3] leave us-[w:0.2] leave [w:0.2][shake:0.8]me[w:0.3] to my work.;Maintenant,[w:0.3] laisse-nous...[w:0.2] Laisse-[w:0.2][shake:0.8]moi[w:0.3] travailler.
GBC_NPC_SMELTERDEFEAT_112_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#1_884_M;Too bad,[w:0.3] so sad.[w:0.3] Off with you now.;Quel dommage.[w:0.3] Je suis si triste.[w:0.3] Allez, du balai.
GBC_NPC_SMELTERDEFEAT_REPEAT_#1_884_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_068_M;Off with you now.;Du balai.
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_068_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_441_M;I have work to attend to.;J'ai du pain sur la planche.
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_441_F;;
GBC_NPC_SMELTERVICTORY_933_M;[t:0.5][e:Surprise][c:R]HELP ME[shake:1][end];[t:0.5][e:Surprise][c:R]AIDE-MOI[shake:1][end]
GBC_NPC_SMELTERVICTORY_933_F;;
GBC_NPC_SMELTERVICTORY_934_M;Excellent battle.[w:0.3] Now,[w:0.2] with that aside,[w:0.3] what did you come to tell me? ;Quelle bataille.[w:0.3] Bon,[w:0.2] cela étant fait,[w:0.3] qu'est-ce que tu étais venu me dire ? 
GBC_NPC_SMELTERVICTORY_934_F;Excellent battle.[w:0.3] Now,[w:0.2] with that aside,[w:0.3] what did you come to tell me? ;Quelle bataille.[w:0.3] Bon,[w:0.2] cela étant fait,[w:0.3] qu'est-ce que tu étais venue me dire ? 
GBC_NPC_SMELTERVICTORY_619_M;P03 wishes for better bots for his scanner...[w:0.3] That is difficult.[w:0.3] You see...[w:0.3] I melt the metal.[w:0.3] But I cannot reprogram the stamping machine.;J03 veut de meilleurs robots pour son scanner.[w:0.3] C'est compliqué.[w:0.3] Je fais fondre le métal.[w:0.3] Mais je ne peux pas reprogrammer la poinçonneuse.
GBC_NPC_SMELTERVICTORY_619_F;;
GBC_NPC_SMELTERVICTORY_859_M;[t:0.5][e:Surprise][c:R]NO[shake:1][end];[t:0.5][e:Surprise][c:R]NON[shake:1][end]
GBC_NPC_SMELTERVICTORY_859_F;;
GBC_NPC_SMELTERVICTORY_808_M;...[w:0.3]there is a way to send at least[w:0.3][shake:0.8] one[w:0.3] new bot down the line.;...[w:0.3] Il y a moyen d'envoyer au moins[w:0.3][shake:0.8] un[w:0.3] autre robot.
GBC_NPC_SMELTERVICTORY_808_F;;
GBC_NPC_SMELTERVICTORY_992_M;[t:0.5][e:Surprise][c:R]NO NO NO NO[shake:1][end];[t:0.5][e:Surprise][c:R]NON NON NON NON[shake:1][end]
GBC_NPC_SMELTERVICTORY_992_F;;
GBC_NPC_SMELTERVICTORY_379_M;[t:0.5]HAHAHAHA![t:1][w:0.5][shake:1] YES![w:0.3] FOR P03!;[t:0.5]HAHAHAHA ![t:1][w:0.5][shake:1] OUI ![w:0.3] POUR J03 !
GBC_NPC_SMELTERVICTORY_379_F;;
GBC_NPC_DREDGERGREETING_650_M;Oy,[w:0.3] mate.[w:0.3] I know what yer 'ere for.;Hé,[w:0.3] l'ami.[w:0.3] J'sais pourquoi t'es là.
GBC_NPC_DREDGERGREETING_650_F;Oy,[w:0.3] mate.[w:0.3] I know what yer 'ere for.;Hé,[w:0.3] toi.[w:0.3] J'sais pourquoi t'es là.
GBC_NPC_DREDGERGREETING_162_M;Yer askin' me to take a dive.[w:0.3];T'veux qu'j'plonge.[w:0.3]
GBC_NPC_DREDGERGREETING_162_F;;
GBC_NPC_DREDGERGREETING_993_M;But I can't accommodate ye, mate.[w:0.3];Mais j'peux pô, l'ami.[w:0.3]
GBC_NPC_DREDGERGREETING_993_F;But I can't accommodate ye, mate.[w:0.3];Mais j'peux pô.[w:0.3]
GBC_NPC_DREDGERGREETING_481_M;Got special orders,[w:0.3] innit?[w:0.3] Lookin' to dredge somefin' special.;J'ai des ordres,[w:0.3] t'vois ?[w:0.3] J'essaye d'remonter quelqu'chose d'spécial.
GBC_NPC_DREDGERGREETING_481_F;;
GBC_NPC_DREDGERGREETING_785_M;We can duel.[w:0.3] Aye.[w:0.3] Maybe even give ye somefin' if ye win.;On peut faire un duel.[w:0.3] Ouais.[w:0.3] J'peux p'têt' même t'donner un truc si t'gagnes.
GBC_NPC_DREDGERGREETING_785_F;;
GBC_NPC_DREDGERGREETING_706_M;But I can't be takin' a dive.[w:0.3] P03 will unnerstan'.;Mais j'peux pô plonger[w:0.3], J03 l'saura.
GBC_NPC_DREDGERGREETING_706_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#1_168_M;Oy,[w:0.3] ye wan't a rematch?;Hé,[w:0.3] t'veux r'jouer ?
GBC_NPC_DREDGERGREETING_REPEAT_#1_168_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#1_213_M;I unnerstan'.;J'vois.
GBC_NPC_DREDGERGREETING_REPEAT_#1_213_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#2_016_M;Yer not thinkin' ye can get me to jump?;T'penses quand même pô m'faire sauter ?
GBC_NPC_DREDGERGREETING_REPEAT_#2_016_F;;
GBC_NPC_DREDGERGREETING_REPEAT_#2_467_M;Nofin' you say or do can change me mind.;T'peux m'dire c'que tu veux, ça chang'ra que tchi.
GBC_NPC_DREDGERGREETING_REPEAT_#2_467_F;;
GBC_NPC_DREDGERDEFEAT_891_M;Right,[w:0.3] right.[w:0.3] Off with ye now.;Allez,[w:0.3] allez.[w:0.3] Fais d'l'air.
GBC_NPC_DREDGERDEFEAT_891_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#1_522_M;Off with ye now.;Ouste.
GBC_NPC_DREDGERDEFEAT_REPEAT_#1_522_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#2_644_M;Enough of this now,[w:0.3] mate.;Arrête un peu,[w:0.3] l'ami.
GBC_NPC_DREDGERDEFEAT_REPEAT_#2_644_F;Enough of this now,[w:0.3] mate.;Arrête un peu,[w:0.3] toi.
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_460_M;Lotta distractions,[w:0.3] eh mate?;Tu m'gênes un peu beaucoup,[w:0.3] tu sais ?
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_460_F;;
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_688_M;Nofin' against yer deck but,[w:0.3] might not be up to the task.;J'ai rien cont' ton deck, hein,[w:0.3] mais j'crois qu'y va pas suffire.
GBC_NPC_DREDGERDEFEAT_REPEAT_#3_688_F;;
GBC_NPC_DREDGERVICTORY_108_M;'ere.[w:0.3] Take yer pack.;Tiens,[w:0.3] ton booster.
GBC_NPC_DREDGERVICTORY_108_F;;
GBC_NPC_DREDGERVICTORY_REPEAT_#2_709_M;Still somefin' yer after?[w:0.3] I gave ye yer pack.;Tu l'veux toujours, ton booster ?[w:0.3] Tiens.
GBC_NPC_DREDGERVICTORY_REPEAT_#2_709_F;;
GBC_NPC_DREDGERVICTORY_REPEAT_#3_843_M;Geroff.;Allez, file.
GBC_NPC_DREDGERVICTORY_REPEAT_#3_843_F;;
GBC_NPC_P03GBCGREETING_080_M;The bots haven't gotten much better...[w:0.3] But you battled all of my workers?[w:0.3] And you actually won?;Les robots sont toujours aussi mous...[w:0.3] Mais tu as réussi à battre toute ma main-d'œuvre ?[w:0.3] Et en plus tu as gagné ?
GBC_NPC_P03GBCGREETING_080_F;;
GBC_NPC_P03GBCGREETING_523_M;Gimme that deck again.;Redonne-moi ton deck.
GBC_NPC_P03GBCGREETING_523_F;;
GBC_NPC_P03GBCGREETING_412_M;Wow...[w:0.3] you beat them with[w:0.4] that?[w:0.3] Alright.;Ouah...[w:0.3] tu l'as battue avec[w:0.4] ça ?[w:0.3] Très bien.
GBC_NPC_P03GBCGREETING_412_F;;
GBC_NPC_P03GBCGREETING_478_M;Maybe there are some synergies that I missed.[w:0.3] Let's go then.;J'ai peut-être raté quelques synergies.[w:0.3] C'est parti, alors.
GBC_NPC_P03GBCGREETING_478_F;;
GBC_NPC_P03GBCGREETING_REPEAT_#1_969_M;The old Dredger wouldn't hop on the line?;Le vieux docker ne voulait pas sauter sur la ligne ?
GBC_NPC_P03GBCGREETING_REPEAT_#1_969_F;;
