Column1;Column10;POR 
_FOUNDBEEFIGURINE_287_M;You don't like [c:bR]Squirrels[c:]?;Você não gosta de [c:bR]Esquilos[c:]?
_FOUNDBEEFIGURINE_287_F;;
_FOUNDCLOVERPOT_237_M;Hm. You've plucked [c:bR]that[c:] from the oil painting.;Hum. Você tirou [c:bR]isso[c:] da pintura a óleo.
_FOUNDCLOVERPOT_237_F;;
_FOUNDCLOVERPOT_028_M;You must not like the cards that I deal you.;Creio que você não goste das cartas que eu lhe dou.
_FOUNDCLOVERPOT_028_F;;
TALKING_WOLF_DIALOGUE_WOLFDISCOVERED_502_M;Take the film roll.[w:0.2];Pegue o rolo de filme.[w:0.2]
TALKING_WOLF_DIALOGUE_WOLFDISCOVERED_502_F;;
TALKING_WOLF_DIALOGUE_WOLFDISCOVERED_384_M;Before he sees it![w:0.3];Antes que ele note![w:0.3]
TALKING_WOLF_DIALOGUE_WOLFDISCOVERED_384_F;;
TALKING_WOLF_DIALOGUE_WOLFDISCOVERED_187_M;[anim:shock][size:4]Now!;[anim:shock][size:4]Agora!
TALKING_WOLF_DIALOGUE_WOLFDISCOVERED_187_F;;
TUTORIAL_TUTORIALBUYPELTSPILE_711_M;Y-yer leaving already?!;Já tá indo?!
TUTORIAL_TUTORIALBUYPELTSPILE_711_F;;
TUTORIAL_TUTORIALBUYPELTSPILE_967_M;Please. Consider me pelts!;Por favor, olha as minhas peles!
TUTORIAL_TUTORIALBUYPELTSPILE_967_F;;
SPECIAL_NODES_TRAPPERFREEPELT_075_M;Take a pelt. Free o' charge!;Leva uma pele. De graça!
SPECIAL_NODES_TRAPPERFREEPELT_075_F;;
SPECIAL_NODES_TRAPPERFREEPELT_856_M;See the quality?;Tá vendo a qualidade?
SPECIAL_NODES_TRAPPERFREEPELT_856_F;;
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#1_785_M;The first 'n's free.;A primeira é de graça.
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#1_785_F;;
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#2_525_M;Have a free one.;Leva uma de graça.
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#2_525_F;;
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#3_499_M;On the house.;Por conta da casa.
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#3_499_F;;
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#4_133_M;Take one.;Pega uma.
SPECIAL_NODES_TRAPPERFREEPELT_REPEAT_#4_133_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_708_M;You know... You're free to get up again.;Você já pode se levantar, sabia?
TUTORIAL_TUTORIALGETTINGUPREMINDER_708_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_772_M;To keep your blood flowing...;Fazer o sangue circular...
TUTORIAL_TUTORIALGETTINGUPREMINDER_772_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#1_161_M;If you desire it, you may stand now.;Pode se levantar, caso queira.
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#1_161_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#1_093_M;It will allow me time to plan...;Isso me dará tempo para confabular...
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#1_093_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#2_735_M;Do your legs cramp? Does your back ache?;Está sentindo cãibra? Dor nas costas?
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#2_735_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#2_001_M;This game can be lengthy.;Esse jogo é longo.
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#2_001_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#2_616_M;Stand. If you wish.;Levante-se, vamos.
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#2_616_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#3_559_M;Stand.;Levante-se.
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#3_559_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#3_948_M;It will allow me time to plan.;Assim poderei cuidar dos meus planos.
TUTORIAL_TUTORIALGETTINGUPREMINDER_REPEAT_#3_948_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER2_536_M;I am no tyrant. You may stand whenever the map is unrolled.;Não sou um vilão. Você pode se levantar sempre que o mapa estiver aberto.
TUTORIAL_TUTORIALGETTINGUPREMINDER2_536_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER2_311_M;It allows me time to plan your next encounter.;Assim poderei planejar o seu próximo encontro.
TUTORIAL_TUTORIALGETTINGUPREMINDER2_311_F;;
TUTORIAL_TUTORIALGETTINGUPREMINDER2_518_M;But do keep your hands off my possessions.;Mas não toque nos meus pertences.
TUTORIAL_TUTORIALGETTINGUPREMINDER2_518_F;;
PART_1_RUN_START_NEWRUNCAUSETOTEM_098_M;Fresh blood.;Sangue novo.
PART_1_RUN_START_NEWRUNCAUSETOTEM_098_F;;
PART_1_RUN_START_NEWRUNCAUSETOTEM_963_M;Perhaps yours will make it farther than the foot of a totem.;Talvez você consiga passar de um totem, ao menos.
PART_1_RUN_START_NEWRUNCAUSETOTEM_963_F;;
PART_1_RUN_START_NEWRUNCAUSETOTEM_517_M;Knock on wood.;Bata na madeira.
PART_1_RUN_START_NEWRUNCAUSETOTEM_517_F;;
PART_1_RUN_START_NEWRUNCAUSETOTEM_REPEAT_#1_672_M;Your predecessor fell to a mere totem...;Quem tentou por último sucumbiu diante de um mero totem...
PART_1_RUN_START_NEWRUNCAUSETOTEM_REPEAT_#1_672_F;;
PART_1_RUN_START_NEWRUNCAUSETOTEM_REPEAT_#1_720_M;Are you prepared to do better?;Está preparado para fazer melhor?
PART_1_RUN_START_NEWRUNCAUSETOTEM_REPEAT_#1_720_F;Are you prepared to do better?;Está preparada para fazer melhor?
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_209_M;Another challenger.;Outro Desafiante.
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_209_F;Another challenger.;Outra Desafiante.
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_869_M;Did I tell you the tale of the one who came before you?;Já te falei sobre a pessoa que veio antes de você?
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_869_F;;
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_963_M;They fell to a mad [c:bR]Prospector[c:].;Perdeu a vida para um [c:bR]Garimpeiro[c:] louco.
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_963_F;;
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_948_M;Nothing comes between that man and his gold.;Aquele homem faria qualquer coisa para conseguir ouro.
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_948_F;;
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_REPEAT_#1_002_M;Another for the [c:bR]Prospector[c:]'s pickaxe?;A picareta do [c:bR]Garimpeiro[c:] não perdoa ninguém...
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_REPEAT_#1_002_F;;
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_REPEAT_#1_712_M;Or will you do better?;Ou você se sairá melhor?
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_REPEAT_#1_712_F;;
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_REPEAT_#2_989_M;You continue doggedly onward... like a [c:bR]Prospector[c:] to gold.;Você continua obstinadamente... como um [c:bR]Garimpeiro[c:] em busca de ouro.
PART_1_RUN_START_NEWRUNCAUSEPROSPECTOR_REPEAT_#2_989_F;;
PART_1_RUN_START_NEWRUNCAUSEANGLER_405_M;Are you prepared for what lies ahead?;Está preparado para o que vai encontrar?
PART_1_RUN_START_NEWRUNCAUSEANGLER_405_F;Are you prepared for what lies ahead?;Está preparada para o que vai encontrar?
PART_1_RUN_START_NEWRUNCAUSEANGLER_329_M;To be impaled on the [c:bR]Angler[c:]'s hook, like the one who came before?;Ser empalado pelo anzol do [c:bR]Pescador[c:], como quem veio antes de você?
PART_1_RUN_START_NEWRUNCAUSEANGLER_329_F;To be impaled on the [c:bR]Angler[c:]'s hook, like the one who came before?;Ser empalada pelo anzol do [c:bR]Pescador[c:], como quem veio antes de você?
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#1_437_M;I'm still thinking about the last one...;Não consigo parar de pensar na última pessoa que veio...
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#1_437_F;;
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#1_737_M;To be so soundly defeated... by the simpleton [c:bR]Angler[c:] no less...;Perder assim para alguém tão simplório como o [c:bR]Pescador[c:]...
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#1_737_F;;
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#2_551_M;Perhaps I've made the battle with the [c:bR]Angler[c:] too difficult?;Talvez eu tenha exagerado ao planejar a batalha contra o [c:bR]Pescador[c:]...
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#2_551_F;;
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#2_616_M;No, it can't be that.;Não, não foi isso.
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#2_616_F;;
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#2_037_M;My expectations are simply too high.;Minhas expectativas são inatingíveis.
PART_1_RUN_START_NEWRUNCAUSEANGLER_REPEAT_#2_037_F;;
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_743_M;Not much for trading, that last one.;A última pessoa não gostava muito de negociar.
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_743_F;;
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_187_M;Are you prepared to make the right deals?;Está preparado para fazer as negociações certas?
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_187_F;Are you prepared to make the right deals?;Está preparada para fazer as negociações certas?
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#1_241_M;Trapped, and then traded.;Imagine só, ser caçado e transformado em mercadoria.
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#1_241_F;;
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#1_643_M;Are you prepared for a fate such as that?;Você está preparado para ter o mesmo destino?
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#1_643_F;Are you prepared for a fate such as that?;Você está preparada para ter o mesmo destino?
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#2_885_M;Clearly your predecessor did not appreciate the value of a pelt.;Quem veio por último claramente não apreciava o valor de uma pele.
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#2_885_F;;
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#3_902_M;You have large boots to fill.;As expectativas sobre você são altas.
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#3_902_F;;
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#3_257_M;The one who came before you made it all the way to the [c:bR]Trapper[c:].;A pessoa que veio antes chegou ao [c:bR]Caçador[c:].
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#3_257_F;;
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#3_172_M;I am not holding my breath.;Mas não quero me decepcionar.
PART_1_RUN_START_NEWRUNCAUSETRAPPERTRADER_REPEAT_#3_172_F;;
PART_1_RUN_START_NEWRUNDEFAULT_623_M;I had such high hopes for that last one...;Eu esperava tanto da última pessoa...
PART_1_RUN_START_NEWRUNDEFAULT_623_F;;
PART_1_RUN_START_NEWRUNDEFAULT_144_M;Why do I bother trying to teach you.;Nem vale a pena perder tempo te ensinando.
PART_1_RUN_START_NEWRUNDEFAULT_144_F;;
PART_1_RUN_START_NEWRUNDEFAULT_001_M;You... you will learn as we go.;Você... aprenderá naturalmente.
PART_1_RUN_START_NEWRUNDEFAULT_001_F;;
PART_1_RUN_START_NEWRUNDEFAULT_334_M;Or you will die.;Ou perecerá.
PART_1_RUN_START_NEWRUNDEFAULT_334_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_985_M;Another challenger approaches.;Outro Desafiante se aproxima.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_985_F;Another challenger approaches.;Outra Desafiante se aproxima.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_954_M;You will prove your worth in short order.;Você logo provará o seu valor.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#1_954_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_161_M;Sometimes I wish I hadn't done away with Grimora...;Talvez eu não devesse ter me livrado da Grimora...
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_161_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_119_M;She, at least, was a worthy opponent.;Pelo menos, ela era uma adversária decente.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#2_119_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_749_M;Ah, welcome.;Boas-vindas.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_749_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_350_M;I will not be explaining the rules this time.;Não explicarei as regras desta vez.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_350_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_672_M;If you do not intuit them, you will be slain.;Caso não as compreenda, você será aniquilado.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_672_F;If you do not intuit them, you will be slain.;Caso não as compreenda, você será aniquilada.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_027_M;This is your dilemma.;Este é o seu dilema.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#3_027_F;;
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#4_008_M;Stop shaking.;Pare de tremer.
PART_1_RUN_START_NEWRUNDEFAULT_REPEAT_#4_008_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_542_M;Your starting deck...;Seu baralho inicial...
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_542_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_299_M;Here is your deck.;Pegue o seu baralho.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_299_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_712_M;Study it.;Estude-o.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#1_712_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#2_164_M;Your pitiful deck.;Seu deplorável baralho.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#2_164_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_521_M;I've dealt you your deck.;Aqui está o seu baralho.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_521_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_060_M;Now we may begin.;Agora podemos começar.
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#3_060_F;;
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#4_496_M;Your deck...;Seu baralho...
PART_1_RUN_START_NEWRUNDEALTDECKDEFAULT_REPEAT_#4_496_F;;
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_071_M;It seems the lowly [c:bR]Stinkbug[c:] has made its way in.;Parece que o humilde [c:bR]Percevejo[c:] se infiltrou nele.
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_071_F;;
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_957_M;But it is dealt. So it stands.;Mas o que está feito, está feito.
PART_1_RUN_START_NEWRUNDEALTSTINKBUG_957_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_724_M;That foul [c:bR]Stunted Wolf[c:]?;Esse vil [c:bR]Lobo Franzino[c:]?
PART_1_RUN_START_NEWRUNDEALTWOLF_724_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_247_M;You really want such a creature in your deck?;Você quer uma criatura dessa laia no seu baralho?
PART_1_RUN_START_NEWRUNDEALTWOLF_247_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_377_M;The sight of it does try my temper...;A mera visão dela me enoja...
PART_1_RUN_START_NEWRUNDEALTWOLF_377_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_910_M;But it has been dealt.;Mas está feito.
PART_1_RUN_START_NEWRUNDEALTWOLF_910_F;;
PART_1_RUN_START_NEWRUNDEALTWOLF_118_M;So it stands.;Prossigamos.
PART_1_RUN_START_NEWRUNDEALTWOLF_118_F;;
TUTORIAL_TUTORIALBUYPELTSCURRENCY_778_M;The trapper dealt in [c:bR]teeth[c:]. The type collected from battle.;O Caçador negocia [c:bR]dentes[c:], daqueles que se ganha em batalha.
TUTORIAL_TUTORIALBUYPELTSCURRENCY_778_F;;
TUTORIAL_TUTORIALBUYPELTSCURRENCY_222_M;They are gained by dealing damage greater than what is needed to win a match.;Você os recebe ao causar mais dano que o necessário para vencer a partida.
TUTORIAL_TUTORIALBUYPELTSCURRENCY_222_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_357_M;You want that [c:bR]Caged Wolf[c:] in your deck?;Você quer o [c:bR]Lobo Enjaulado[c:] no seu baralho?
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_357_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_746_M;Suit yourself.;Como quiser.
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_746_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_203_M;What good do you think that [c:bR]Caged Wolf[c:] will do you?;Como você acha que o [c:bR]Lobo Enjaulado[c:] pode te ajudar?
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_203_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_163_M;It's a terrible card.;É uma péssima carta.
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#1_163_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_564_M;Your menagerie included a... [c:bR]Wolf in a Cage[c:]...;Seu bestiário inclui um [c:bR]Lobo Enjaulado[c:]...
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_564_F;;
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_928_M;Apparently.;Interessante.
PART_1_RUN_START_NEWRUNDEALTCAGEDWOLF_REPEAT_#2_928_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_504_M;You are lacking sacrifices. Your [c:bR][v:0][c:] can't be sacrificed.;Você precisa de mais sacrifícios. Você não pode sacrificar a carta [c:bR][v:0][c:].
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_504_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#1_363_M;You can't draw blood from a [c:bR][v:0][c:]. You'll need something else.;Não é possível extrair sangue da carta [c:bR][v:0][c:]. Faça outra coisa.
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#1_363_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#2_319_M;You can't sacrifice a [c:bR][v:0][c:]. So you're short.;Você não pode sacrificar a carta [c:bR][v:0][c:]. Que pena.
GAMEPLAY_HINTS_HINT_NOTENOUGHBLOODTERRAIN_REPEAT_#2_319_F;;
SPECIAL_NODES_DUPLICATEMERGEINTRO_903_M;You found yourself among a grove of thick and pungent mushrooms.;Você adentra um bosque de cogumelos carnudos de odor pungente.
SPECIAL_NODES_DUPLICATEMERGEINTRO_903_F;;
SPECIAL_NODES_DUPLICATEMERGEINTRO_830_M;You squinted to see a figure through a thick cloud of spores.;Você tenta identificar uma figura que está oculta por uma nuvem de esporos.
SPECIAL_NODES_DUPLICATEMERGEINTRO_830_F;;
SPECIAL_NODES_DOCTORINTRO_700;We are [c:bR]The Mycologists[c:], yes?;Somos os [c:bR]Micologistas[c:], não é?
SPECIAL_NODES_DOCTORINTRO_145;[size:3]Yes.[size:];[size:3]Sim.[size:]
SPECIAL_NODES_DOCTORINTRO_590;A-and we are performing our experiments far from- from-;E-Estamos conduzindo nossos experimentos l-longe de...
SPECIAL_NODES_DOCTORINTRO_717;[size:3]We are not welcome elsewhere.[size:];[size:3]Não somos bem-vindos em outros locais.[size:]
SPECIAL_NODES_DOCTORINTRO_414_M;We will experiment on your flock, yes?;Faremos uma experiência com o seu rebanho, sim?
SPECIAL_NODES_DOCTORINTRO_414_F;;
SPECIAL_NODES_DOCTORINTRO_940_M;We- we will need [c:bR]2 of the same[c:] creatures?;N-Nós precisaremos de [c:bR]duas criaturas iguais[c:]...
SPECIAL_NODES_DOCTORINTRO_940_F;;
SPECIAL_NODES_DOCTORINTRO_073_M;[size:3]One for each of us.[size:];[size:3]Uma para cada um de nós.[size:]
SPECIAL_NODES_DOCTORINTRO_073_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_391_M;D- did you bring us... [c:bR]2 of the same[c:]?;V-Você nos trouxe... [c:bR]duas iguais[c:]?
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_391_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_699_M;[size:3]We would like to experiment.[size:];[size:3]Queremos fazer uma experiência.[size:]
SPECIAL_NODES_DOCTORINTRO_REPEAT_#1_699_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#2_654_M;We need... duplicates?;Precisamos de... duplicatas!
SPECIAL_NODES_DOCTORINTRO_REPEAT_#2_654_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_301_M;D- do you have v- v-;Você tem alguma v-vit...
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_301_F;;
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_467;[size:3]They are not victims.[size:];[size:3]Não são vítimas.[size:]
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_407_M;Which fish? Hard choose.;Qual peixe? Difícil escolher.
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_407_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#1_346_M;Hm. Stale fish. Hard choose.;Hum. Peixe velho. Escolha difícil.
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#1_346_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#2_800_M;All stale. Hard choose.;Tudo velho. Difícil escolher.
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#2_800_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_837_M;Fresher fish. Easy choose.;Peixe fresco. Aí é fácil.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_837_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#1_083_M;New fish. Easy choose.;Peixe novo. Aí é fácil.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#1_083_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#2_179_M;Take new fish. Easy.;Pega o peixe fresco. Fácil.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#2_179_F;;
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#3_237_M;Mm. Fresh. Choose.;Hum. Fresco. Escolhe.
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#3_237_F;;
BOSS_DIALOGUE_TEACHFISHHOOKPULL_057_M;Mine now. Go fish.;Catei pra mim. Vai pescar!
BOSS_DIALOGUE_TEACHFISHHOOKPULL_057_F;;
BOSS_DIALOGUE_TEACHFISHHOOKPULL_REPEAT_#1_314_M;Take fish. Go fish.;Pega o peixe. Vai pescar.
BOSS_DIALOGUE_TEACHFISHHOOKPULL_REPEAT_#1_314_F;;
GBC_NPC_GHOULROYALGAINPIECE_577_M;An' because ye bested me...[w:0.4] with ye,[w:0.3] I'll share me secret.;Já que você me venceu...[w:0.4] vou[w:0.3] compartilhar um segredo.
GBC_NPC_GHOULROYALGAINPIECE_577_F;;
GBC_NPC_GHOULROYALGAINPIECE_772_M;Me name's Royal.[w:0.3] I's the far right tomb.[w:0.3] Here's the head piece.;Meu nome é Royal.[w:0.3] Tô na tumba mais à direita.[w:0.3] Toma aqui essa lasca.
GBC_NPC_GHOULROYALGAINPIECE_772_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_700_M;Like I said: Me name's Royal.[w:0.3] I's the far right tomb.;Como eu disse: meu nome é Royal.[w:0.3] Tô na tumba mais à direita.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_700_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_170_M;Yar,[w:0.3] life didn't give me lemons...[w:0.3] So I died.;Irra,[w:0.3] a vida não me deu limões...[w:0.3] Então eu morri.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_170_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_954_M;I were once the finest pirate on th' seas.;Eu já fui o melhor bucaneiro de todos.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_954_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_327_M;Lookit me now...[w:0.3] Buried under the far right tomb...;Agora olha pra mim.[w:0.3] Enterrado na tumba mais à direita...
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_327_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_174_M;They say when life gives ye lemons...[w:0.3] Ye make somethin' of it.;Dizem que se a vida te der limões...[w:0.3] Cê tem que aproveitar eles.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_174_F;;
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_481_M;Life were not so kind to give me lemons...[w:0.3] It left me buried under the tomb on the right.;Não tive o luxo de ganhar limões da vida...[w:0.3] Ela só me enterrou na tumba mais à direita.
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_481_F;;
GBC_NPC_GHOULBRIARGREETING_361_M;B[w:0.2][shake:1]rrrr![w:0.4] Did someone leave the AC on?;B[w:0.2][shake:1]rrrr![w:0.4] Deixaram a geladeira aberta?
GBC_NPC_GHOULBRIARGREETING_361_F;;
GBC_NPC_GHOULBRIARGREETING_341_M;Oh, [w:0.1][t:0.5]come[w:0.25] on,[w:0.15][t:0] dude![w:0.3] It's[w:0.2][t:1] freezing[w:0.2][t:0] in here!;Ah,[w:0.1][t:0.5] por[w:0.25] favor,[w:0.15][t:0] colega![w:0.3] Está [w:0.2][t:1]muito frio[w:0.2][t:0] aqui!
