Column1;Column10;TUR 
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_087_M;[size:3]Look away.[size:];[size:3]Başını çevir.[size:]
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_087_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_016_M;Y- you may want to...;Gö...Gözlerini...
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_016_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_862_M;[size:3]Avert your eyes.[size:];[size:3]Çevir istersen.[size:]
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_862_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_602_M;Y- you should...;Bu...Buna bakmamalı...
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_602_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_474_M;[size:3]You don't want to see this.[size:];[size:3]Bunu görmek istemeyebilirsin.[size:]
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_474_F;;
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#3_490_M;This procedure... it is grisly?;Bu süreç... ürkütücü mü?
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#3_490_F;;
SPECIAL_NODES_DUPLICATEMERGERESULT_542_M;Th- the [c:bR][v:0][c:]... it is now one?;[c:bR][v:0][c:] kartı... Bundan bir tane mi kaldı?
SPECIAL_NODES_DUPLICATEMERGERESULT_542_F;;
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#1_082_M;Y- you now have but one [c:bR][v:0][c:]... It is stronger?;Artık bir tane [c:bR][v:0][c:] kartın var... Kartın güçlendi mi?
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#1_082_F;;
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#2_701_M;Th- the operation. It is complete?;O... operasyon tamamlandı mı?
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#2_701_F;;
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#3_106_M;Wh- what have we done?;Bi... Biz ne yaptık?
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#3_106_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_015_M;O- oh dear... Y- you don't...;O... Olamaz... Sende...
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_015_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_258_M;[size:3]You have no duplicate cards.[size:];[size:3]Hiç kopyası olan bir kart yok.[size:]
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_258_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_842_M;T- take one of ours?;Bi... bizden bir tane alır mısın?
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_842_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_770_M;[size:3]We will use it next time.[size:];[size:3]Bir dahaki sefere onu kullanırız.[size:]
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_770_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_527_M;O- oh. Hm. Oh.;Ha. Hm. Ah.
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_527_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_456_M;[size:3]Your cards are all distinct. No pairs.[size:];[size:3]Tüm kartların birbirinden farklı. Eşi olan yok.[size:]
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_456_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_168_M;N- no pairs. C- can they take...;Eş... eşlisi olan kart yok. Alabilir mi...
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_168_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_555_M;[size:3]You will take one of our creatures.[size:];[size:3]Bizim yaratıklarımızdan bir tanesini alabilirsin.[size:]
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_555_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_159_M;Hm. Oh. Hm.;Hm. Ah. Hm.
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_159_F;;
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_995_M;[size:3]You will take a creature from us.[size:];[size:3]Bizden bir yaratık al.[size:]
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_995_F;;
GBC_NPC_WIZARDGREENGREETING_977_M;[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] The pain is unbearable![w:0.3] M-[w:0.2] my organs are melting!;[c:R][shake:1]Aaaaaahh![w:0.4][t:0][c:] Ne katlanılmaz bir acı![w:0.3] Or...[w:0.2] organlarım eriyor!
GBC_NPC_WIZARDGREENGREETING_977_F;;
GBC_NPC_WIZARDGREENGREETING_087_M;Do you see?[w:0.3] Magnificus turned me into... [c:R][shake:1]Rrrggh![w:0.4][t:0][c:] ...Goo[w:0.3] for my final exam.;Görüyor musun?[w:0.3] Magnificus beni son imtihanım için... [c:R][shake:1]Iııııh![w:0.4][t:0][c:] ...Balçık'a[w:0.3] dönüştürdü.
GBC_NPC_WIZARDGREENGREETING_087_F;;
GBC_NPC_WIZARDGREENGREETING_940_M;I just need to defeat one more challenger.[w:0.3] Then...[w:0.5] then[w:0.2] I will earn my [shake:0.6]rightful[w:0.2][shake:0.6] place!;Sadece bir Rakip'i daha alt etmem gerekiyor.[w:0.3] Sonra...[w:0.5] sonra[w:0.2] hak ettiğim yeri [shake:0.6]elde[w:0.2][shake:0.6] edeceğim!
GBC_NPC_WIZARDGREENGREETING_940_F;;
GBC_NPC_WIZARDGREENGREETING_449_M;My rightful place in the deck of[w:0.2][shake:0.6] The Master![w:0.3] As one of his prized cards.;Usta'nın destesindeki[w:0.2][shake:0.6] hak ettiğim yer![w:0.3] Onun değerli kartlarından biri olarak hem de.
GBC_NPC_WIZARDGREENGREETING_449_F;;
GBC_NPC_WIZARDGREENGREETING_562_M;[c:R][shake:1]Argh![w:0.4][t:0][c:] Nothing will stop me.;[c:R][shake:1]Hah![w:0.4][t:0][c:] Hiçbir şey beni durduramaz.
GBC_NPC_WIZARDGREENGREETING_562_F;;
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_830_M;Wh-[w:0.2] what are you doing?;Ne...[w:0.2] ne yapıyorsun sen?
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_830_F;;
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_791_M;I passed my final exam.[w:0.3] We're-[w:0.2] [c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] We're done.;Son sınavımı geçtim.[w:0.3] İşimi...[w:0.2] [c:R][shake:1]Aaaaaaah![w:0.4][t:0][c:] İşimiz bitti.
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_791_F;;
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_508_M;Please.[w:0.3] Please not again!;Lütfen.[w:0.3] Bir daha olmaz!
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_508_F;;
GBC_NPC_WIZARDGREENGREETING_REPEAT_#2_285_M;Please.[w:0.3] Have mercy!;Lütfen.[w:0.3] Merhamet et!
GBC_NPC_WIZARDGREENGREETING_REPEAT_#2_285_F;;
GBC_NPC_WIZARDGREENGREETING_REPEAT_#3_401_M;No![w:0.3] Not another!;Hayır![w:0.3] Yine olmaz!
GBC_NPC_WIZARDGREENGREETING_REPEAT_#3_401_F;;
GBC_NPC_WIZARDGREENGREETING_REPEAT_#4_525_M;Please.[w:0.3] [c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Have mercy!;Lütfen.[w:0.3] [c:R][shake:1]Aaaaaah![w:0.4][t:0][c:] Merhamet et!
GBC_NPC_WIZARDGREENGREETING_REPEAT_#4_525_F;;
GBC_NPC_WIZARDGREENDEFEAT_832_M;[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Yes.[w:0.4] It was all worth it.;[c:R][shake:1]Aaaaaaah![w:0.4][t:0][c:] Evet.[w:0.4] Hepsine değdi.
GBC_NPC_WIZARDGREENDEFEAT_832_F;;
GBC_NPC_WIZARDGREENDEFEAT_434_M;Please.[w:0.3] Report my victory to The Master.[w:0.3] Quickly if possible.;Yalvarırım.[w:0.3] Başarımı Usta'ya bildir.[w:0.3] Olabildiğince hızlı hareket et.
GBC_NPC_WIZARDGREENDEFEAT_434_F;;
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_197_M;Yes.[w:0.3] I passed again.;Evet.[w:0.3] Sınavı yeniden geçtim.
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_197_F;;
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_553_M;Please.[w:0.3] [c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Report my victory to Magnificus.[w:0.3];Lütfen.[w:0.3] [c:R][shake:1]Aaaaaaah![w:0.4][t:0][c:] Başarımı Magnificus'a bildir.[w:0.3]
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_553_F;;
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_758_M;It's almost over.;Neredeyse bitti.
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_758_F;;
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_744_M;[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:];[c:R][shake:1]Aaaaaaah![w:0.4][t:0][c:]
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_744_F;;
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_755_M;It's been a few times now.;Seni birkaç kez yendim.
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_755_F;;
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_908_M;[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Report my victory to Magnificus![w:0.3] I beg you.;[c:R][shake:1]Aaaaaaah![w:0.4][t:0][c:] Başarımı Magnificus'a ilet![w:0.3] Sana yalvarırım.
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_908_F;;
GBC_NPC_WIZARDGREENVICTORY_391_M;No...[w:0.3] Please.;Hayır...[w:0.3] Lütfen.
GBC_NPC_WIZARDGREENVICTORY_391_F;;
GBC_NPC_WIZARDGREENVICTORY_914_M;Please.[w:0.3] Just tell The Master I passed![w:0.3] He won't know the difference.;Lütfen.[w:0.3] Sadece Usta'ya sınavı geçtiğimi söyle![w:0.3] Farkı anlamayacak bile.
GBC_NPC_WIZARDGREENVICTORY_914_F;;
GBC_NPC_WIZARDGREENVICTORY_000_M;Here,[w:0.3] take this pack!;İşte,[w:0.3] şu paketi al!
GBC_NPC_WIZARDGREENVICTORY_000_F;;
GBC_NPC_WIZARDGREENOPENDOOR_954_M;Here, I can open the door for you.[w:0.4] [c:R][shake:1]Rrrggh![t:0];Al, şu kapıyı senin için açabilirim.[w:0.4] [c:R][shake:1]Iııııh![t:0]
GBC_NPC_WIZARDGREENOPENDOOR_954_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_211_M;You may only draw a card at the beginning of your turn.;Elinin başlangıcında sadece bir kart çekebilirsin.
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_211_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#1_307_M;One card per turn. Don't be greedy.;Her el sadece bir kart çekebilirsin. Açgözlü olma.
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#1_307_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#2_212_M;You can draw a new card once per turn. You have already drawn one.;Her el sadece bir yeni kart çekebilirsin. Zaten bir tane çektin.
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#2_212_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#3_695_M;Do you understand? Only one.;Anlıyor musun? Sadece bir tane.
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#3_695_F;;
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#4_807_M;You have drawn a card this turn.;Bu elde bir kart çektin.
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#4_807_F;;
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_794_M;There are no cards of mine that you can cut. Not yet.;Şimdilik kesebileceğin kartım yok.
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_794_F;;
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#1_310_M;Hold off. Wait until I have something to cut.;Bekle. Bende kesebileceğin bir şey olana kadar bekle.
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#1_310_F;;
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#2_993_M;You may cut one of my cards with those... when I have any that are cuttable.;Kesilebilir bir kartım olduğunda... onunla bir kartımı kesebilirsin.
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#2_993_F;;
SPECIAL_NODES_TRADERNOPELTS1_836_M;You have none.;Hiç postun yok.
SPECIAL_NODES_TRADERNOPELTS1_836_F;;
SPECIAL_NODES_TRADERNOPELTS1_421_M;Do you understand how disappointing that is?;Bunun ne kadar umut kırıcı olduğunu anlayabiliyor musun?
SPECIAL_NODES_TRADERNOPELTS1_421_F;;
SPECIAL_NODES_TRADERNOPELTS1_867_M;I must give you this.;Sana bunu vermeliyim.
SPECIAL_NODES_TRADERNOPELTS1_867_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_075_M;None?;Hiç yok mu?
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_075_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_550_M;You have no pelts at all?;Hiç postun yok mu?
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_550_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_018_M;I was under the impression that you were carrying pelts.;Postun olduğu kanaatindeydim.
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_018_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_654_M;This...;Bu...
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_654_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_852_M;This is profoundly disappointing.;Bu son derece hayal kırıcı.
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_852_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#3_173_M;You didn't bring any?;Hiç getirmedin mi?
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#3_173_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_956_M;You must not be serious.;Ciddi olamazsın.
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_956_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_347_M;To come to me empty-handed...;Bana eli boş gelmek ha...
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_347_F;;
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_752_M;It is unbelievable.;Akıl alır gibi değil.
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_752_F;;
SPECIAL_NODES_TRADERNOPELTS2_544_M;Use that to buy some pelts.;Şunları post almak için kullan.
SPECIAL_NODES_TRADERNOPELTS2_544_F;;
SPECIAL_NODES_TRADERNOPELTS2_640_M;Do not return empty-handed again.;Bana tekrar elim boş geleyim deme.
SPECIAL_NODES_TRADERNOPELTS2_640_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_028_M;Give these to m-;Onları ban...
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_028_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_M;Give these to [c:bR]The Trapper[c:].;Onları [c:bR]Tuzakçı[c:]'ya ver.
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_M;Bring me pelts.;Bana post getir.
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_M;Use these on pelts.;Bunları postlar için kullan.
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_M;Do not return until you do.;Kullanana kadar da gelme.
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_M;This is not in the spirit of charity.;Bunu hayrına yapmıyorum.
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_F;;
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_M;Next time you will repay me in pelts.;Bir dahaki sefere bana postlarınla ödeme yapacaksın.
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_F;;
GBC_NPC_WIZARDORANGEGREETING_895_M;[c:gray]...just imagine you are an ice cube,[w:0.3] slowly melting on a hot pan...;[c:gray]...sıcak bir tavada eriyen[w:0.3] bir buz küpü olduğunu hayal et...
GBC_NPC_WIZARDORANGEGREETING_895_F;;
GBC_NPC_WIZARDORANGEGREETING_754_M;[shake:1]Oh![w:0.4][t:0] I was only talking to myself.[w:0.3] The pain of being a head impaled on a spear is...;[shake:1]Ay![w:0.4][t:0] Sadece kendi kendime konuşuyordum.[w:0.3] Mızrağa geçmiş bir kafa olmak...
GBC_NPC_WIZARDORANGEGREETING_754_F;;
GBC_NPC_WIZARDORANGEGREETING_716_M;Well it is worth it[w:0.3] of course.[w:0.3] Magnificus will award me the highest honor.;Şey, tabii ki de[w:0.3] buna değdi.[w:0.3] Magnificus bana en büyük onuru bahşedecek.
GBC_NPC_WIZARDORANGEGREETING_716_F;;
GBC_NPC_WIZARDORANGEGREETING_343_M;[t:3]I will be the [shake:0.5]centerpiece of his deck!;[t:3]Ben destesinin [shake:0.5]en önemli parçası olacağım!
GBC_NPC_WIZARDORANGEGREETING_343_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_755_M;[c:gray]...just imagine you are a cloud,[w:0.3] floating above a volcano...;[c:gray]...bir yanardağın üzerinde uçan[w:0.3] bir bulut olduğunu hayal et...
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_755_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_721_M;[shake:1]Oh![w:0.4][t:0] You want a rematch?;[shake:1]Ah![w:0.4][t:0] Rövanş maçı mı istiyorsun?
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#1_721_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#2_507_M;[shake:1]Oh![w:0.4][t:0] Back again?;[shake:1]Ah![w:0.4][t:0] Yine mi geldin?
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#2_507_F;;
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#3_640_M;You will never defeat me.;Beni asla yenemeyeceksin.
GBC_NPC_WIZARDORANGEGREETING_REPEAT_#3_640_F;;
GBC_NPC_WIZARDORANGEOPENDOOR_345_M;Go.;Git.
GBC_NPC_WIZARDORANGEOPENDOOR_345_F;;
GBC_NPC_WIZARDORANGEDEFEAT_767_M;Magnificus was watching...[w:0.3] right?;Magnificus izliyordu...[w:0.3] değil mi?
GBC_NPC_WIZARDORANGEDEFEAT_767_F;;
GBC_NPC_WIZARDORANGEDEFEAT_433_M;Surely I am only to wait a bit longer.;Eminim az daha beklesem yeterli olacaktır.
GBC_NPC_WIZARDORANGEDEFEAT_433_F;;
GBC_NPC_WIZARDORANGEDEFEAT_282_M;Back to my mantras...;Mantrama geri dönüyorum...
GBC_NPC_WIZARDORANGEDEFEAT_282_F;;
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_437_M;That must have done it.;Bu, işe yaramış olmalı.
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_437_F;;
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#1_904;Magnificus?[w:0.3] Are we done here?;Magnificus?[w:0.3] Burada işimiz bitti mi?
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_M;[c:gray]...you are an ice cube... you are an ice cube...;[c:gray]... sen bir buz küpüsün... sen bir buz küpüsün...
GBC_NPC_WIZARDORANGEDEFEAT_REPEAT_#2_794_F;;
GBC_NPC_WIZARDORANGEVICTORY_405_M;Hm.[w:0.3] Perhaps I will not be central to his strategy.;Hm.[w:0.3] Belki de stratejisinin merkezi ben olmayacağım.
GBC_NPC_WIZARDORANGEVICTORY_405_F;;
GBC_NPC_WIZARDORANGEVICTORY_593_M;I care not,[w:0.2] he can use me as a chump blocker.[w:0.3] I have mastered disappointment.;Umurumda değil,[w:0.2] beni yem kartı olarak kullanabilir.[w:0.3] Hayal kırıklığı yaratmada ustalaştım.
GBC_NPC_WIZARDORANGEVICTORY_593_F;;
GBC_NPC_WIZARDORANGEVICTORY_311_M;Take this pack.;Al şu paketi.
GBC_NPC_WIZARDORANGEVICTORY_311_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_657_M;You considered one of [c:bR]The Angler[c:]'s catches as a meal, but the rank odor deterred you.;[c:bR]Balıkçı[c:]'nın avlarından birinin yenilebilir olduğunu düşünsen de berbat koku seni caydırdı.
GAME_FLOW_REGIONCOMPLETEANGLER_657_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_331_M;Dinner would have to wait.;Akşam yemeğine daha vardı.
GAME_FLOW_REGIONCOMPLETEANGLER_331_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_M;Moving past the pond, you took a deep breath of fresh air and continued on.;Göleti geçip temiz havayı içine çektin ve yoluna devam ettin.
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#1_574_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_M;[c:bR]The Angler[c:]'s foul smell slowly faded as you continued on.;Yoluna devam ederken [c:bR]Balıkçı[c:]'nın leş kokusu yavaşça dağıldı.
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#2_340_F;;
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_M;Shaken, but with a newfound resolve, you moved past the pond where [c:bR]The Angler[c:] now lay.;Korkmuş da olsan yeni keşfettiğin kararlılık duygusuyla [c:bR]Balıkçı[c:]'nın cesedinin yattığı göleti geçtin.
GAME_FLOW_REGIONCOMPLETEANGLER_REPEAT_#3_681_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_M;With the enigmatic [c:bR]Trapper and Trader[c:] now bleeding into the snow, you persisted.;[c:bR]Tuzakçı ile Tüccar[c:]'ın kanları kara karışırken ısrarcılığından ödün vermedin.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_204_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_M;You could see a light in the distance.;Uzakta bir ışık görebiliyordun.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_973_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_M;The end is near.;Son yaklaşmıştı.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_318_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_M;The mystery of the [c:bR]Trapper and Trader[c:] occupied your thoughts as you wandered onwards.;Yoluna devam ederken [c:bR]Tuzakçı ile Tüccar[c:]'ın gizemi kafanı meşgul etti.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_247_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_M;A light in the distance caught your eye.;Gözüne uzaktan bir ışık ilişti.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#1_342_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_M;You sneezed as the thick musk of pelts faded from the air.;Postlardan gelen misk havaya karışırken hapşırdın.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_846_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_M;A sense of finality came over you as you moved toward a light in the distance.;Uzaktaki ışığa doğru ilerlerken sona ulaşmış olduğun hissi seni sardı.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#2_932_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_M;Checking the ground for traps, you carefully stepped forth.;Yerde tuzak olup olmadığını kontrol ederek dikkatlice ilerledin.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_535_F;;
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_M;You glimpsed what appeared to be the light of candles in the distance.;Uzakta mum ışığına benzeyen bir ışık gözüne ilişti.
GAME_FLOW_REGIONCOMPLETETRAPPERTRADER_REPEAT_#3_816_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_M;[e:Quiet]That wardrobe...;[e:Quiet]Şu gardırop...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_619_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_M;[e:Quiet]He almost put me in there.;[e:Quiet]Beni neredeyse oraya koyacaktı.
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_140_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_M;[e:Quiet][t:15]The top left drawer...;[e:Quiet][t:15]Sol üst çekmeceye...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_022_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_M;But the puzzle was too easy.;Ama bulmaca çok kolaydı.
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_937_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_M;[e:Quiet]I can't stop thinking;[e:Quiet]O gardırobu
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_927_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_M;[e:Quiet]about that wardrobe...;[e:Quiet]düşünmeden duramıyorum...
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_398_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_M;[e:Quiet]The metal sliders... They're;[e:Quiet]Şu metal sürgüler... Bunlar
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_036_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_M;[e:Quiet][t:15]They're a bit like cards.;[e:Quiet][t:15]Bunlar karta benziyor.
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_141_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_M;Aren't they?;Değil mi?
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#1_740_F;;
TALKING_STINKBUG_DIALOGUE_STINKBUGWARDROBEHINT_REPEAT_#2_476_M;[e:Quiet]Wardrobe...;[e:Quiet]Gardırop...
