Column1;Column10;JP 
GBC_BATTLE_LESHYGBCBOSSSTATSCARD_REPEAT_#1_741_M;Next,[w:0.3] [c:bR]stats[c:]...;次は[w:0.3][c:bR]ステータス[c:]だな…
GBC_BATTLE_LESHYGBCBOSSSTATSCARD_REPEAT_#1_741_F;;
GBC_BATTLE_LESHYGBCBOSSSTATSCARD_REPEAT_#2_415_M;Let me get those numbers...;あの数字を私のものにさせてくれ…
GBC_BATTLE_LESHYGBCBOSSSTATSCARD_REPEAT_#2_415_F;;
GBC_BATTLE_LESHYGBCBOSSSTATSCARD_REPEAT_#3_376_M;A moment.[w:0.3] I need the [c:bR]stats[c:]...;待った。[w:0.3][c:bR]ステータス[c:]が必要だな…
GBC_BATTLE_LESHYGBCBOSSSTATSCARD_REPEAT_#3_376_F;;
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_797_M;I'll need a photo of that one's [c:R]cost[c:]...;あの獣の[c:R]コスト[c:]の写真がいるな…
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_797_F;;
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_REPEAT_#1_610_M;The [c:R]cost[c:]...;[c:R]コスト[c:]は…
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_REPEAT_#1_610_F;;
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_REPEAT_#2_565_M;!DELETED!;あれが死ぬ前に…
GBC_BATTLE_LESHYGBCBOSSCOSTCARD_REPEAT_#2_565_F;;
GBC_BATTLE_LESHYGBCBOSSABILITIESCARD_965_M;And finally,[w:0.3] the [c:R]sigils[c:].;そして、最後は[w:0.3][c:R]印[c:]だ。
GBC_BATTLE_LESHYGBCBOSSABILITIESCARD_965_F;;
GBC_BATTLE_LESHYGBCBOSSABILITIESCARD_REPEAT_#1_040_M;All we need now is the [c:R]sigils[c:]...;あと必要なのは[c:R]印[c:]だ…
GBC_BATTLE_LESHYGBCBOSSABILITIESCARD_REPEAT_#1_040_F;;
GBC_BATTLE_LESHYGBCBOSSABILITIESCARD_REPEAT_#2_256_M;The [c:R]sigils[c:]...;[c:R]印[c:]は…
GBC_BATTLE_LESHYGBCBOSSABILITIESCARD_REPEAT_#2_256_F;;
GBC_BATTLE_LESHYGBCBOSSCOMPLETEDCARD_137_M;That will do.;これでいい。
GBC_BATTLE_LESHYGBCBOSSCOMPLETEDCARD_137_F;;
GBC_BATTLE_LESHYGBCBOSSCOMPLETEDCARD_203_M;The deaths of your creatures will form a beautiful mosaic.;君の獣たちの死が、美しい模様を描くであろう。
GBC_BATTLE_LESHYGBCBOSSCOMPLETEDCARD_203_F;;
GBC_BATTLE_LESHYGBCBOSSCOMPLETEDCARD_REPEAT_#1_855_M;That will do.[w:0.3] Allow me a moment to prepare...;これでよし。[w:0.3]準備する時間をくれないか…
GBC_BATTLE_LESHYGBCBOSSCOMPLETEDCARD_REPEAT_#1_855_F;;
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_152_M;You must like them.[w:0.3] Though the stitchwork is my own, they[w:0.2][shake:0.6] are your cards.;君は彼らを気に入っていたであろうな。[w:0.3]私がつぎはぎしたものだが、[w:0.2][shake:0.6]君のカードなことに変わりない。
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_152_F;;
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_280_M;Now we put them to the test.[w:0.3] My beasts enjoy a varied diet.;さあ、彼らを動かしてみようか。[w:0.3]私の獣は雑食でな。
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_280_F;;
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#1_092_M;Are you satisfied with our creations?;創造物に満足したかね？
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#1_092_F;;
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#2_192_M;Are these Amalgams[w:0.3] satisfactory?;合成物は[w:0.3]気に入ったかね？
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#2_192_F;;
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#3_559_M;Let us put them to the test.[w:0.3] My beasts enjoy a varied diet.;さあ、彼らを動かしてみようか。[w:0.3]私の獣は雑食でな。
GBC_BATTLE_LESHYGBCBOSSDEATHCARDDRAW_REPEAT_#3_559_F;;
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_981_M;You won't be needing those.[w:0.3] I have something better.;君にはもう必要ないだろう。[w:0.3]私にはもっといいものがある。
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_981_F;;
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#1_537_M;These are inferior cards.[w:0.3] Let's replace them.;こんな弱いカードは不要だ。[w:0.3]置き換えようではないか。
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#1_537_F;;
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#2_820_M;I have something better.;これよりいいカードを持っているぞ。
GBC_BATTLE_LESHYGBCBOSSLOSEHAND_REPEAT_#2_820_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_939_M;Hm.[w:0.3] We never did finish your deathcard...[w:0.6] There wasn't enough death.;ふむ。[w:0.3]君の死のカードはなかったな…[w:0.6]死が足りなかったか。
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_939_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_919_M;I hope you don't mind my filling in the blanks.;空きを私の手で埋めても気にしないよな。
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_919_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#1_245_M;I had to take some liberties with this one.[w:0.3] There wasn't enough death.;このカードについて、私の手で少々手を加えざるを得なかった。[w:0.3]死が足りなかったのでな。
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#1_245_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#2_139_M;The Amalgams will have a bit of my own cards thrown in.[w:0.3] Not enough of yours perished.;この合成物には私のカードが少々混ざることになる。[w:0.3]君の獣は全然死ななかったからな。
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#2_139_F;;
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#3_052_M;We never did finish your deathcard...[w:0.6] There wasn't enough death.;君の死のカードを作り終えてなかったな…[w:0.6]死が足りなかったからだ。
GBC_BATTLE_LESHYGBCBOSSINCOMPLETEDEATHCARD_REPEAT_#3_052_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_390_M;Do not spare your creatures.[w:0.3] My camera is waiting to capture them at the moment of their demise.;君の生物を出し惜しむな。[w:0.3]私のカメラで、それらが死ぬ瞬間を残しておきたいのだ。
GBC_BATTLE_LESHYGBCBOSSPHASE1_390_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_385_M;And my beasts are famished.;それに私の獣も飢えている。
GBC_BATTLE_LESHYGBCBOSSPHASE1_385_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#1_310_M;My camera is poised.[w:0.3] Show me something worthwhile.;カメラの準備はできたぞ。[w:0.3]さあ、有意義なひと時を過ごさせてくれ。
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#1_310_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#2_920_M;Fresh meat for my beasts.;私の獣に、新鮮なエサが与えられるか。
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#2_920_F;;
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#3_421_M;Think of the deathcard we can create this time.;今回作れそうな死のカードのことを思い浮かべてみろ。
GBC_BATTLE_LESHYGBCBOSSPHASE1_REPEAT_#3_421_F;;
GBC_NPC_LESHYGBCDEFEATED_795_M;How utterly disappointing.[w:0.3] I was hoping for a greater challenge.;まことに失望したぞ。[w:0.3]もっと歯ごたえがある戦いに期待していたが。
GBC_NPC_LESHYGBCDEFEATED_795_F;;
GBC_NPC_LESHYGBCDEFEATED_114_M;It was all over so quickly.[w:0.3] Oh,[w:0.3] if I could extend the struggle.;あまりにも早く終わってしまった。[w:0.3]ああ、[w:0.3]この戦いを長引かせられればな。
GBC_NPC_LESHYGBCDEFEATED_114_F;;
GBC_NPC_LESHYGBCDEFEATED_374_M;For the kill[w:0.2] is only as satisfying as the struggle that precedes it.;死だけが[w:0.2]この戦いよりも大きな満足を与える存在なのだからな。
GBC_NPC_LESHYGBCDEFEATED_374_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_409_M;Hm.[w:0.3] I had hoped for more of a struggle.;ふむ。[w:0.3]もっと激しく抵抗するかと思っていたのだが。
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_409_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_511_M;You may wish to modify your deck.[w:0.3] Or find some better cards.;デッキを組みなおしたほうがいいだろう。[w:0.3]またはより良いカードを見つけるか、だ。
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#1_511_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_660_M;Do you roll over this easily for the other Scrybes?;お前は、他のスクライブに対してもこれほど簡単にやられてしまうのか？
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_660_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_028_M;Perhaps you would fare better against P03.;君はP03を相手にした方が、より良い挑戦になっていたかもな。
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_028_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_054_M;Return to me with a more powerful deck.;もっと強いデッキを組んでから、私のところへ戻ってこい。
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#2_054_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_132_M;[c:F]You had failed,[w:0.3] bested by[w:0.2] the [c:R]Scrybe of Beasts[c:F].;[c:F]君は敗北した。[w:0.3]この[w:0.2][c:R]獣のスクライブ[c:F]によってな。
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_132_F;;
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_699_M;You may want to reorganize your deck.[w:0.3] It is not equal to the challenge that my beasts present.;デッキを組みなおしたほうがいいだろう。[w:0.3]私の獣たちが持つ強さとは釣り合っていないぞ。
GBC_NPC_LESHYGBCDEFEATED_REPEAT_#3_699_F;;
GBC_NPC_P03GBCTEMPLEINTRO_236_M;Challenge me?[w:0.3] Let's see your deck.;ボクに挑戦するのか？[w:0.3]デッキを見せてくれ。
GBC_NPC_P03GBCTEMPLEINTRO_236_F;;
GBC_NPC_P03GBCTEMPLEINTRO_180_M;[shake:0.8]Weak cards.[w:0.3] Total lack of synergy.[w:0.3] This[w:0.3] pile[w:0.3] really doesn't stand a chance against me.;[shake:0.8]ショボいカード。[w:0.3]シナジーも考えられてない。[w:0.3]こんな[w:0.3]デッキじゃ[w:0.3]ボクに勝てるわけがない。
GBC_NPC_P03GBCTEMPLEINTRO_180_F;;
GBC_NPC_P03GBCTEMPLEINTRO_529_M;Look,[w:0.3] I'm trying to finish up my conduit control list here.[w:0.3] But the[w:0.2][e:Anger][shake:0.8] bots[w:0.3] they're sending down the line are trash.;まぁ、[w:0.3]ボクはここで導線管理リストを仕上げようとしてるんだ。[w:0.3]でも送られてくる[w:0.2][e:Anger][shake:0.8]ボットたち[w:0.3]がクソすぎてな。
GBC_NPC_P03GBCTEMPLEINTRO_529_F;;
GBC_NPC_P03GBCTEMPLEINTRO_102_M;Get those workers to send me something[e:Anger][shake:0.8][w:0.3] good.[w:0.3] Tell them to throw themselves on the line if necessary.;作業員を動かして、ボクにもっと[e:Anger][shake:0.8][w:0.3]マシなのを送るようにしてくれ。[w:0.3]必要なら奴らをラインに放り込んでやれ。
GBC_NPC_P03GBCTEMPLEINTRO_102_F;;
GBC_NPC_P03GBCTEMPLEINTRO_138_M;And,[w:0.3] please,[w:0.3] have a decent deck by the time you're done.;それと、[w:0.3]頼むから、[w:0.3]その辺が済むころにはいいデッキを用意してくれよ。
GBC_NPC_P03GBCTEMPLEINTRO_138_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_651_M;[e:Anger][shake:0.8]Did[w:0.6][shake:0.8] I[w:0.6][shake:0.8] lag?;[e:Anger][shake:0.8]あれ、[w:0.6][shake:0.8]ラグ[w:0.6][shake:0.8]ってた？
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_651_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_300_M;Figure out why they're sending me trash bots to scan.;ゴミみたいなボットを送ってくる理由を突き止めてくれよ。
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#1_300_F;;
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#2_440_M;[e:Anger][shake:0.8]Did I lag?;[e:Anger][shake:0.8]ラグってた？
GBC_NPC_P03GBCTEMPLEINTRO_REPEAT_#2_440_F;;
GBC_NPC_INSPECTORGREETING_900_M;[t:0.5]What is it.[w:0.5] What do you want?;[t:0.5]なによ。[w:0.5]なんか用？
GBC_NPC_INSPECTORGREETING_900_F;;
GBC_NPC_INSPECTORGREETING_171_M;[t:0.5]Can't you see that I'm very very very very very very very very very very[shake:1][end];[t:0.5]私は今めっっっっっっっちゃ[shake:1][end]
GBC_NPC_INSPECTORGREETING_171_F;;
GBC_NPC_INSPECTORGREETING_986_M;[t:0.5]I'm[w:0.3] very busy here.;[t:0.5]忙しい[w:0.3]けど。
GBC_NPC_INSPECTORGREETING_986_F;;
GBC_NPC_INSPECTORGREETING_233_M;[t:0.5]What?[w:0.4] P03 isn't happy with my output?[w:0.5] But[w:0.3] I am merely the inspector.;[t:0.5]えっ？[w:0.4]P03が私の出力を気に入ってない？[w:0.5]でも[w:0.3]アタシはただの検査担当よ。
GBC_NPC_INSPECTORGREETING_233_F;;
GBC_NPC_INSPECTORGREETING_744_M;[t:0.5]To put better bots on the line I would need to...;[t:0.5]もっといいボットをラインにならべるなら…
GBC_NPC_INSPECTORGREETING_744_F;;
GBC_NPC_INSPECTORGREETING_802_M;[t:0.5]Just who are you?[w:0.3] To be carrying orders from P03?;[t:0.5]というかアンタ誰？[w:0.3]P03に言われてきただけ？
GBC_NPC_INSPECTORGREETING_802_F;;
GBC_NPC_INSPECTORGREETING_597_M;[t:0.5]P03 would only trust someone with some semblance of card game skill.;[t:0.5]P03はカードゲームの腕がある奴しか信用しないのよ。
GBC_NPC_INSPECTORGREETING_597_F;;
GBC_NPC_INSPECTORGREETING_383_M;[t:0.5]I am very busy.[w:0.3] But[w:0.4] I must know if you are qualified to give me orders.;[t:0.5]アタシは超忙しいの。[w:0.3]でも、[w:0.4]アンタがアタシに命令を出す価値があるか見せてもらうわ。
GBC_NPC_INSPECTORGREETING_383_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_663_M;[t:0.5]Your qualifications appear dubious.;[t:0.5]アンタに資格があるか、怪しいね。
GBC_NPC_INSPECTORGREETING_REPEAT_#1_663_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_283_M;[t:0.5]But to disobey an order straight from P03's mic...;[t:0.5]でもP03が直接出した命令に反するのは…
GBC_NPC_INSPECTORGREETING_REPEAT_#1_283_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#1_660_M;[t:0.5]Very well.[w:0.3] Here we go again.;[t:0.5]ああそう。[w:0.3]またなの。
GBC_NPC_INSPECTORGREETING_REPEAT_#1_660_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#2_422_M;[t:0.5]I suppose I must know if you are[w:0.2] truly[w:0.2] qualified.;[t:0.5]アンタが[w:0.2]本当に[w:0.2]資格があるか、見なきゃね。
GBC_NPC_INSPECTORGREETING_REPEAT_#2_422_F;;
GBC_NPC_INSPECTORGREETING_REPEAT_#3_328_M;[t:0.5]This distraction is becoming troublesome...;[t:0.5]ほんとこの横槍、ウザくなってきたわね…
GBC_NPC_INSPECTORGREETING_REPEAT_#3_328_F;;
GBC_NPC_INSPECTORDEFEAT_805_M;[t:0.5]P03 would never trust you with direct orders.[w:0.3] I should have known.;[t:0.5]P03から命令を受けるほど信頼されてるなんて信じられない。[w:0.3]アタシとしたことが。
GBC_NPC_INSPECTORDEFEAT_805_F;;
GBC_NPC_INSPECTORDEFEAT_152_M;[t:0.5]You have wasted my time.;[t:0.5]アタシの時間の無駄だったわね。
GBC_NPC_INSPECTORDEFEAT_152_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_232_M;[t:0.5]Again[w:0.3] you have pulled me from my work.;[t:0.5]また[w:0.3]アタシの作業の邪魔をしたわね。
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_232_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_139_M;[t:0.5]Many bots have now passed uninspected.;[t:0.5]そのせいで沢山のボットが検査なしで通ったじゃない。
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_139_F;;
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_312_M;[t:0.5]I fear P03 will[w:0.3] actually[w:0.3] have something to complain about now.;[t:0.5]P03から[w:0.3]マジモンの[w:0.3]文句が来てもおかしくないわ。
GBC_NPC_INSPECTORDEFEAT_REPEAT_#1_312_F;;
GBC_NPC_INSPECTORVICTORY_039_M;[t:0.5]Oh dear.[w:0.3] Your message from P03 must indeed be genuine.;[t:0.5]あら。[w:0.3]アンタが持ってきたP03のメッセージは本物みたいね。
GBC_NPC_INSPECTORVICTORY_039_F;;
GBC_NPC_INSPECTORVICTORY_006_M;[t:0.5]As I mentioned,[w:0.3] I am a mere inspector.[w:0.3] Not an engineer,[w:0.3] not a designer.;[t:0.5]言ったとおり、[w:0.3]アタシはただの検査担当。[w:0.3]エンジニアでもなく、[w:0.3]デザイナーでもない。
GBC_NPC_INSPECTORVICTORY_006_F;;
GBC_NPC_INSPECTORVICTORY_220_M;[t:0.5]I cannot send new bots down the line.[w:0.3] But I...[w:0.3] I can send myself.;[t:0.5]新しいボットをラインに送ることはできないわ。[w:0.3]でも…[w:0.3]アタシ自身を送れるかも。
GBC_NPC_INSPECTORVICTORY_220_F;;
GBC_NPC_INSPECTORVICTORY_002_M;[t:0.5]I am proud to have served P03 faithfully.[w:0.3] Well met,[w:0.3] stranger.;[t:0.5]P03に忠誠をつくせてうれしかったわ。[w:0.3]それじゃあね、[w:0.3]見知らぬ者よ。
GBC_NPC_INSPECTORVICTORY_002_F;;
GBC_NPC_SMELTERGREETING_659_M;[t:0.5][e:Surprise][c:R]LET ME OUT[shake:1][end];[t:0.5][e:Surprise][c:R]出して！[shake:1][end]
GBC_NPC_SMELTERGREETING_659_F;;
GBC_NPC_SMELTERGREETING_468_M;HA[w:0.2] HA[w:0.3] HAAAA[w:0.2]A[w:0.2]A[w:0.4]a...[w:0.4] What was that?;ハ[w:0.2]ハ[w:0.3]ハ[w:0.2]ハ[w:0.2]ハ[w:0.4]ハ…[w:0.4]今のは？
GBC_NPC_SMELTERGREETING_468_F;;
GBC_NPC_SMELTERGREETING_537_M;We are-[w:0.3][shake:0.8] I[w:0.3] am The Melter.[w:0.3] They send me raw materials and[w:0.3] I-[w:0.3] well,[w:0.2] you can see how it works.;私たち…[w:0.3][shake:0.8]私[w:0.3]はメルター。[w:0.3]原料が送られてきて、それがどうなるかは[w:0.3]私―[w:0.2]ううん、[w:0.3]アナタが見ているとおりよ。
GBC_NPC_SMELTERGREETING_537_F;;
GBC_NPC_SMELTERGREETING_781_M;Not another[w:0.3] WORD[w:0.3] out of you![w:0.3] We[w:0.3][shake:0.8] must[w:0.2] have a card battle.;[w:0.3]一言[w:0.3]も言わなくていいわ！[w:0.3]今すぐ[w:0.3][shake:0.8][w:0.2]カードバトルをしないと。
GBC_NPC_SMELTERGREETING_781_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#1_304_M;[t:0.5][e:Surprise][c:R]LET ME O-[shake:1][end];[t:0.5][e:Surprise][c:R]出し―[shake:1][end]
GBC_NPC_SMELTERGREETING_REPEAT_#1_304_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#1_932_M;Yes,[w:0.3] yes,[w:0.3] again!;ええ、[w:0.3]ええ、[w:0.3]またなのね！
GBC_NPC_SMELTERGREETING_REPEAT_#1_932_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#2_325_M;Are we almost done?[w:0.3] You'll keep trying?;そろそろ終わりなの？[w:0.3]まだやるつもり？
GBC_NPC_SMELTERGREETING_REPEAT_#2_325_F;;
GBC_NPC_SMELTERGREETING_REPEAT_#2_084_M;Yes,[w:0.3] very well.;ええ、[w:0.3]わかった。
GBC_NPC_SMELTERGREETING_REPEAT_#2_084_F;;
GBC_NPC_SMELTERDEFEAT_969_M;[t:0.5][e:Surprise][c:R]HELP M[shake:1][end];[t:0.5][e:Surprise][c:R]たすけ[shake:1][end]
GBC_NPC_SMELTERDEFEAT_969_F;;
GBC_NPC_SMELTERDEFEAT_080_M;Oh,[w:0.3] too bad![w:0.3] You lost!;あら、[w:0.3]残念！[w:0.3]あなたの負けよ！
GBC_NPC_SMELTERDEFEAT_080_F;;
GBC_NPC_SMELTERDEFEAT_050_M;[t:0.5][e:Surprise][c:R]PLEASE HELP[shake:1][end];[t:0.5][e:Surprise][c:R]たすけて[shake:1][end]
GBC_NPC_SMELTERDEFEAT_050_F;;
GBC_NPC_SMELTERDEFEAT_112_M;Now please,[w:0.3] leave us-[w:0.2] leave [w:0.2][shake:0.8]me[w:0.3] to my work.;お願いだから、[w:0.3]私たち…[w:0.2]じゃなくて[w:0.2][shake:0.8]私を[w:0.3]仕事に戻らせて。
GBC_NPC_SMELTERDEFEAT_112_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#1_884_M;Too bad,[w:0.3] so sad.[w:0.3] Off with you now.;残念、[w:0.3]悲しいわ。[w:0.3]あっち行って。
GBC_NPC_SMELTERDEFEAT_REPEAT_#1_884_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_068_M;Off with you now.;失せなさい。
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_068_F;;
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_441_M;I have work to attend to.;私は仕事しなきゃならないの。
GBC_NPC_SMELTERDEFEAT_REPEAT_#2_441_F;;
GBC_NPC_SMELTERVICTORY_933_M;[t:0.5][e:Surprise][c:R]HELP ME[shake:1][end];[t:0.5][e:Surprise][c:R]たすけて[shake:1][end]
GBC_NPC_SMELTERVICTORY_933_F;;
GBC_NPC_SMELTERVICTORY_934_M;Excellent battle.[w:0.3] Now,[w:0.2] with that aside,[w:0.3] what did you come to tell me? ;いい戦いだったわ。[w:0.3]それは[w:0.2]さておき、[w:0.3]何の用でここまで来たの？ 
GBC_NPC_SMELTERVICTORY_934_F;;
GBC_NPC_SMELTERVICTORY_619_M;P03 wishes for better bots for his scanner...[w:0.3] That is difficult.[w:0.3] You see...[w:0.3] I melt the metal.[w:0.3] But I cannot reprogram the stamping machine.;P03様がもっとマシなボットをスキャンしたい、ね…[w:0.3]難しいわね。[w:0.3]見ての通り…[w:0.3]私は鉄を溶かすだけなの。[w:0.3]スタンプ装置のプログラムを作り替えられないわ。
GBC_NPC_SMELTERVICTORY_619_F;;
GBC_NPC_SMELTERVICTORY_859_M;[t:0.5][e:Surprise][c:R]NO[shake:1][end];[t:0.5][e:Surprise][c:R]ダメ[shake:1][end]
GBC_NPC_SMELTERVICTORY_859_F;;
GBC_NPC_SMELTERVICTORY_808_M;...[w:0.3]there is a way to send at least[w:0.3][shake:0.8] one[w:0.3] new bot down the line.;…[w:0.3]少なくとも[w:0.3][shake:0.8]一台[w:0.3]の新しいボットをラインに出すことはできるわ。
GBC_NPC_SMELTERVICTORY_808_F;;
GBC_NPC_SMELTERVICTORY_992_M;[t:0.5][e:Surprise][c:R]NO NO NO NO[shake:1][end];[t:0.5][e:Surprise][c:R]ダメダメダメダメ[shake:1][end]
GBC_NPC_SMELTERVICTORY_992_F;;
GBC_NPC_SMELTERVICTORY_379_M;[t:0.5]HAHAHAHA![t:1][w:0.5][shake:1] YES![w:0.3] FOR P03!;[t:0.5]アハハハハハ！[t:1][w:0.5][shake:1]やるのよ！[w:0.3]P03様のために！
GBC_NPC_SMELTERVICTORY_379_F;;
GBC_NPC_DREDGERGREETING_650_M;Oy,[w:0.3] mate.[w:0.3] I know what yer 'ere for.;おう、[w:0.3]そこのアンタ。[w:0.3]ここへ来た理由は知ってるぜ。
GBC_NPC_DREDGERGREETING_650_F;;
GBC_NPC_DREDGERGREETING_162_M;Yer askin' me to take a dive.[w:0.3];オレに飛び込んでほしいんだろ。[w:0.3]
GBC_NPC_DREDGERGREETING_162_F;;
GBC_NPC_DREDGERGREETING_993_M;But I can't accommodate ye, mate.[w:0.3];でもよ、要求は応えられねえ。[w:0.3]
GBC_NPC_DREDGERGREETING_993_F;;
GBC_NPC_DREDGERGREETING_481_M;Got special orders,[w:0.3] innit?[w:0.3] Lookin' to dredge somefin' special.;特別な依頼を受けた。[w:0.3]わかるよな？[w:0.3]特別なもんを探してんだよ。
GBC_NPC_DREDGERGREETING_481_F;;
GBC_NPC_DREDGERGREETING_785_M;We can duel.[w:0.3] Aye.[w:0.3] Maybe even give ye somefin' if ye win.;デュエルはやれるぜ。[w:0.3]そうだ。[w:0.3]アンタが勝てばなんかくれてやる。
GBC_NPC_DREDGERGREETING_785_F;;
GBC_NPC_DREDGERGREETING_706_M;But I can't be takin' a dive.[w:0.3] P03 will unnerstan'.;でも八百長は無しだ。[w:0.3]P03にバレちまう。
