Column1;Column10;GER 
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_841_M;Choose a file, dear.;Wähle eine Datei, mein Lieber.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_841_F;Choose a file, dear.;Wähle eine Datei, meine Liebe.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_358_M;I will judge it based on its- its [c:bR]girth[c:].;Ich werde sie basierend auf ihrem ... ihrem [c:bR]Umfang[c:] beurteilen.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEDAMAGEFILE_REPEAT_#3_358_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_654_M;This?;Diese?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_654_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_453_M;Do enlighten me, what was [c:bR]this[c:] doing on your Hard Disk?;Klär mich auf: Was hat [c:bR]das[c:] denn auf deiner Festplatte gemacht?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_453_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_957_M;Think not of it. Let us continue.;Schon gut. Lass uns fortfahren.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_957_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_392_M;Hmm?;Hmm?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_392_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_751_M;What's this?;Was ist das?
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_751_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_288_M;Let us not dwell on it.;Gehen wir nicht näher darauf ein.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#1_288_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_661_M;A strange visage to be certain.;Ein seltsames Bild, so viel ist sicher.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_661_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_320_M;Let us move on past it.;Machen wir einfach weiter.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#2_320_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#3_268_M;An odd visage... to be certain.;Ein merkwürdiger Anblick ... so viel steht fest.
PART_3_BOSS_DIALOGUE_ARCHIVISTIMAGEFILE_REPEAT_#3_268_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_654_M;So you've chosen to subject me to this racket?;Du hast dich also entschieden, mich diesem Lärm auszusetzen?
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_654_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_059_M;[c:bB]Enough.[c:];[c:bB]Genug.[c:]
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_059_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#1_485_M;Could you not have chosen... a more agreeable sound?;Hättest du nicht ... gefälligere Klänge wählen können?
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#1_485_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#2_695_M;This one... is not pleasant.;Das ist ... nicht angenehm.
PART_3_BOSS_DIALOGUE_ARCHIVISTAUDIOFILE_REPEAT_#2_695_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_818_M;Oh look, it's boss time.;Oh, sieh mal, es ist Boss-Zeit.
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_818_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_251_M;Unpacking [c:bR]Archivist.zip[c:]...;Entpacke [c:bR]Archivarin.zip[c:] ...
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_251_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_880_M;Applying personality matrices...;Wende Persönlichkeitsmatrizen an ...
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_880_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_877_M;Cleaning up some temp files... OK, here we go.;Bereinige ein paar temporäre Dateien ... So, los geht's.
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_877_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_REPEAT_#1_160_M;Installing additional shaders...;Installiere zusätzliche Shader ...
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_REPEAT_#1_160_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_REPEAT_#1_875_M;Almost ready...;Fast fertig ...
PART_3_BOSS_DIALOGUE_ARCHIVISTPREINTRO_REPEAT_#1_875_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_677_M;Ah! Greetings.;Ah! Schönen Gruß.
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_677_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_923_M;If you had not gleaned it from the title of my zip file, I am The Archivist.;Falls du es noch nicht vom Titel meiner Zip-Datei abgeleitet hast: Ich bin die Archivarin.
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_923_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_960_M;I eagerly await the opportunity to explore your Hard Drive.;Ich warte sehnlichst auf die Gelegenheit, deine Festplatte zu erkunden.
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_960_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_496_M;Files and directories are my speciality you see.;Weißt du, Dateien und Verzeichnisse sind mein Spezialgebiet.
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_496_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#1_957_M;Ah, we meet again.;Ah, wir begegnen uns wieder.
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#1_957_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#1_696_M;Have you readied yourself for this reunion?;Hast du dich auf diese Zusammenkunft vorbereitet?
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#1_696_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#1_224_M;Excellent. Let us start.;Ausgezeichnet. Lass uns beginnen.
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#1_224_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#2_365_M;Another chance encounter!;Eine weitere zufällige Begegnung!
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#2_365_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#2_281_M;May it be as fresh as our first battle! ;Möge sie so frisch sein wie unser erster Kampf! 
PART_3_BOSS_DIALOGUE_ARCHIVISTINTRO_REPEAT_#2_281_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_779_M;Please select a file.;Bitte wähle eine Datei.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_779_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_420_M;This one, however, is very special.;Diese sollte jedoch etwas ganz Besonderes sein.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_420_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_333_M;Choose a file that is dearest to your heart.;Wähle eine Datei, die dir sehr am Herzen liegt.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_333_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_948_M;And one that shows [c:bR]age[c:].;Und die ein gewisses [c:bR]Alter[c:] besitzt.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_948_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#1_451_M;Ah, it is that time again!;Ah, es ist wieder Zeit hierfür!
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#1_451_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#1_571_M;I suppose the surprise is now ruined.;Ich schätze, die Überraschung ist nun verdorben.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#1_571_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#1_674_M;But, please, do pick a file that is... [c:bR]old[c:].;Wähle trotzdem bitte eine Datei, die ... [c:bR]alt[c:] ist.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#1_674_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#2_815_M;Recall that its... [c:bR]maturity[c:]... is your object.;Denk daran, dass ihre ... [c:bR]Reife[c:] ... eine Rolle spielt.
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#2_815_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#2_488_M;You know what comes next...;Du weißt, was als Nächstes kommt ...
PART_3_BOSS_DIALOGUE_ARCHIVISTCHOOSEHOSTAGEFILE_REPEAT_#2_488_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_479_M;Now, let us place that file in a card.;Jetzt lass uns diese Datei in einer Karte platzieren.
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_479_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_608_M;You didn't choose a file that was [c:bR]TOO[c:] dear, did you?;Du hast doch keine Datei gewählt, an der dir [c:bR]ALLZU[c:] viel liegt, oder?
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_608_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_358_M;For, if this card dies, I will [c:bR]delete the file from your disk[c:].;Denn wenn diese Karte stirbt, werde ich [c:bR]die Datei von deiner Festplatte löschen[c:].
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_358_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_157_M;[c:bB]Please, do not tempt me. I am completely serious.[c:];[c:bB]Bitte führ mich nicht in Versuchung. Ich meine es völlig ernst.[c:]
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_157_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_261_M;Shall we see what that looks like?;Wollen wir mal sehen, wie das aussieht?
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_261_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#1_451_M;How will that look as a card? Let us see.;Wie wird das als Karte aussehen? Schauen wir mal.
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#1_451_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#1_325_M;And, if you value your card, do not let it die!;Und wenn dir an deiner Karte liegt, lass sie nicht sterben!
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#1_325_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#2_879_M;Let us proceed...;Machen wir weiter ...
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#2_879_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#2_188_M;Careful not to lose your file.;Pass auf, dass du deine Datei nicht verlierst.
PART_3_BOSS_DIALOGUE_ARCHIVISTPICKEDHOSTAGE_REPEAT_#2_188_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_966_M;[c:bB]No. You don't have the energy.[c:];[c:bB]Nein. Du hast nicht die Energie dafür.[c:]
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_966_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_REPEAT_#1_467_M;[c:bB]That costs [v:1] energy and you have [v:2].[c:];[c:bB]Das kostet [v:1] Energie und du hast [v:2].[c:]
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_REPEAT_#1_467_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_REPEAT_#2_235_M;[c:bB]Do you still not get it? It costs [v:1] energy and you don't have enough.[c:];[c:bB]Verstehst du es immer noch nicht? Das kostet [v:1] Energie und du hast nicht genug.[c:]
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_REPEAT_#2_235_F;;
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_REPEAT_#3_745_M;[c:bB]That [v:0] costs more energy than you have.[c:];[c:bB]Die Karte „[v:0]“ kostet mehr Energie, als du hast.[c:]
GAMEPLAY_HINTS_HINT_NOTENOUGHENERGY_REPEAT_#3_745_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_143_M;Oh![w:0.3] I should have enquired sooner...;Oh![w:0.3] Ich hätte früher danach fragen sollen ...
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_143_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_293_M;You will need to grant me access to your Hard Drive.;Du wirst mir Zugriff auf deine Festplatte gewähren müssen.
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_293_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_246_M;Would you please acquiesce?;Würdest du bitte einwilligen?
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_246_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_024_M;I assure you, no harm will come of it.;Ich versichere dir, es wird nichts Schlimmes passieren.
PART_3_BOSS_DIALOGUE_ARCHIVISTASKFORACCESS_024_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_166_M;Such a miniscule file I have scarcely seen!;Eine derart winzige Datei sieht man selten!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_166_F;Such a miniscule file I have scarcely seen!;Eine derart winzige Datei  sieht man selten!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_564_M;Measured in [c:bR]bytes[c:]? My word.;In [c:bR]Bytes[c:] bemessen? Na, so was!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_564_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_654_M;I'm afraid this is too small to register.;Ich fürchte, sie ist zu klein, um sie überhaupt zu spüren.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_654_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#1_397_M;This infinitesimal file?;Diese mikroskopische Datei?
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#1_397_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#1_298_M;It is not even enough weigh the scales down.;Die macht sich auf der Waage nicht bemerkbar.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#1_298_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#2_243_M;Ha! This file is minute!;Ha! Diese Datei ist klitzeklein!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#2_243_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#2_234_M;It is not worth a single point of damage!;Sie ist keinen einzigen Punkt Schaden wert!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE1_REPEAT_#2_234_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_141_M;A small file... but, I do suppose, respectable.;Eine kleine Datei ... aber solide, denke ich.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_141_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_289_M;A single point of damage is what it is worth.;Sie ist einen einzelnen Punkt Schaden wert.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_289_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_REPEAT_#1_006_M;Diminutive, yes. Yet enough to burden the scales.;Etwas kümmerlich, ja. Aber sie bringt genug auf die Waage.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_REPEAT_#1_006_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_REPEAT_#2_479_M;Hmm. An unexciting specimen.;Hmm. Ein nicht gerade aufregendes Exemplar.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_REPEAT_#2_479_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_REPEAT_#2_422_M;But worth a single damage to be sure.;Doch einen einzelnen Schadenspunkt ist es bestimmt wert.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE2_REPEAT_#2_422_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_782_M;Hmf! This file demands attention.;Hm! Diese Datei verlangt Beachtung.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_782_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_456_M;It appears to weigh in at about 2 damage.;Sie scheint ungefähr 2 Punkte Schaden auf die Waage zu bringen.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_456_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_985_M;Bravo!;Bravo!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_985_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_REPEAT_#1_655_M;I cannot neglect this file. It surely has girth.;Keine zu vernachlässigende Datei. Sie hat wirklich Umfang.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_REPEAT_#1_655_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_REPEAT_#2_926_M;Well chosen. An adequate selection.;Gut entschieden. Eine angemessene Wahl.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE3_REPEAT_#2_926_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_662_M;My word! This file... it is...;Na, so was! Diese Datei ... sie ist ...
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_662_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_450_M;I may say... it is colossal!;Ich möchte sagen ... sie ist kolossal!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_450_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#1_667_M;Magnificent! It is gargantuan!;Ausgezeichnet! Sie ist gewaltig!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#1_667_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#2_757_M;My word! The staggering size!;Na, so was! Welch atemberaubende Größe!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#2_757_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#3_057_M;It is positively Bunyanesque!;Ein wahrer Riese, im besten Sinne!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#3_057_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#3_578_M;I am blushing.;Ich bin ganz verlegen.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE4_REPEAT_#3_578_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE5_990_M;Words...;Worte ...
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE5_990_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE5_441_M;My words...;Meine Worte ...
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE5_441_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE5_665_M;Cannot describe...;Können nicht beschreiben ...
PART_3_BOSS_DIALOGUE_ARCHIVISTFILESIZE5_665_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_384_M;There it goes!;Da geht sie hin!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_384_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_920_M;I hope you have backups.;Ich hoffe, du hast Sicherheitskopien.
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_920_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_REPEAT_#1_381_M;You have backups, right?;Du hast doch Sicherheitskopien, oder?
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_REPEAT_#1_381_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_REPEAT_#3_301_M;Oops!;Ups!
PART_3_BOSS_DIALOGUE_ARCHIVISTFILEDELETED_REPEAT_#3_301_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_767_M;Did you create this file yesterday?;Hast du diese Datei gestern erst erstellt?
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_767_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_034_M;It is, to be perfectly frank, juvenile!;Ehrlich gesagt ist sie noch sehr jung!
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_034_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_971_M;1/1 are the correct stats for this infant file.;1/1 sind die korrekten Werte für eine solche Kleinkind-Datei.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_971_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_REPEAT_#1_781_M;This file has no maturity whatsoever.;Diese Datei besitzt keinerlei Reife.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_REPEAT_#1_781_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_REPEAT_#1_002_M;It will, therefore, be weak!;Sie wird daher schwach sein!
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_REPEAT_#1_002_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_REPEAT_#2_669_M;This juvenile file can be no more than a 1/1.;Diese junge Datei kann nicht mehr sein als 1/1.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER1_REPEAT_#2_669_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER2_942_M;Hm. I suppose this file does show some age.;Hm. Ich schätze, diese Datei zeigt ein gewisses Alter.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER2_942_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER2_REPEAT_#1_456_M;Hardly ancient. But I can make it a 2/2.;Nicht gerade hochbetagt. Aber ich kann ihr 2/2 geben.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER2_REPEAT_#1_456_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER2_REPEAT_#2_629_M;This file's age may award it a power and health of 2.;Das Alter dieser Datei bringt ihr eine Kraft und Gesundheit von jeweils 2 ein.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER2_REPEAT_#2_629_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER3_224_M;Marvelous! This file is not short lived.;Wunderbar! Diese Datei ist nicht kurzlebig.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER3_224_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER3_848_M;A file this mature is easily a 3/3.;Eine Datei dieser Reife erreicht locker 3/3.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER3_848_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER3_REPEAT_#1_100_M;This venerable file is worthy of the stats: 3/3.;Diese ehrwürdige Datei hat die Werte 3/3 verdient.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER3_REPEAT_#1_100_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_636_M;This... this file is most ancient indeed.;Diese ... diese Datei ist wirklich uralt.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_636_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_276_M;It has seen things.;Sie hat viel erlebt.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_276_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_082_M;A statline of 4/4 is only appropriate for an august file such as this.;Werte von 4/4 sind nur für eine solch erhabene Datei angemessen.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_082_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_REPEAT_#1_944_M;My word. This file is most venerable.;Na, so was! Diese Datei ist hochbetagt.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_REPEAT_#1_944_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_REPEAT_#1_405_M;A 4/4 for a file so ancient as this one.;4/4 für eine derart uralte Datei.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_REPEAT_#1_405_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_REPEAT_#1_768_M;It could be no other way.;Anders könnte es gar nicht sein.
PART_3_BOSS_DIALOGUE_ARCHIVISTHOSTAGEPOWER4_REPEAT_#1_768_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPOSTDEFEATED_927_M;I thought I had you. Oh well.;Ich dachte, ich hätte dich. Na ja.
PART_3_BOSS_DIALOGUE_ARCHIVISTPOSTDEFEATED_927_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPOSTDEFEATED_421_M;You've made a few correct deckbuilding decisions, I guess.;Du hast wohl ein paar gute Deckbau-Entscheidungen getroffen.
PART_3_BOSS_DIALOGUE_ARCHIVISTPOSTDEFEATED_421_F;;
PART_3_BOSS_DIALOGUE_ARCHIVISTPOSTDEFEATED_759_M;And you're lucky.;Und du hast Glück.
PART_3_BOSS_DIALOGUE_ARCHIVISTPOSTDEFEATED_759_F;;
PART_3_SPECIAL_NODES_UNLOCKITEMTUTORIAL_529_M;If you're smart you'll use your items liberally.;Wenn du schlau bist, machst du großzügig Gebrauch von deinen Gegenständen.
